Rk,Player,Team,Conf,G,Cmp,Att,Cmp%,Yds,TD,TD%,Int,Int%,Y/A,AY/A,Y/C,Y/G,Rate,Awards,First_Name,Last_Name,Team_Norm,Stat_Type,Roster_Index,Receiving_Rec,Receiving_Yds,Receiving_Y/R,Receiving_TD,Receiving_Y/G,Rushing_Att,Rushing_Yds,Rushing_Y/A,Rushing_TD,Rushing_Y/G,Scrimmage_Plays,Scrimmage_Yds,Scrimmage_Avg,Scrimmage_TD
116.0,Gregory Desrosiers,Memphis,American,7.0,,,,,,,,,,,,,,,gregory,desrosiers,memphis,Rushing,9260,21.0,142.0,6.8,1.0,20.3,75.0,450.0,6.0,7.0,64.3,96.0,592.0,6.2,8.0
117.0,Samuel Harris,Wyoming,MWC,9.0,,,,,,,,,,,,,,,samuel,harris,wyoming,Rushing,16293,15.0,182.0,12.1,0.0,20.2,85.0,450.0,5.3,1.0,50.0,100.0,632.0,6.3,1.0
118.0,London Montgomery,East Carolina,American,8.0,,,,,,,,,,,,,,,london,montgomery,east carolina,Rushing,6088,11.0,60.0,5.5,0.0,7.5,90.0,449.0,5.0,4.0,56.1,101.0,509.0,5.0,4.0
119.0,Chauncey Bowens,Georgia,SEC,8.0,,,,,,,,,,,,,,,chauncey,bowens,georgia,Rushing,1161,10.0,58.0,5.8,0.0,7.3,79.0,446.0,5.6,5.0,55.8,89.0,504.0,5.7,5.0
120.0,Jamal Haynes,Georgia Tech,ACC,9.0,,,,,,,,,,,,,,,jamal,haynes,georgia tech,Rushing,154,21.0,186.0,8.9,0.0,20.7,94.0,446.0,4.7,3.0,49.6,115.0,632.0,5.5,3.0
121.0,Jordan Brunson,Miami (OH),MAC,9.0,,,,,,,,,,,,,,,jordan,brunson,miami (oh),Rushing,9442,1.0,5.0,5.0,0.0,0.6,102.0,444.0,4.4,2.0,49.3,103.0,449.0,4.4,2.0
122.0,Rueben Owens,Texas A&M,SEC,8.0,,,,,,,,,,,,,,,rueben,owens,texas a&m,Rushing,1659,6.0,82.0,13.7,0.0,10.3,78.0,440.0,5.6,3.0,55.0,84.0,522.0,6.2,3.0
123.0,Clay Thevenin,Louisiana Tech,CUSA,8.0,,,,,,,,,,,,,,,clay,thevenin,louisiana tech,Rushing,8631,16.0,109.0,6.8,0.0,13.6,84.0,439.0,5.2,6.0,54.9,100.0,548.0,5.5,6.0
124.0,Landon Sims,Hawaii,MWC,9.0,,,,,,,,,,,,,,,landon,sims,hawaii,Rushing,7160,30.0,231.0,7.7,2.0,25.7,94.0,439.0,4.7,3.0,48.8,124.0,670.0,5.4,5.0
125.0,Keenan Phillips,South Alabama,Sun Belt,9.0,,,,,,,,,,,,,,,keenan,phillips,south alabama,Rushing,12880,5.0,15.0,3.0,0.0,1.7,80.0,437.0,5.5,1.0,48.6,85.0,452.0,5.3,1.0
126.0,Kamari Moulton,Iowa,Big Ten,6.0,,,,,,,,,,,,,,,kamari,moulton,iowa,Rushing,7523,11.0,81.0,7.4,0.0,13.5,82.0,435.0,5.3,2.0,72.5,93.0,516.0,5.5,2.0
127.0,Trinidad Chambliss,Ole Miss,SEC,9.0,,,,,,,,,,,,,,,trinidad,chambliss,mississippi,Rushing,1594,0.0,0.0,,0.0,0.0,97.0,435.0,4.5,6.0,48.3,97.0,435.0,4.5,6.0
128.0,Noah Whittington,Oregon,Big Ten,6.0,,,,,,,,,,,,,,,noah,whittington,oregon,Rushing,377,7.0,34.0,4.9,1.0,5.7,51.0,433.0,8.5,4.0,72.2,58.0,467.0,8.1,5.0
129.0,Gavin Sawchuk,Florida State,ACC,8.0,,,,,,,,,,,,,,,gavin,sawchuk,florida state,Rushing,625,9.0,102.0,11.3,1.0,12.8,93.0,432.0,4.6,8.0,54.0,102.0,534.0,5.2,9.0
130.0,Jayden Scott,North Carolina State,ACC,9.0,,,,,,,,,,,,,,,jayden,scott,north carolina state,Rushing,10830,11.0,84.0,7.6,0.0,9.3,71.0,431.0,6.1,4.0,47.9,82.0,515.0,6.3,4.0
131.0,Demond Williams Jr.,Washington,Big Ten,8.0,,,,,,,,,,,,,,,demond,williams,washington,Rushing,1059,0.0,0.0,,0.0,0.0,89.0,429.0,4.8,4.0,53.6,89.0,429.0,4.8,4.0
132.0,Jamal Roberts,Missouri,SEC,8.0,,,,,,,,,,,,,,,jamal,roberts,missouri,Rushing,9977,12.0,113.0,9.4,1.0,14.1,66.0,428.0,6.5,3.0,53.5,78.0,541.0,6.9,4.0
133.0,Star Thomas,Tennessee,SEC,9.0,,,,,,,,,,,,,,,star,thomas,tennessee,Rushing,13579,8.0,77.0,9.6,2.0,8.6,80.0,428.0,5.4,5.0,47.6,88.0,505.0,5.7,7.0
134.0,Brad Jackson,Texas State,Sun Belt,8.0,,,,,,,,,,,,,,,brad,jackson,texas state,Rushing,13893,0.0,-2.0,,0.0,-0.3,106.0,427.0,4.0,9.0,53.4,106.0,425.0,4.0,9.0
135.0,Nahree Biggins,Central Michigan,MAC,9.0,,,,,,,,,,,,,,,nahree,biggins,central michigan,Rushing,5220,15.0,158.0,10.5,1.0,17.6,81.0,426.0,5.3,2.0,47.3,96.0,584.0,6.1,3.0
136.0,Micah Ford,Stanford,ACC,7.0,,,,,,,,,,,,,,,micah,ford,stanford,Rushing,13274,8.0,77.0,9.6,0.0,11.0,99.0,425.0,4.3,3.0,60.7,107.0,502.0,4.7,3.0
137.0,Jaden Nixon,UCF,Big 12,8.0,,,,,,,,,,,,,,,jaden,nixon,central florida,Rushing,14613,10.0,54.0,5.4,0.0,6.8,35.0,423.0,12.1,6.0,52.9,45.0,477.0,10.6,6.0
138.0,Jeffery Pittman,Southern Mississippi,Sun Belt,6.0,,,,,,,,,,,,,,,jeffery,pittman,southern mississippi,Rushing,13184,12.0,67.0,5.6,0.0,11.2,95.0,419.0,4.4,6.0,69.8,107.0,486.0,4.5,6.0
139.0,Damon Bankston,New Mexico,MWC,9.0,,,,,,,,,,,,,,,damon,bankston,new mexico,Rushing,10523,20.0,323.0,16.2,3.0,35.9,75.0,418.0,5.6,4.0,46.4,95.0,741.0,7.8,7.0
140.0,Kevorian Barnes,Texas Christian,Big 12,6.0,,,,,,,,,,,,,,,kevorian,barnes,texas christian,Rushing,13802,8.0,42.0,5.3,0.0,7.0,82.0,418.0,5.1,3.0,69.7,90.0,460.0,5.1,3.0
141.0,Carlos Del Rio-Wilson,Marshall,Sun Belt,7.0,,,,,,,,,,,,,,,carlos,del rio-wilson,marshall,Rushing,462,1.0,-6.0,-6.0,0.0,-0.9,105.0,417.0,4.0,4.0,59.6,106.0,411.0,3.9,4.0
142.0,Demon June,North Carolina,ACC,8.0,,,,,,,,,,,,,,,demon,june,north carolina,Rushing,10718,12.0,117.0,9.8,1.0,14.6,64.0,416.0,6.5,2.0,52.0,76.0,533.0,7.0,3.0
143.0,Kenji Christian,Toledo,MAC,9.0,,,,,,,,,,,,,,,kenji,christian,toledo,Rushing,14088,14.0,178.0,12.7,1.0,19.8,78.0,412.0,5.3,3.0,45.8,92.0,590.0,6.4,4.0
144.0,Bear Bachmeier,BYU,Big 12,8.0,,,,,,,,,,,,,,,bear,bachmeier,brigham young,Rushing,5011,1.0,3.0,3.0,0.0,0.4,94.0,408.0,4.3,9.0,51.0,95.0,411.0,4.3,9.0
145.0,Joe Jackson,Kansas State,Big 12,9.0,,,,,,,,,,,,,,,joe,jackson,kansas state,Rushing,8031,17.0,89.0,5.2,1.0,9.9,105.0,407.0,3.9,1.0,45.2,122.0,496.0,4.1,2.0
146.0,Owen Allen,Air Force,MWC,8.0,,,,,,,,,,,,,,,owen,allen,air force,Rushing,3374,0.0,0.0,,0.0,0.0,60.0,404.0,6.7,3.0,50.5,60.0,404.0,6.7,3.0
147.0,Tory Blaylock,Oklahoma,SEC,9.0,,,,,,,,,,,,,,,tory,blaylock,oklahoma,Rushing,11452,8.0,41.0,5.1,0.0,4.6,94.0,401.0,4.3,4.0,44.6,102.0,442.0,4.3,4.0
148.0,Ja'Kyrian Turner,Pitt,ACC,8.0,,,,,,,,,,,,,,,ja'kyrian,turner,pittsburgh,Rushing,12071,13.0,119.0,9.2,0.0,14.9,88.0,399.0,4.5,6.0,49.9,101.0,518.0,5.1,6.0
149.0,Sedrick Alexander,Vanderbilt,SEC,9.0,,,,,,,,,,,,,,,sedrick,alexander,vanderbilt,Rushing,411,11.0,106.0,9.6,4.0,11.8,78.0,399.0,5.1,6.0,44.3,89.0,505.0,5.7,10.0
150.0,Ja'Vin Simpkins,Coastal Carolina,Sun Belt,8.0,,,,,,,,,,,,,,,ja'vin,simpkins,coastal carolina,Rushing,5593,9.0,22.0,2.4,0.0,2.8,70.0,398.0,5.7,2.0,49.8,79.0,420.0,5.3,2.0
151.0,Joseph Himon II,Northwestern,Big Ten,8.0,,,,,,,,,,,,,,,joseph,himon,northwestern,Rushing,11142,19.0,115.0,6.1,0.0,14.4,81.0,397.0,4.9,0.0,49.6,100.0,512.0,5.1,0.0
152.0,Kirby Vorhees,Washington State,Ind,9.0,,,,,,,,,,,,,,,kirby,vorhees,washington state,Rushing,15781,16.0,88.0,5.5,0.0,9.8,89.0,397.0,4.5,3.0,44.1,105.0,485.0,4.6,3.0
153.0,Kaden Feagin,Illinois,Big Ten,9.0,,,,,,,,,,,,,,,kaden,feagin,illinois,Rushing,475,12.0,132.0,11.0,2.0,14.7,97.0,396.0,4.1,5.0,44.0,109.0,528.0,4.8,7.0
154.0,DeQuan Finn,Miami (OH),MAC,8.0,,,,,,,,,,,,,,,dequan,finn,miami (oh),Rushing,122,0.0,0.0,,0.0,0.0,89.0,395.0,4.4,4.0,49.4,89.0,395.0,4.4,4.0
155.0,Terion Stewart,Virginia Tech,ACC,7.0,,,,,,,,,,,,,,,terion,stewart,virginia tech,Rushing,339,4.0,19.0,4.8,0.0,2.7,63.0,395.0,6.3,0.0,56.4,67.0,414.0,6.2,0.0
156.0,Nate Frazier,Georgia,SEC,8.0,,,,,,,,,,,,,,,nate,frazier,georgia,Rushing,958,8.0,54.0,6.8,1.0,6.8,89.0,394.0,4.4,2.0,49.3,97.0,448.0,4.6,3.0
157.0,Ca'Lil Valentine,Illinois,Big Ten,9.0,,,,,,,,,,,,,,,ca'lil,valentine,illinois,Rushing,7352,6.0,17.0,2.8,0.0,1.9,83.0,393.0,4.7,3.0,43.7,89.0,410.0,4.6,3.0
158.0,Duncan Brune,Ohio,MAC,9.0,,,,,,,,,,,,,,,duncan,brune,ohio,Rushing,11299,5.0,57.0,11.4,0.0,6.3,81.0,393.0,4.9,6.0,43.7,86.0,450.0,5.2,6.0
159.0,Daelen Alexander,Rice,American,9.0,,,,,,,,,,,,,,,daelen,alexander,rice,Rushing,12267,0.0,0.0,,0.0,0.0,74.0,392.0,5.3,3.0,43.6,74.0,392.0,5.3,3.0
160.0,Leshon Williams,Kansas,Big 12,8.0,,,,,,,,,,,,,,,leshon,williams,kansas,Rushing,7933,4.0,72.0,18.0,2.0,9.0,71.0,391.0,5.5,6.0,48.9,75.0,463.0,6.2,8.0
161.0,Will Henderson III,UTSA,American,8.0,,,,,,,,,,,,,,,will,henderson,utsa,Rushing,15184,12.0,82.0,6.8,1.0,10.3,62.0,391.0,6.3,3.0,48.9,74.0,473.0,6.4,4.0
162.0,Le'Veon Moss,Texas A&M,SEC,6.0,,,,,,,,,,,,,,,le'veon,moss,texas a&m,Rushing,250,1.0,-2.0,-2.0,0.0,-0.3,70.0,389.0,5.6,6.0,64.8,71.0,387.0,5.5,6.0
163.0,Makenzie McGill,North Texas,American,7.0,,,,,,,,,,,,,,,makenzie,mcgill,north texas,Rushing,10919,4.0,14.0,3.5,0.0,2.0,75.0,389.0,5.2,5.0,55.6,79.0,403.0,5.1,5.0
164.0,Makhilyn Young,Vanderbilt,SEC,9.0,,,,,,,,,,,,,,,makhilyn,young,vanderbilt,Rushing,15286,9.0,74.0,8.2,0.0,8.2,35.0,389.0,11.1,5.0,43.2,44.0,463.0,10.5,5.0
165.0,Nico Iamaleava,UCLA,Big Ten,8.0,,,,,,,,,,,,,,,nico,iamaleava,ucla,Rushing,839,0.0,0.0,,0.0,0.0,81.0,388.0,4.8,4.0,48.5,81.0,388.0,4.8,4.0
166.0,Jordan Fuller,James Madison,Sun Belt,6.0,,,,,,,,,,,,,,,jordan,fuller,james madison,Rushing,7842,1.0,4.0,4.0,0.0,0.7,72.0,386.0,5.4,4.0,64.3,73.0,390.0,5.3,4.0
167.0,Kenyon Clay,Arkansas State,Sun Belt,9.0,,,,,,,,,,,,,,,kenyon,clay,arkansas state,Rushing,4048,28.0,145.0,5.2,2.0,16.1,101.0,386.0,3.8,2.0,42.9,129.0,531.0,4.1,4.0
168.0,Fame Ijeboi,Minnesota,Big Ten,8.0,,,,,,,,,,,,,,,fame,ijeboi,minnesota,Rushing,9802,10.0,44.0,4.4,1.0,5.5,82.0,384.0,4.7,2.0,48.0,92.0,428.0,4.7,3.0
169.0,Coleman Bennett,Kennesaw State,CUSA,8.0,,,,,,,,,,,,,,,coleman,bennett,kennesaw state,Rushing,8138,10.0,180.0,18.0,2.0,22.5,81.0,382.0,4.7,2.0,47.8,91.0,562.0,6.2,4.0
170.0,Devin Spencer,Arkansas State,Sun Belt,9.0,,,,,,,,,,,,,,,devin,spencer,arkansas state,Rushing,4046,14.0,69.0,4.9,0.0,7.7,70.0,381.0,5.4,1.0,42.3,84.0,450.0,5.4,1.0
171.0,Gavin Garcia,Kent State,MAC,9.0,,,,,,,,,,,,,,,gavin,garcia,kent state,Rushing,8227,3.0,46.0,15.3,0.0,5.1,100.0,380.0,3.8,1.0,42.2,103.0,426.0,4.1,1.0
172.0,Cole Tabb,Stanford,ACC,8.0,,,,,,,,,,,,,,,cole,tabb,stanford,Rushing,13275,3.0,20.0,6.7,0.0,2.5,95.0,379.0,4.0,2.0,47.4,98.0,399.0,4.1,2.0
173.0,Caden Durham,LSU,SEC,7.0,,,,,,,,,,,,,,,caden,durham,louisiana state,Rushing,949,10.0,58.0,5.8,0.0,8.3,79.0,378.0,4.8,2.0,54.0,89.0,436.0,4.9,2.0
174.0,Khobie Martin,Indiana,Big Ten,9.0,,,,,,,,,,,,,,,khobie,martin,indiana,Rushing,7441,1.0,14.0,14.0,0.0,1.6,51.0,368.0,7.2,5.0,40.9,52.0,382.0,7.3,5.0
175.0,Bryson Barnes,Utah State,MWC,8.0,,,,,,,,,,,,,,,bryson,barnes,utah state,Rushing,14966,1.0,5.0,5.0,0.0,0.6,104.0,367.0,3.5,7.0,45.9,105.0,372.0,3.5,7.0
176.0,Chase Jenkins,Rice,American,9.0,,,,,,,,,,,,,,,chase,jenkins,rice,Rushing,12262,0.0,0.0,,0.0,0.0,112.0,366.0,3.3,4.0,40.7,112.0,366.0,3.3,4.0
177.0,Alonza Barnett III,James Madison,Sun Belt,8.0,,,,,,,,,,,,,,,alonza,barnett,james madison,Rushing,7837,0.0,0.0,,0.0,0.0,63.0,364.0,5.8,10.0,45.5,63.0,364.0,5.8,10.0
178.0,Daniel Hishaw Jr.,Kansas,Big 12,7.0,,,,,,,,,,,,,,,daniel,hishaw,kansas,Rushing,7932,5.0,31.0,6.2,0.0,4.4,76.0,363.0,4.8,4.0,51.9,81.0,394.0,4.9,4.0
179.0,Noah Short,Army,American,8.0,,,,,,,,,,,,,,,noah,short,army,Rushing,4204,17.0,226.0,13.3,1.0,28.3,63.0,362.0,5.7,0.0,45.3,80.0,588.0,7.4,1.0
180.0,Omiri Wiggins,Louisiana Tech,CUSA,8.0,,,,,,,,,,,,,,,omiri,wiggins,louisiana tech,Rushing,8633,8.0,48.0,6.0,1.0,6.0,74.0,362.0,4.9,4.0,45.3,82.0,410.0,5.0,5.0
181.0,Brandon Chatman,Navy,American,8.0,,,,,,,,,,,,,,,brandon,chatman,navy,Rushing,10112,13.0,124.0,9.5,0.0,15.5,41.0,360.0,8.8,2.0,45.0,54.0,484.0,9.0,2.0
182.0,Greg Burrell,Texas State,Sun Belt,8.0,,,,,,,,,,,,,,,greg,burrell,texas state,Rushing,13898,7.0,80.0,11.4,0.0,10.0,59.0,359.0,6.1,3.0,44.9,66.0,439.0,6.7,3.0
183.0,Dierre Hill Jr,Oregon,Big Ten,8.0,,,,,,,,,,,,,,,dierre,hill,oregon,Rushing,,3.0,23.0,7.7,1.0,2.9,36.0,357.0,9.9,3.0,44.6,39.0,380.0,9.7,4.0
184.0,Sam Franklin,South Florida,American,8.0,,,,,,,,,,,,,,,sam,franklin,south florida,Rushing,13082,3.0,16.0,5.3,0.0,2.0,50.0,356.0,7.1,4.0,44.5,53.0,372.0,7.0,4.0
185.0,Darius Taylor,Minnesota,Big Ten,6.0,,,,,,,,,,,,,,,darius,taylor,minnesota,Rushing,650,16.0,134.0,8.4,0.0,22.3,80.0,354.0,4.4,1.0,59.0,96.0,488.0,5.1,1.0
186.0,Sam Scott,Wyoming,MWC,9.0,,,,,,,,,,,,,,,sam,scott,wyoming,Rushing,16294,8.0,99.0,12.4,1.0,11.0,73.0,353.0,4.8,2.0,39.2,81.0,452.0,5.6,3.0
187.0,Jordon Davison,Oregon,Big Ten,8.0,,,,,,,,,,,,,,,jordon,davison,oregon,Rushing,11808,7.0,15.0,2.1,0.0,1.9,51.0,352.0,6.9,10.0,44.0,58.0,367.0,6.3,10.0
188.0,Jalen Buckley,Western Michigan,MAC,8.0,,,,,,,,,,,,,,,jalen,buckley,western michigan,Rushing,1739,9.0,66.0,7.3,1.0,8.3,98.0,351.0,3.6,2.0,43.9,107.0,417.0,3.9,3.0
189.0,Rahsul Faison,South Carolina,SEC,9.0,,,,,,,,,,,,,,,rahsul,faison,south carolina,Rushing,117,18.0,106.0,5.9,0.0,11.8,81.0,350.0,4.3,3.0,38.9,99.0,456.0,4.6,3.0
190.0,Marcel Reed,Texas A&M,SEC,8.0,,,,,,,,,,,,,,,marcel,reed,texas a&m,Rushing,13702,0.0,0.0,,0.0,0.0,64.0,349.0,5.5,6.0,43.6,64.0,349.0,5.5,6.0
191.0,Scottre Humphrey,New Mexico,MWC,9.0,,,,,,,,,,,,,,,scottre,humphrey,new mexico,Rushing,1824,3.0,22.0,7.3,1.0,2.4,75.0,347.0,4.6,5.0,38.6,78.0,369.0,4.7,6.0
192.0,NaQuari Rogers,Utah,Big 12,9.0,,,,,,,,,,,,,,,naquari,rogers,utah,Rushing,14862,3.0,43.0,14.3,0.0,4.8,88.0,345.0,3.9,8.0,38.3,91.0,388.0,4.3,8.0
193.0,Avery Johnson,Kansas State,Big 12,9.0,,,,,,,,,,,,,,,avery,johnson,kansas state,Rushing,531,0.0,0.0,,0.0,0.0,81.0,343.0,4.2,7.0,38.1,81.0,343.0,4.2,7.0
194.0,Eli Heidenreich,Navy,American,8.0,,,,,,,,,,,,,,,eli,heidenreich,navy,Rushing,10111,31.0,575.0,18.5,4.0,71.9,49.0,342.0,7.0,3.0,42.8,80.0,917.0,11.5,7.0
195.0,Lloyd Avant,Colorado State,MWC,8.0,,,,,,,,,,,,,,,lloyd,avant,colorado state,Rushing,5786,8.0,49.0,6.1,0.0,6.1,61.0,342.0,5.6,3.0,42.8,69.0,391.0,5.7,3.0
196.0,Chris McMillian,Bowling Green,MAC,8.0,,,,,,,,,,,,,,,chris,mcmillian,bowling green,Rushing,4805,2.0,6.0,3.0,0.0,0.8,81.0,340.0,4.2,3.0,42.5,83.0,346.0,4.2,3.0
197.0,Dominic Knicely,Coastal Carolina,Sun Belt,8.0,,,,,,,,,,,,,,,dominic,knicely,coastal carolina,Rushing,5594,2.0,5.0,2.5,0.0,0.6,51.0,340.0,6.7,2.0,42.5,53.0,345.0,6.5,2.0
198.0,Tre Wisner,Texas,SEC,6.0,,,,,,,,,,,,,,,tre,wisner,texas,Rushing,13636,18.0,117.0,6.5,1.0,19.5,88.0,338.0,3.8,3.0,56.3,106.0,455.0,4.3,4.0
199.0,Dante Dowdell,Kentucky,SEC,8.0,,,,,,,,,,,,,,,dante,dowdell,kentucky,Rushing,464,6.0,21.0,3.5,0.0,2.6,82.0,337.0,4.1,1.0,42.1,88.0,358.0,4.1,1.0
200.0,Xavier Robinson,Oklahoma,SEC,8.0,,,,,,,,,,,,,,,xavier,robinson,oklahoma,Rushing,11453,8.0,65.0,8.1,1.0,8.1,52.0,332.0,6.4,4.0,41.5,60.0,397.0,6.6,5.0
201.0,Jaylen Raynor,Arkansas State,Sun Belt,9.0,,,,,,,,,,,,,,,jaylen,raynor,arkansas state,Rushing,607,0.0,0.0,,0.0,0.0,114.0,331.0,2.9,7.0,36.8,114.0,331.0,2.9,7.0
202.0,Gemari Sands,Florida Atlantic,American,8.0,,,,,,,,,,,,,,,gemari,sands,florida atlantic,Rushing,6382,23.0,110.0,4.8,0.0,13.8,66.0,330.0,5.0,0.0,41.3,89.0,440.0,4.9,0.0
203.0,Jeff Sims,Arizona State,Big 12,6.0,,,,,,,,,,,,,,,jeff,sims,arizona state,Rushing,327,0.0,0.0,,0.0,0.0,58.0,330.0,5.7,2.0,55.0,58.0,330.0,5.7,2.0
204.0,Javin Gordon,Tulane,American,8.0,,,,,,,,,,,,,,,javin,gordon,tulane,Rushing,14304,8.0,59.0,7.4,1.0,7.4,77.0,328.0,4.3,3.0,41.0,85.0,387.0,4.6,4.0
205.0,Thomas Castellanos,Florida State,ACC,8.0,,,,,,,,,,,,,,,thomas,castellanos,florida state,Rushing,1593,0.0,0.0,,0.0,0.0,89.0,328.0,3.7,6.0,41.0,89.0,328.0,3.7,6.0
206.0,Conner Weigman,Houston,Big 12,9.0,,,,,,,,,,,,,,,conner,weigman,houston,Rushing,671,0.0,0.0,,0.0,0.0,99.0,327.0,3.3,9.0,36.3,99.0,327.0,3.3,9.0
207.0,Hayden Reed,Army,American,7.0,,,,,,,,,,,,,,,hayden,reed,army,Rushing,4203,2.0,2.0,1.0,0.0,0.3,71.0,327.0,4.6,3.0,46.7,73.0,329.0,4.5,3.0
208.0,PJ Martin,South Alabama,Sun Belt,8.0,,,,,,,,,,,,,,,pj,martin,south alabama,Rushing,12881,5.0,49.0,9.8,0.0,6.1,60.0,326.0,5.4,2.0,40.8,65.0,375.0,5.8,2.0
209.0,Caden Knighten,Baylor,Big 12,9.0,,,,,,,,,,,,,,,caden,knighten,baylor,Rushing,1523,10.0,129.0,12.9,1.0,14.3,71.0,325.0,4.6,1.0,36.1,81.0,454.0,5.6,2.0
210.0,Marvis Parrish,Western Kentucky,CUSA,9.0,,,,,,,,,,,,,,,marvis,parrish,western kentucky,Rushing,16005,30.0,184.0,6.1,1.0,20.4,68.0,325.0,4.8,0.0,36.1,98.0,509.0,5.2,1.0
211.0,Anthony Carrie,Florida International,CUSA,8.0,,,,,,,,,,,,,,,anthony,carrie,florida international,Rushing,6488,8.0,48.0,6.0,0.0,6.0,63.0,324.0,5.1,3.0,40.5,71.0,372.0,5.2,3.0
212.0,Trent Battle,Texas Christian,Big 12,8.0,,,,,,,,,,,,,,,trent,battle,texas christian,Rushing,13803,6.0,36.0,6.0,0.0,4.5,52.0,323.0,6.2,5.0,40.4,58.0,359.0,6.2,5.0
213.0,Keyjuan Brown,Louisville,ACC,7.0,,,,,,,,,,,,,,,keyjuan,brown,louisville,Rushing,8829,8.0,99.0,12.4,0.0,14.1,52.0,321.0,6.2,6.0,45.9,60.0,420.0,7.0,6.0
214.0,Terron Kellman,Wyoming,MWC,9.0,,,,,,,,,,,,,,,terron,kellman,wyoming,Rushing,16295,5.0,52.0,10.4,0.0,5.8,61.0,321.0,5.3,4.0,35.7,66.0,373.0,5.7,4.0
215.0,Anderson Castle,Duke,ACC,8.0,,,,,,,,,,,,,,,anderson,castle,duke,Rushing,5979,12.0,81.0,6.8,0.0,10.1,58.0,319.0,5.5,6.0,39.9,70.0,400.0,5.7,6.0
216.0,Antwan Roberts,Marshall,Sun Belt,8.0,,,,,,,,,,,,,,,antwan,roberts,marshall,Rushing,8972,5.0,25.0,5.0,0.0,3.1,57.0,318.0,5.6,2.0,39.8,62.0,343.0,5.5,2.0
217.0,Hunter Smith,Temple,American,9.0,,,,,,,,,,,,,,,hunter,smith,temple,Rushing,13486,6.0,54.0,9.0,0.0,6.0,48.0,317.0,6.6,2.0,35.2,54.0,371.0,6.9,2.0
218.0,Malik Sherrod,Boise State,MWC,9.0,,,,,,,,,,,,,,,malik,sherrod,boise state,Rushing,4593,18.0,128.0,7.1,1.0,14.2,64.0,317.0,5.0,2.0,35.2,82.0,445.0,5.4,3.0
219.0,Chris Johnson Jr.,SMU,ACC,9.0,,,,,,,,,,,,,,,chris,johnson,southern methodist,Rushing,846,14.0,163.0,11.6,1.0,18.1,46.0,316.0,6.9,3.0,35.1,60.0,479.0,8.0,4.0
220.0,Brandon Hood,Massachusetts,MAC,9.0,,,,,,,,,,,,,,,brandon,hood,massachusetts,Rushing,9146,9.0,62.0,6.9,0.0,6.9,79.0,315.0,4.0,2.0,35.0,88.0,377.0,4.3,2.0
221.0,DJ McKinney,New Mexico,MWC,9.0,,,,,,,,,,,,,,,dj,mckinney,new mexico,Rushing,568,10.0,92.0,9.2,0.0,10.2,74.0,313.0,4.2,5.0,34.8,84.0,405.0,4.8,5.0
222.0,Mark Gronowski,Iowa,Big Ten,8.0,,,,,,,,,,,,,,,mark,gronowski,iowa,Rushing,141,0.0,0.0,,0.0,0.0,76.0,313.0,4.1,11.0,39.1,76.0,313.0,4.1,11.0
223.0,Micah Welch,Colorado,Big 12,9.0,,,,,,,,,,,,,,,micah,welch,colorado,Rushing,5684,9.0,39.0,4.3,0.0,4.3,78.0,313.0,4.0,2.0,34.8,87.0,352.0,4.0,2.0
224.0,Michael Allen,Marshall,Sun Belt,5.0,,,,,,,,,,,,,,,michael,allen,marshall,Rushing,8971,8.0,101.0,12.6,1.0,20.2,58.0,310.0,5.3,3.0,62.0,66.0,411.0,6.2,4.0
225.0,Jamarion Miller,Alabama,SEC,5.0,,,,,,,,,,,,,,,jamarion,miller,alabama,Rushing,1650,12.0,80.0,6.7,0.0,16.0,80.0,308.0,3.9,2.0,61.6,92.0,388.0,4.2,2.0
226.0,John Mateer,Oklahoma,SEC,8.0,,,,,,,,,,,,,,,john,mateer,oklahoma,Rushing,559,0.0,0.0,,0.0,0.0,94.0,306.0,3.3,6.0,38.3,94.0,306.0,3.3,6.0
227.0,Jordan McDonald,Boston College,ACC,9.0,,,,,,,,,,,,,,,jordan,mcdonald,boston,Rushing,4706,10.0,69.0,6.9,1.0,7.7,72.0,305.0,4.2,1.0,33.9,82.0,374.0,4.6,2.0
228.0,Harrison Waylee,Virginia,ACC,9.0,,,,,,,,,,,,,,,harrison,waylee,virginia,Rushing,15392,3.0,12.0,4.0,0.0,1.3,53.0,304.0,5.7,5.0,33.8,56.0,316.0,5.6,5.0
229.0,Nykahi Davenport,South Florida,American,6.0,,,,,,,,,,,,,,,nykahi,davenport,south florida,Rushing,13083,0.0,0.0,,0.0,0.0,49.0,303.0,6.2,3.0,50.5,49.0,303.0,6.2,3.0
230.0,DeJuan Williams,Maryland,Big Ten,8.0,,,,,,,,,,,,,,,dejuan,williams,maryland,Rushing,9066,24.0,272.0,11.3,1.0,34.0,88.0,302.0,3.4,2.0,37.8,112.0,574.0,5.1,3.0
231.0,Marlon Gunn Jr.,East Carolina,American,8.0,,,,,,,,,,,,,,,marlon,gunn,east carolina,Rushing,,3.0,7.0,2.3,0.0,0.9,65.0,302.0,4.6,4.0,37.8,68.0,309.0,4.5,4.0
232.0,Tavierre Dunlap,Eastern Michigan,MAC,8.0,,,,,,,,,,,,,,,tavierre,dunlap,eastern michigan,Rushing,6199,14.0,105.0,7.5,0.0,13.1,79.0,301.0,3.8,3.0,37.6,93.0,406.0,4.4,3.0
