Height,Weight,Age,wAV,AP1,PB,POVR,PKPW,PKAC
0,0.0,0.0,0.0,0.0,0.0,85.0,93.0,96.0
0,0.0,0.0,10.0,0.0,0.0,85.0,93.0,96.0
0,0.0,0.0,0.0,0.0,0.0,85.0,93.0,96.0
0,0.0,0.0,0.0,0.0,0.0,85.0,93.0,96.0
0,0.0,0.0,14.0,0.0,0.0,85.0,93.0,96.0
0,0.0,0.0,88.0,3.0,6.0,85.0,93.0,96.0
0,0.0,0.0,0.0,0.0,0.0,85.0,96.0,92.0
0,0.0,0.0,0.0,0.0,0.0,85.0,94.0,93.0
0,0.0,0.0,25.0,0.0,1.0,84.0,91.0,95.0
0,0.0,0.0,0.0,0.0,0.0,84.0,88.0,94.0
0,0.0,0.0,0.0,0.0,0.0,84.0,98.0,91.0
0,0.0,0.0,37.0,2.0,4.0,83.0,96.0,88.0
0,0.0,0.0,24.0,0.0,2.0,83.0,89.0,93.0
0,0.0,0.0,0.0,0.0,0.0,82.0,95.0,92.0
0,0.0,0.0,29.0,0.0,1.0,82.0,94.0,94.0
0,0.0,0.0,22.0,0.0,1.0,81.0,97.0,88.0
0,0.0,0.0,0.0,0.0,0.0,81.0,98.0,84.0
0,0.0,0.0,24.0,0.0,2.0,81.0,95.0,88.0
0,0.0,0.0,0.0,0.0,0.0,81.0,92.0,88.0
0,0.0,0.0,41.0,0.0,1.0,81.0,97.0,87.0
0,0.0,0.0,0.0,0.0,0.0,80.0,96.0,82.0
0,0.0,0.0,0.0,0.0,0.0,80.0,91.0,85.0
0,0.0,0.0,0.0,0.0,0.0,80.0,97.0,86.0
0,0.0,0.0,25.0,0.0,0.0,80.0,92.0,90.0
0,0.0,0.0,0.0,0.0,0.0,80.0,92.0,89.0
0,0.0,0.0,21.0,0.0,0.0,80.0,96.0,83.0
0,0.0,0.0,0.0,0.0,0.0,80.0,97.0,88.0
0,0.0,0.0,29.0,1.0,1.0,80.0,95.0,90.0
0,0.0,0.0,14.0,0.0,0.0,80.0,93.0,87.0
0,0.0,0.0,0.0,0.0,0.0,79.0,96.0,89.0
0,0.0,0.0,0.0,0.0,0.0,79.0,91.0,84.0
0,0.0,0.0,0.0,0.0,0.0,79.0,92.0,88.0
0,0.0,0.0,0.0,0.0,0.0,79.0,90.0,86.0
0,0.0,0.0,0.0,0.0,0.0,79.0,93.0,84.0
0,0.0,0.0,0.0,0.0,0.0,79.0,97.0,87.0
0,0.0,0.0,34.0,3.0,3.0,79.0,96.0,80.0
0,0.0,0.0,0.0,0.0,0.0,78.0,95.0,86.0
0,0.0,0.0,44.0,6.0,7.0,78.0,89.0,85.0
0,0.0,0.0,0.0,0.0,0.0,78.0,94.0,88.0
0,0.0,0.0,8.0,0.0,0.0,78.0,94.0,89.0
0,0.0,0.0,0.0,0.0,0.0,78.0,92.0,78.0
0,0.0,0.0,0.0,0.0,0.0,78.0,91.0,82.0
0,0.0,0.0,0.0,0.0,0.0,78.0,92.0,82.0
0,0.0,0.0,10.0,0.0,0.0,77.0,91.0,82.0
0,0.0,0.0,0.0,0.0,0.0,77.0,92.0,84.0
0,0.0,0.0,29.0,0.0,0.0,77.0,90.0,83.0
0,0.0,0.0,33.0,0.0,0.0,77.0,94.0,84.0
0,0.0,0.0,21.0,1.0,0.0,77.0,94.0,82.0
0,0.0,0.0,0.0,0.0,0.0,77.0,95.0,83.0
0,0.0,0.0,19.0,1.0,1.0,77.0,94.0,86.0
0,0.0,0.0,20.0,0.0,0.0,76.0,94.0,83.0
0,0.0,0.0,0.0,0.0,0.0,76.0,91.0,82.0
0,0.0,0.0,22.0,0.0,0.0,76.0,94.0,80.0
0,0.0,0.0,18.0,0.0,0.0,76.0,91.0,81.0
0,0.0,0.0,0.0,0.0,0.0,76.0,94.0,81.0
0,0.0,0.0,0.0,0.0,0.0,76.0,96.0,76.0
0,0.0,0.0,12.0,0.0,0.0,75.0,96.0,77.0
0,0.0,0.0,5.0,0.0,0.0,75.0,95.0,75.0
0,0.0,0.0,2.0,0.0,0.0,75.0,95.0,77.0
0,0.0,0.0,17.0,0.0,0.0,75.0,88.0,79.0
0,0.0,0.0,0.0,0.0,0.0,75.0,93.0,80.0
0,0.0,0.0,12.0,0.0,0.0,75.0,92.0,83.0
0,0.0,0.0,0.0,0.0,0.0,75.0,89.0,80.0
0,0.0,0.0,0.0,0.0,0.0,74.0,94.0,78.0
0,0.0,0.0,0.0,0.0,0.0,74.0,89.0,76.0
0,0.0,0.0,0.0,0.0,0.0,74.0,88.0,79.0
0,0.0,0.0,17.0,0.0,1.0,74.0,92.0,81.0
0,0.0,0.0,0.0,0.0,0.0,74.0,90.0,78.0
0,0.0,0.0,23.0,1.0,0.0,73.0,92.0,79.0
0,0.0,0.0,23.0,0.0,1.0,73.0,88.0,75.0
0,0.0,0.0,0.0,0.0,0.0,73.0,88.0,78.0
0,0.0,0.0,0.0,0.0,0.0,73.0,93.0,78.0
0,0.0,0.0,0.0,0.0,0.0,73.0,92.0,78.0
0,0.0,0.0,6.0,0.0,0.0,73.0,88.0,80.0
0,0.0,0.0,0.0,0.0,0.0,72.0,90.0,77.0
0,0.0,0.0,0.0,0.0,0.0,71.0,90.0,77.0
0,0.0,0.0,0.0,0.0,0.0,87.0,98.0,98.0
0,0.0,0.0,0.0,0.0,0.0,86.0,97.0,97.0
0,0.0,0.0,0.0,0.0,0.0,85.0,94.0,92.0
0,0.0,0.0,25.0,0.0,1.0,85.0,91.0,96.0
0,0.0,0.0,0.0,0.0,0.0,84.0,93.0,94.0
0,0.0,0.0,10.0,0.0,0.0,84.0,93.0,94.0
0,0.0,0.0,0.0,0.0,0.0,84.0,93.0,94.0
0,0.0,0.0,0.0,0.0,0.0,84.0,93.0,94.0
0,0.0,0.0,14.0,0.0,0.0,84.0,93.0,94.0
0,0.0,0.0,88.0,3.0,6.0,84.0,93.0,94.0
0,0.0,0.0,0.0,0.0,0.0,84.0,95.0,93.0
0,0.0,0.0,29.0,0.0,1.0,84.0,94.0,95.0
0,0.0,0.0,19.0,1.0,1.0,83.0,96.0,90.0
0,0.0,0.0,24.0,0.0,2.0,81.0,89.0,92.0
0,0.0,0.0,0.0,0.0,0.0,81.0,96.0,91.0
0,0.0,0.0,0.0,0.0,0.0,80.0,92.0,89.0
0,0.0,0.0,37.0,2.0,4.0,80.0,96.0,87.0
0,0.0,0.0,29.0,1.0,1.0,80.0,95.0,89.0
0,0.0,0.0,25.0,0.0,0.0,79.0,93.0,84.0
0,0.0,0.0,0.0,0.0,0.0,79.0,96.0,90.0
0,0.0,0.0,0.0,0.0,0.0,79.0,99.0,85.0
0,0.0,0.0,0.0,0.0,0.0,78.0,93.0,85.0
0,0.0,0.0,0.0,0.0,0.0,78.0,92.0,84.0
0,0.0,0.0,0.0,0.0,0.0,78.0,94.0,86.0
0,0.0,0.0,0.0,0.0,0.0,77.0,92.0,88.0
0,0.0,0.0,0.0,0.0,0.0,77.0,89.0,83.0
0,0.0,0.0,34.0,3.0,3.0,77.0,96.0,84.0
0,0.0,0.0,0.0,0.0,0.0,77.0,96.0,80.0
0,0.0,0.0,0.0,0.0,0.0,77.0,97.0,88.0
0,0.0,0.0,0.0,0.0,0.0,77.0,96.0,87.0
0,0.0,0.0,0.0,0.0,0.0,77.0,90.0,85.0
0,0.0,0.0,0.0,0.0,0.0,76.0,97.0,81.0
0,0.0,0.0,14.0,0.0,0.0,76.0,93.0,82.0
0,0.0,0.0,21.0,0.0,0.0,75.0,96.0,79.0
0,0.0,0.0,0.0,0.0,0.0,75.0,91.0,77.0
0,0.0,0.0,22.0,0.0,0.0,75.0,94.0,82.0
0,0.0,0.0,0.0,0.0,0.0,75.0,91.0,81.0
0,0.0,0.0,0.0,0.0,0.0,74.0,92.0,82.0
0,0.0,0.0,0.0,0.0,0.0,74.0,98.0,80.0
0,0.0,0.0,22.0,0.0,1.0,74.0,97.0,81.0
0,0.0,0.0,33.0,0.0,0.0,74.0,94.0,79.0
0,0.0,0.0,12.0,0.0,0.0,74.0,92.0,86.0
0,0.0,0.0,29.0,0.0,0.0,74.0,93.0,78.0
0,0.0,0.0,0.0,0.0,0.0,74.0,94.0,83.0
0,0.0,0.0,20.0,0.0,0.0,73.0,94.0,80.0
0,0.0,0.0,23.0,1.0,0.0,73.0,92.0,79.0
0,0.0,0.0,10.0,0.0,0.0,73.0,91.0,71.0
0,0.0,0.0,0.0,0.0,0.0,73.0,92.0,77.0
0,0.0,0.0,0.0,0.0,0.0,73.0,92.0,73.0
0,0.0,0.0,18.0,0.0,0.0,72.0,91.0,72.0
0,0.0,0.0,0.0,0.0,0.0,71.0,96.0,78.0
0,0.0,0.0,0.0,0.0,0.0,71.0,94.0,76.0
0,0.0,0.0,18.0,0.0,1.0,70.0,94.0,77.0
0,0.0,0.0,17.0,0.0,1.0,70.0,92.0,68.0
0,0.0,0.0,0.0,0.0,0.0,69.0,92.0,74.0
0,0.0,0.0,0.0,0.0,0.0,69.0,96.0,66.0
0,0.0,0.0,17.0,0.0,0.0,69.0,88.0,61.0
0,0.0,0.0,21.0,1.0,0.0,69.0,94.0,75.0
0,0.0,0.0,0.0,0.0,0.0,69.0,92.0,70.0
0,0.0,0.0,0.0,0.0,0.0,68.0,92.0,72.0
0,0.0,0.0,0.0,0.0,0.0,68.0,95.0,68.0
0,0.0,0.0,9.0,0.0,0.0,68.0,90.0,78.0
0,0.0,0.0,0.0,0.0,0.0,68.0,91.0,62.0
0,0.0,0.0,23.0,0.0,1.0,67.0,88.0,58.0
0,0.0,0.0,0.0,0.0,0.0,67.0,96.0,67.0
0,0.0,0.0,2.0,0.0,0.0,67.0,95.0,60.0
0,0.0,0.0,0.0,0.0,0.0,66.0,94.0,61.0
0,0.0,0.0,6.0,0.0,0.0,66.0,91.0,70.0
0,0.0,0.0,0.0,0.0,0.0,66.0,95.0,64.0
0,0.0,0.0,9.0,1.0,1.0,66.0,94.0,63.0
0,0.0,0.0,0.0,0.0,0.0,65.0,92.0,70.0
0,0.0,0.0,0.0,0.0,0.0,64.0,90.0,60.0
0,0.0,0.0,12.0,0.0,0.0,64.0,96.0,61.0
0,0.0,0.0,0.0,0.0,0.0,64.0,93.0,59.0
0,0.0,0.0,0.0,0.0,0.0,64.0,92.0,58.0
0,0.0,0.0,0.0,0.0,0.0,63.0,87.0,59.0
0,0.0,0.0,0.0,0.0,0.0,63.0,90.0,60.0
0,0.0,0.0,0.0,0.0,0.0,63.0,91.0,62.0
73,180.0,31.0,0.0,0.0,0.0,90.0,99.0,99.0
77,241.0,31.0,0.0,0.0,0.0,85.0,97.0,95.0
74,214.0,35.0,0.0,0.0,0.0,85.0,92.0,95.0
76,205.0,26.0,25.0,0.0,0.0,84.0,96.0,90.0
73,222.0,39.0,25.0,0.0,1.0,84.0,91.0,95.0
73,220.0,31.0,0.0,0.0,0.0,83.0,96.0,90.0
74,202.0,34.0,0.0,0.0,0.0,83.0,98.0,91.0
76,220.0,25.0,0.0,0.0,0.0,83.0,96.0,87.0
71,195.0,22.0,11.0,0.0,0.0,82.0,95.0,87.0
74,208.0,25.0,19.0,1.0,1.0,82.0,96.0,88.0
74,185.0,30.0,0.0,0.0,0.0,82.0,95.0,91.0
69,185.0,27.0,0.0,0.0,0.0,81.0,92.0,86.0
74,215.0,25.0,0.0,0.0,0.0,81.0,94.0,84.0
72,190.0,38.0,0.0,0.0,0.0,80.0,93.0,85.0
72,208.0,25.0,0.0,0.0,0.0,80.0,96.0,83.0
74,202.0,24.0,9.0,1.0,1.0,80.0,94.0,85.0
77,215.0,26.0,21.0,1.0,0.0,80.0,94.0,89.0
75,202.0,32.0,24.0,0.0,2.0,79.0,95.0,86.0
71,195.0,25.0,23.0,1.0,0.0,79.0,93.0,86.0
71,184.0,27.0,0.0,0.0,0.0,79.0,96.0,88.0
74,220.0,29.0,9.0,0.0,0.0,78.0,93.0,87.0
75,201.0,30.0,0.0,0.0,0.0,78.0,96.0,79.0
70,201.0,37.0,0.0,0.0,0.0,78.0,98.0,84.0
68,160.0,29.0,0.0,0.0,0.0,77.0,94.0,81.0
70,185.0,24.0,13.0,0.0,0.0,77.0,96.0,78.0
76,235.0,35.0,29.0,0.0,1.0,77.0,94.0,85.0
73,185.0,39.0,34.0,3.0,3.0,76.0,94.0,79.0
72,191.0,33.0,29.0,1.0,1.0,76.0,96.0,80.0
73,222.0,36.0,35.0,0.0,1.0,76.0,92.0,83.0
72,232.0,27.0,18.0,0.0,1.0,76.0,96.0,82.0
77,195.0,30.0,0.0,0.0,0.0,76.0,91.0,78.0
73,211.0,31.0,21.0,0.0,0.0,75.0,95.0,80.0
77,240.0,27.0,14.0,0.0,0.0,75.0,92.0,82.0
73,184.0,24.0,0.0,0.0,0.0,75.0,91.0,81.0
72,195.0,26.0,0.0,0.0,0.0,75.0,92.0,83.0
69,167.0,26.0,22.0,0.0,1.0,75.0,96.0,84.0
72,202.0,26.0,12.0,0.0,0.0,75.0,95.0,79.0
74,196.0,23.0,0.0,0.0,0.0,75.0,95.0,79.0
74,218.0,34.0,29.0,0.0,0.0,74.0,95.0,76.0
71,200.0,29.0,0.0,0.0,0.0,74.0,92.0,85.0
77,230.0,26.0,17.0,0.0,1.0,74.0,92.0,76.0
70,190.0,30.0,0.0,0.0,0.0,74.0,96.0,79.0
72,205.0,27.0,0.0,0.0,0.0,73.0,94.0,78.0
73,191.0,24.0,0.0,0.0,0.0,73.0,93.0,77.0
71,198.0,23.0,11.0,0.0,0.0,73.0,94.0,79.0
76,212.0,30.0,18.0,0.0,0.0,72.0,91.0,74.0
73,211.0,36.0,23.0,0.0,1.0,72.0,90.0,72.0
75,210.0,39.0,24.0,0.0,2.0,72.0,88.0,81.0
74,203.0,30.0,22.0,0.0,0.0,72.0,93.0,80.0
70,213.0,25.0,0.0,0.0,0.0,72.0,98.0,76.0
73,207.0,36.0,33.0,0.0,0.0,72.0,93.0,77.0
71,255.0,22.0,0.0,0.0,0.0,72.0,93.0,73.0
72,183.0,27.0,0.0,0.0,0.0,72.0,96.0,78.0
71,194.0,29.0,0.0,0.0,0.0,72.0,96.0,72.0
69,211.0,24.0,6.0,0.0,0.0,71.0,92.0,73.0
69,206.0,31.0,20.0,0.0,0.0,71.0,93.0,75.0
70,183.0,26.0,0.0,0.0,0.0,70.0,95.0,71.0
71,185.0,25.0,0.0,0.0,0.0,70.0,91.0,77.0
76,209.0,29.0,0.0,0.0,0.0,70.0,91.0,71.0
74,205.0,28.0,0.0,0.0,0.0,69.0,93.0,71.0
74,212.0,28.0,0.0,0.0,0.0,69.0,91.0,70.0
71,179.0,25.0,0.0,0.0,0.0,69.0,91.0,72.0
72,208.0,27.0,0.0,0.0,0.0,69.0,92.0,71.0
72,175.0,25.0,0.0,0.0,0.0,68.0,95.0,70.0
76,221.0,28.0,17.0,0.0,0.0,68.0,89.0,63.0
72,190.0,21.0,0.0,0.0,0.0,66.0,92.0,69.0
72,190.0,31.0,0.0,0.0,0.0,66.0,97.0,65.0
73,191.0,28.0,0.0,0.0,0.0,66.0,88.0,68.0
73,185.0,23.0,0.0,0.0,0.0,65.0,94.0,68.0
73,183.0,32.0,0.0,0.0,0.0,90.0,99.0,99.0
76,220.0,26.0,0.0,0.0,0.0,84.0,96.0,93.0
76,196.0,27.0,25.0,0.0,0.0,84.0,96.0,90.0
75,202.0,33.0,24.0,0.0,2.0,83.0,95.0,91.0
71,185.0,23.0,11.0,0.0,0.0,83.0,95.0,89.0
74,185.0,31.0,0.0,0.0,0.0,82.0,95.0,91.0
77,235.0,32.0,0.0,0.0,0.0,82.0,94.0,92.0
74,208.0,26.0,19.0,1.0,1.0,82.0,95.0,93.0
73,220.0,32.0,0.0,0.0,0.0,82.0,96.0,90.0
69,185.0,28.0,0.0,0.0,0.0,82.0,92.0,89.0
77,215.0,27.0,21.0,1.0,0.0,81.0,94.0,90.0
74,202.0,35.0,0.0,0.0,0.0,81.0,98.0,90.0
77,230.0,27.0,17.0,0.0,1.0,81.0,94.0,92.0
74,202.0,25.0,9.0,1.0,1.0,80.0,94.0,85.0
72,190.0,39.0,0.0,0.0,0.0,80.0,93.0,85.0
76,235.0,36.0,29.0,0.0,1.0,80.0,94.0,87.0
74,214.0,36.0,0.0,0.0,0.0,79.0,92.0,89.0
74,215.0,26.0,0.0,0.0,0.0,79.0,95.0,82.0
72,232.0,28.0,18.0,0.0,1.0,79.0,96.0,85.0
75,201.0,31.0,0.0,0.0,0.0,78.0,96.0,79.0
72,208.0,26.0,0.0,0.0,0.0,78.0,95.0,81.0
70,201.0,38.0,0.0,0.0,0.0,78.0,98.0,83.0
73,222.0,37.0,35.0,0.0,1.0,78.0,92.0,87.0
73,211.0,32.0,21.0,0.0,0.0,78.0,94.0,84.0
71,184.0,28.0,0.0,0.0,0.0,78.0,96.0,86.0
74,196.0,24.0,0.0,0.0,0.0,77.0,95.0,86.0
68,160.0,30.0,0.0,0.0,0.0,77.0,94.0,81.0
74,220.0,30.0,9.0,0.0,0.0,77.0,93.0,85.0
70,185.0,25.0,13.0,0.0,0.0,77.0,96.0,78.0
69,167.0,27.0,22.0,0.0,1.0,76.0,96.0,84.0
72,195.0,27.0,0.0,0.0,0.0,76.0,91.0,86.0
71,194.0,30.0,0.0,0.0,0.0,75.0,95.0,83.0
72,191.0,34.0,29.0,1.0,1.0,75.0,96.0,78.0
71,195.0,26.0,23.0,1.0,0.0,75.0,93.0,81.0
77,195.0,31.0,0.0,0.0,0.0,75.0,91.0,78.0
72,202.0,27.0,12.0,0.0,0.0,75.0,95.0,79.0
73,185.0,40.0,34.0,3.0,3.0,74.0,94.0,75.0
73,201.0,22.0,3.0,0.0,0.0,74.0,98.0,74.0
73,184.0,25.0,0.0,0.0,0.0,74.0,91.0,78.0
71,198.0,24.0,11.0,0.0,0.0,73.0,94.0,79.0
73,206.0,21.0,1.0,0.0,0.0,73.0,94.0,77.0
73,195.0,23.0,8.0,0.0,0.0,73.0,92.0,79.0
70,190.0,31.0,0.0,0.0,0.0,73.0,96.0,77.0
70,213.0,26.0,0.0,0.0,0.0,73.0,98.0,77.0
75,209.0,24.0,6.0,0.0,0.0,73.0,94.0,75.0
73,211.0,37.0,23.0,0.0,1.0,73.0,90.0,72.0
74,218.0,35.0,29.0,0.0,0.0,73.0,94.0,75.0
73,191.0,25.0,0.0,0.0,0.0,73.0,93.0,77.0
74,203.0,31.0,22.0,0.0,0.0,72.0,93.0,80.0
78,208.0,25.0,0.0,0.0,0.0,72.0,93.0,76.0
73,207.0,25.0,0.0,0.0,0.0,72.0,91.0,75.0
73,207.0,37.0,33.0,0.0,0.0,72.0,93.0,74.0
76,220.0,31.0,18.0,0.0,0.0,72.0,91.0,74.0
74,212.0,29.0,0.0,0.0,0.0,71.0,91.0,75.0
69,211.0,25.0,6.0,0.0,0.0,71.0,92.0,73.0
71,185.0,26.0,0.0,0.0,0.0,71.0,91.0,79.0
72,183.0,28.0,0.0,0.0,0.0,71.0,96.0,76.0
69,206.0,32.0,20.0,0.0,0.0,71.0,93.0,75.0
72,208.0,28.0,0.0,0.0,0.0,70.0,92.0,75.0
76,190.0,25.0,0.0,0.0,0.0,70.0,91.0,73.0
76,221.0,29.0,17.0,0.0,0.0,70.0,91.0,74.0
71,255.0,23.0,0.0,0.0,0.0,69.0,91.0,73.0
72,190.0,22.0,0.0,0.0,0.0,69.0,92.0,78.0
70,196.0,25.0,1.0,0.0,0.0,69.0,90.0,75.0
76,219.0,24.0,5.0,0.0,0.0,69.0,91.0,71.0
73,185.0,24.0,0.0,0.0,0.0,68.0,94.0,74.0
74,197.0,24.0,0.0,0.0,0.0,68.0,92.0,74.0
72,205.0,28.0,0.0,0.0,0.0,68.0,90.0,73.0
72,217.0,23.0,0.0,0.0,0.0,67.0,95.0,69.0
74,210.0,27.0,0.0,0.0,0.0,66.0,93.0,62.0
70,206.0,24.0,0.0,0.0,0.0,66.0,93.0,67.0
77,258.0,27.0,0.0,0.0,0.0,66.0,92.0,65.0
71,207.0,23.0,0.0,0.0,0.0,65.0,90.0,68.0
71,216.0,24.0,0.0,0.0,0.0,65.0,95.0,66.0
73,189.0,24.0,0.0,0.0,0.0,65.0,94.0,66.0
73,192.0,24.0,0.0,0.0,0.0,64.0,88.0,67.0
74,220.0,31.0,9.0,0.0,0.0,78.0,93.0,88.0
73,210.0,23.0,3.0,0.0,0.0,75.0,95.0,82.0
72,202.0,28.0,12.0,0.0,0.0,73.0,94.0,79.0
68,175.0,31.0,0.0,0.0,0.0,73.0,94.0,79.0
76,219.0,25.0,5.0,0.0,0.0,70.0,93.0,72.0
71,185.0,24.0,11.0,0.0,0.0,79.0,95.0,88.0
73,203.0,24.0,1.0,0.0,0.0,71.0,90.0,85.0
75,211.0,26.0,0.0,0.0,0.0,70.0,91.0,70.0
70,183.0,26.0,13.0,0.0,0.0,79.0,96.0,80.0
73,211.0,33.0,21.0,0.0,0.0,76.0,94.0,81.0
76,221.0,30.0,17.0,0.0,0.0,75.0,93.0,79.0
72,190.0,33.0,0.0,0.0,0.0,74.0,96.0,83.0
72,170.0,28.0,0.0,0.0,0.0,64.0,90.0,66.0
72,217.0,27.0,0.0,0.0,0.0,78.0,95.0,81.0
73,206.0,22.0,1.0,0.0,0.0,71.0,97.0,73.0
77,190.0,26.0,0.0,0.0,0.0,70.0,91.0,73.0
73,193.0,24.0,8.0,0.0,0.0,76.0,94.0,80.0
73,175.0,27.0,0.0,0.0,0.0,75.0,95.0,78.0
73,184.0,26.0,0.0,0.0,0.0,72.0,91.0,77.0
70,201.0,39.0,0.0,0.0,0.0,79.0,98.0,83.0
72,205.0,29.0,0.0,0.0,0.0,70.0,91.0,72.0
77,208.0,26.0,0.0,0.0,0.0,75.0,95.0,76.0
73,216.0,23.0,0.0,0.0,0.0,73.0,94.0,76.0
74,193.0,32.0,22.0,0.0,0.0,72.0,93.0,80.0
73,191.0,26.0,0.0,0.0,0.0,83.0,97.0,86.0
76,199.0,28.0,25.0,0.0,0.0,78.0,96.0,85.0
72,232.0,29.0,18.0,0.0,1.0,80.0,96.0,89.0
72,195.0,28.0,0.0,0.0,0.0,76.0,91.0,85.0
73,220.0,33.0,0.0,0.0,0.0,79.0,95.0,87.0
71,213.0,27.0,0.0,0.0,0.0,72.0,98.0,74.0
75,202.0,34.0,24.0,0.0,2.0,80.0,94.0,88.0
75,200.0,28.0,0.0,0.0,0.0,71.0,93.0,81.0
74,205.0,26.0,9.0,1.0,1.0,75.0,92.0,81.0
71,190.0,27.0,23.0,1.0,0.0,72.0,92.0,75.0
73,227.0,25.0,0.0,0.0,0.0,68.0,94.0,68.0
69,167.0,28.0,22.0,0.0,1.0,81.0,96.0,87.0
74,212.0,30.0,0.0,0.0,0.0,71.0,91.0,76.0
69,185.0,29.0,0.0,0.0,0.0,80.0,92.0,86.0
77,229.0,29.0,14.0,0.0,0.0,76.0,93.0,79.0
74,202.0,36.0,0.0,0.0,0.0,83.0,98.0,92.0
73,207.0,26.0,0.0,0.0,0.0,75.0,93.0,77.0
77,230.0,28.0,17.0,0.0,1.0,81.0,96.0,90.0
75,201.0,32.0,0.0,0.0,0.0,76.0,96.0,76.0
76,225.0,37.0,29.0,0.0,1.0,79.0,93.0,85.0
72,187.0,35.0,29.0,1.0,1.0,76.0,96.0,78.0
72,190.0,23.0,0.0,0.0,0.0,74.0,92.0,84.0
74,224.0,27.0,0.0,0.0,0.0,73.0,93.0,74.0
76,220.0,32.0,18.0,0.0,0.0,70.0,90.0,72.0
77,219.0,25.0,3.0,0.0,0.0,69.0,93.0,69.0
77,216.0,24.0,0.0,0.0,0.0,66.0,90.0,76.0
77,225.0,33.0,0.0,0.0,0.0,81.0,94.0,92.0
71,190.0,27.0,0.0,0.0,0.0,77.0,91.0,87.0
73,222.0,38.0,35.0,0.0,1.0,77.0,91.0,84.0
72,183.0,23.0,3.0,0.0,0.0,72.0,94.0,73.0
75,215.0,24.0,7.0,0.0,0.0,72.0,95.0,72.0
74,210.0,28.0,0.0,0.0,0.0,69.0,93.0,66.0
77,215.0,28.0,21.0,1.0,0.0,83.0,95.0,91.0
76,220.0,27.0,0.0,0.0,0.0,83.0,96.0,92.0
72,180.0,23.0,0.0,0.0,0.0,68.0,92.0,73.0
76,235.0,22.0,4.0,0.0,0.0,68.0,94.0,67.0
73,184.0,33.0,0.0,0.0,0.0,91.0,99.0,99.0
75,214.0,25.0,6.0,0.0,0.0,72.0,94.0,74.0
74,196.0,25.0,0.0,0.0,0.0,78.0,95.0,89.0
71,184.0,29.0,0.0,0.0,0.0,75.0,97.0,80.0
70,190.0,32.0,0.0,0.0,0.0,80.0,96.0,87.0
74,208.0,27.0,19.0,1.0,1.0,77.0,95.0,83.0
74,185.0,32.0,0.0,0.0,0.0,77.0,95.0,82.0
71,198.0,25.0,11.0,0.0,0.0,77.0,94.0,82.0
72,255.0,24.0,0.0,0.0,0.0,72.0,91.0,75.0
72,183.0,29.0,0.0,0.0,0.0,79.0,96.0,87.0
71,194.0,31.0,0.0,0.0,0.0,75.0,95.0,82.0
70,193.0,24.0,0.0,0.0,0.0,82.0,99.0,88.0
67,177.0,25.0,0.0,0.0,0.0,65.0,89.0,72.0
76,205.0,23.0,0.0,0.0,0.0,63.0,88.0,73.0
75,245.0,23.0,0.0,0.0,0.0,74.0,94.0,80.0
72,206.0,29.0,0.0,0.0,0.0,72.0,95.0,74.0
72,194.0,23.0,0.0,0.0,0.0,66.0,90.0,75.0
