Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PTAK,PPWM,PFNM,PBSH,PPUR,PPRC,PHTP
76,305.0,26.0,15.0,0.0,0.0,69.0,76.0,85.0,72.0,86.0,67.0,79.0,74.0,68.0,68.0,80.0,69.0,79.0
75,290.0,23.0,4.0,0.0,0.0,69.0,76.0,84.0,72.0,88.0,66.0,77.0,73.0,64.0,67.0,81.0,67.0,81.0
73,285.0,24.0,0.0,0.0,0.0,68.0,70.0,78.0,68.0,86.0,66.0,79.0,67.0,74.0,74.0,79.0,63.0,75.0
74,346.0,23.0,0.0,0.0,0.0,68.0,59.0,74.0,57.0,93.0,62.0,76.0,60.0,51.0,73.0,79.0,66.0,79.0
75,345.0,27.0,0.0,0.0,0.0,68.0,60.0,72.0,55.0,86.0,68.0,83.0,68.0,48.0,71.0,78.0,69.0,74.0
77,310.0,30.0,32.0,0.0,0.0,68.0,62.0,78.0,62.0,85.0,76.0,81.0,70.0,50.0,71.0,79.0,78.0,70.0
75,309.0,23.0,2.0,0.0,0.0,68.0,73.0,81.0,70.0,83.0,65.0,80.0,73.0,69.0,68.0,80.0,62.0,79.0
76,302.0,23.0,21.0,0.0,0.0,68.0,72.0,83.0,65.0,82.0,69.0,80.0,69.0,62.0,70.0,80.0,70.0,77.0
74,305.0,26.0,0.0,0.0,0.0,68.0,63.0,78.0,62.0,82.0,74.0,79.0,70.0,60.0,71.0,78.0,75.0,74.0
75,305.0,27.0,20.0,0.0,0.0,68.0,76.0,82.0,67.0,86.0,71.0,79.0,61.0,67.0,67.0,77.0,68.0,78.0
77,268.0,23.0,12.0,0.0,0.0,68.0,78.0,87.0,72.0,79.0,68.0,77.0,69.0,64.0,71.0,78.0,71.0,79.0
75,290.0,27.0,26.0,0.0,0.0,68.0,73.0,85.0,72.0,80.0,68.0,79.0,70.0,58.0,74.0,77.0,70.0,80.0
74,305.0,22.0,4.0,0.0,0.0,68.0,71.0,82.0,60.0,88.0,67.0,80.0,64.0,66.0,72.0,81.0,67.0,80.0
74,350.0,30.0,25.0,0.0,0.0,68.0,69.0,78.0,60.0,84.0,71.0,77.0,66.0,48.0,70.0,80.0,74.0,74.0
77,283.0,25.0,7.0,0.0,0.0,68.0,78.0,84.0,64.0,87.0,66.0,78.0,70.0,64.0,70.0,80.0,68.0,82.0
77,261.0,24.0,0.0,0.0,0.0,68.0,79.0,85.0,73.0,75.0,65.0,75.0,68.0,76.0,64.0,79.0,64.0,74.0
75,296.0,26.0,6.0,0.0,0.0,68.0,75.0,84.0,80.0,82.0,63.0,79.0,63.0,71.0,62.0,81.0,59.0,81.0
74,318.0,24.0,21.0,0.0,0.0,68.0,67.0,78.0,70.0,86.0,64.0,75.0,63.0,59.0,74.0,78.0,68.0,74.0
76,280.0,26.0,24.0,0.0,0.0,68.0,76.0,83.0,72.0,78.0,69.0,77.0,66.0,76.0,69.0,81.0,66.0,80.0
77,250.0,27.0,4.0,0.0,0.0,68.0,85.0,88.0,78.0,83.0,57.0,76.0,61.0,71.0,69.0,77.0,54.0,80.0
74,321.0,25.0,6.0,0.0,0.0,67.0,68.0,79.0,56.0,90.0,64.0,78.0,61.0,51.0,69.0,82.0,63.0,74.0
76,268.0,23.0,2.0,0.0,0.0,67.0,79.0,85.0,73.0,84.0,65.0,74.0,69.0,57.0,71.0,78.0,62.0,80.0
76,253.0,21.0,6.0,0.0,0.0,67.0,85.0,90.0,80.0,80.0,67.0,73.0,68.0,63.0,66.0,75.0,59.0,84.0
73,285.0,27.0,8.0,0.0,0.0,67.0,69.0,83.0,72.0,81.0,72.0,78.0,75.0,63.0,60.0,78.0,69.0,81.0
77,330.0,23.0,10.0,0.0,0.0,67.0,67.0,79.0,64.0,89.0,70.0,78.0,68.0,55.0,68.0,80.0,72.0,82.0
77,276.0,21.0,12.0,0.0,0.0,67.0,80.0,87.0,81.0,84.0,64.0,73.0,63.0,68.0,68.0,76.0,60.0,81.0
75,305.0,26.0,13.0,0.0,0.0,67.0,70.0,82.0,53.0,87.0,66.0,82.0,73.0,61.0,63.0,78.0,63.0,83.0
76,254.0,25.0,11.0,0.0,0.0,67.0,85.0,89.0,81.0,75.0,58.0,80.0,61.0,66.0,64.0,77.0,59.0,74.0
76,265.0,24.0,15.0,0.0,0.0,67.0,85.0,88.0,72.0,83.0,62.0,78.0,66.0,59.0,68.0,79.0,64.0,75.0
77,287.0,27.0,21.0,0.0,0.0,67.0,68.0,78.0,68.0,78.0,74.0,80.0,74.0,63.0,67.0,75.0,71.0,83.0
76,340.0,23.0,0.0,0.0,0.0,67.0,69.0,79.0,59.0,87.0,65.0,77.0,65.0,54.0,69.0,79.0,67.0,77.0
75,305.0,22.0,1.0,0.0,0.0,67.0,76.0,84.0,64.0,89.0,60.0,77.0,64.0,57.0,66.0,81.0,63.0,75.0
75,300.0,24.0,14.0,0.0,0.0,67.0,67.0,78.0,64.0,85.0,63.0,77.0,67.0,69.0,72.0,76.0,66.0,80.0
77,320.0,29.0,13.0,0.0,0.0,67.0,68.0,81.0,58.0,88.0,66.0,79.0,70.0,54.0,67.0,77.0,67.0,77.0
73,298.0,29.0,5.0,0.0,0.0,67.0,71.0,80.0,68.0,80.0,73.0,76.0,74.0,58.0,70.0,78.0,71.0,77.0
75,316.0,27.0,16.0,0.0,0.0,67.0,65.0,78.0,71.0,82.0,70.0,78.0,69.0,64.0,70.0,79.0,71.0,76.0
75,311.0,27.0,5.0,0.0,0.0,67.0,69.0,81.0,61.0,84.0,70.0,74.0,63.0,74.0,71.0,79.0,72.0,77.0
76,302.0,22.0,6.0,0.0,0.0,67.0,72.0,82.0,72.0,82.0,66.0,78.0,74.0,61.0,69.0,83.0,64.0,82.0
76,264.0,24.0,1.0,0.0,0.0,67.0,77.0,84.0,73.0,83.0,62.0,81.0,68.0,59.0,66.0,79.0,65.0,76.0
75,274.0,21.0,0.0,0.0,0.0,66.0,78.0,85.0,71.0,78.0,60.0,81.0,68.0,62.0,70.0,80.0,64.0,80.0
75,284.0,25.0,4.0,0.0,0.0,66.0,70.0,85.0,68.0,87.0,63.0,78.0,69.0,63.0,71.0,79.0,60.0,77.0
76,360.0,22.0,8.0,0.0,0.0,66.0,57.0,78.0,53.0,92.0,65.0,75.0,61.0,60.0,70.0,78.0,62.0,75.0
74,307.0,22.0,2.0,0.0,0.0,66.0,70.0,77.0,61.0,87.0,64.0,71.0,63.0,54.0,72.0,78.0,66.0,76.0
75,294.0,22.0,9.0,0.0,0.0,66.0,74.0,81.0,72.0,85.0,63.0,77.0,69.0,64.0,70.0,80.0,61.0,80.0
73,325.0,24.0,6.0,0.0,0.0,66.0,68.0,80.0,59.0,87.0,67.0,74.0,67.0,52.0,70.0,77.0,68.0,72.0
74,249.0,23.0,7.0,0.0,0.0,66.0,79.0,85.0,81.0,75.0,55.0,78.0,64.0,71.0,68.0,78.0,53.0,78.0
73,300.0,27.0,0.0,0.0,0.0,66.0,72.0,82.0,80.0,85.0,60.0,79.0,68.0,60.0,69.0,78.0,61.0,77.0
77,250.0,26.0,0.0,0.0,0.0,66.0,79.0,82.0,75.0,77.0,63.0,76.0,73.0,60.0,68.0,77.0,61.0,81.0
75,270.0,27.0,0.0,0.0,0.0,65.0,75.0,82.0,72.0,79.0,63.0,80.0,59.0,69.0,57.0,79.0,60.0,85.0
74,315.0,28.0,1.0,0.0,0.0,65.0,67.0,76.0,61.0,86.0,68.0,76.0,71.0,56.0,67.0,76.0,67.0,74.0
74,308.0,22.0,6.0,0.0,0.0,65.0,70.0,83.0,52.0,84.0,67.0,74.0,69.0,64.0,69.0,78.0,65.0,78.0
75,255.0,28.0,8.0,0.0,0.0,65.0,77.0,85.0,73.0,77.0,66.0,67.0,58.0,75.0,71.0,78.0,64.0,73.0
75,310.0,23.0,0.0,0.0,0.0,65.0,79.0,85.0,72.0,86.0,63.0,74.0,63.0,56.0,68.0,76.0,60.0,81.0
78,300.0,28.0,0.0,0.0,0.0,65.0,71.0,81.0,69.0,82.0,73.0,76.0,68.0,58.0,56.0,74.0,71.0,75.0
73,331.0,24.0,9.0,0.0,0.0,65.0,67.0,81.0,57.0,87.0,61.0,77.0,72.0,67.0,67.0,77.0,63.0,82.0
76,310.0,23.0,0.0,0.0,0.0,65.0,83.0,87.0,80.0,83.0,54.0,77.0,62.0,66.0,62.0,79.0,52.0,77.0
76,280.0,25.0,0.0,0.0,0.0,65.0,74.0,81.0,63.0,81.0,60.0,79.0,72.0,59.0,69.0,77.0,62.0,78.0
77,262.0,22.0,0.0,0.0,0.0,65.0,77.0,88.0,74.0,76.0,65.0,79.0,65.0,61.0,64.0,78.0,63.0,76.0
74,238.0,23.0,2.0,0.0,0.0,64.0,85.0,88.0,83.0,71.0,53.0,73.0,54.0,67.0,59.0,77.0,50.0,70.0
78,255.0,24.0,0.0,0.0,0.0,64.0,78.0,86.0,74.0,77.0,58.0,80.0,67.0,64.0,63.0,77.0,56.0,81.0
78,253.0,24.0,0.0,0.0,0.0,64.0,78.0,86.0,83.0,75.0,58.0,75.0,69.0,65.0,65.0,79.0,57.0,77.0
74,305.0,24.0,0.0,0.0,0.0,64.0,70.0,80.0,62.0,83.0,67.0,74.0,67.0,57.0,69.0,77.0,70.0,79.0
75,366.0,25.0,0.0,0.0,0.0,64.0,55.0,73.0,53.0,84.0,66.0,78.0,69.0,57.0,69.0,78.0,68.0,78.0
76,302.0,26.0,0.0,0.0,0.0,64.0,68.0,80.0,59.0,83.0,58.0,81.0,66.0,52.0,68.0,79.0,61.0,76.0
74,297.0,24.0,6.0,0.0,0.0,64.0,71.0,78.0,58.0,86.0,64.0,75.0,64.0,68.0,69.0,80.0,66.0,78.0
74,290.0,22.0,0.0,0.0,0.0,64.0,62.0,81.0,58.0,86.0,59.0,78.0,62.0,60.0,67.0,78.0,61.0,77.0
77,260.0,23.0,2.0,0.0,0.0,64.0,82.0,86.0,73.0,81.0,62.0,74.0,65.0,62.0,67.0,76.0,61.0,83.0
75,265.0,23.0,0.0,0.0,0.0,63.0,75.0,83.0,69.0,73.0,69.0,75.0,65.0,55.0,66.0,76.0,72.0,81.0
75,255.0,24.0,0.0,0.0,0.0,63.0,78.0,85.0,76.0,79.0,59.0,76.0,61.0,66.0,65.0,76.0,57.0,73.0
77,290.0,24.0,0.0,0.0,0.0,63.0,75.0,81.0,64.0,84.0,58.0,82.0,71.0,56.0,61.0,75.0,55.0,79.0
74,260.0,23.0,1.0,0.0,0.0,63.0,81.0,84.0,71.0,77.0,61.0,75.0,61.0,65.0,66.0,76.0,62.0,75.0
77,350.0,25.0,0.0,0.0,0.0,63.0,63.0,77.0,58.0,85.0,55.0,81.0,63.0,53.0,67.0,78.0,59.0,77.0
75,270.0,22.0,0.0,0.0,0.0,63.0,80.0,84.0,68.0,75.0,60.0,75.0,69.0,58.0,68.0,76.0,59.0,77.0
77,310.0,24.0,1.0,0.0,0.0,63.0,64.0,80.0,55.0,85.0,61.0,79.0,62.0,53.0,66.0,77.0,62.0,78.0
74,320.0,25.0,1.0,0.0,0.0,63.0,78.0,85.0,61.0,85.0,61.0,78.0,63.0,60.0,62.0,76.0,58.0,78.0
78,293.0,23.0,6.0,0.0,0.0,63.0,70.0,80.0,67.0,79.0,61.0,78.0,64.0,66.0,69.0,80.0,64.0,81.0
73,305.0,28.0,0.0,0.0,0.0,63.0,67.0,78.0,72.0,87.0,59.0,77.0,63.0,71.0,64.0,73.0,57.0,73.0
76,270.0,27.0,5.0,0.0,0.0,62.0,77.0,87.0,71.0,83.0,50.0,77.0,59.0,69.0,71.0,72.0,47.0,78.0
76,280.0,24.0,0.0,0.0,0.0,62.0,70.0,85.0,67.0,81.0,55.0,77.0,68.0,61.0,68.0,77.0,53.0,78.0
78,258.0,22.0,0.0,0.0,0.0,62.0,82.0,88.0,78.0,78.0,58.0,72.0,63.0,59.0,63.0,75.0,54.0,79.0
74,287.0,24.0,0.0,0.0,0.0,62.0,72.0,78.0,64.0,84.0,60.0,79.0,66.0,53.0,67.0,77.0,62.0,75.0
75,305.0,24.0,0.0,0.0,0.0,62.0,68.0,79.0,66.0,89.0,54.0,76.0,68.0,59.0,66.0,74.0,56.0,73.0
77,295.0,25.0,0.0,0.0,0.0,61.0,66.0,79.0,69.0,82.0,54.0,78.0,64.0,70.0,72.0,76.0,52.0,78.0
75,279.0,25.0,0.0,0.0,0.0,61.0,69.0,80.0,68.0,80.0,60.0,76.0,61.0,68.0,68.0,77.0,61.0,75.0
75,287.0,24.0,0.0,0.0,0.0,61.0,75.0,82.0,65.0,82.0,55.0,75.0,66.0,59.0,64.0,77.0,52.0,78.0
75,300.0,24.0,0.0,0.0,0.0,60.0,72.0,80.0,60.0,87.0,65.0,72.0,62.0,52.0,66.0,73.0,58.0,67.0
75,273.0,24.0,0.0,0.0,0.0,60.0,71.0,81.0,69.0,77.0,51.0,78.0,69.0,54.0,63.0,78.0,49.0,76.0
76,285.0,25.0,0.0,0.0,0.0,60.0,64.0,78.0,58.0,80.0,55.0,77.0,67.0,59.0,70.0,78.0,58.0,81.0
75,245.0,23.0,0.0,0.0,0.0,59.0,86.0,87.0,78.0,65.0,54.0,73.0,64.0,54.0,60.0,77.0,57.0,76.0
75,295.0,26.0,0.0,0.0,0.0,59.0,72.0,84.0,66.0,75.0,61.0,76.0,69.0,61.0,64.0,78.0,59.0,77.0
75,313.0,23.0,0.0,0.0,0.0,58.0,57.0,70.0,51.0,82.0,60.0,78.0,66.0,51.0,68.0,75.0,61.0,75.0
73,280.0,31.0,123.0,8.0,10.0,99.0,82.0,90.0,86.0,99.0,99.0,93.0,99.0,97.0,97.0,98.0,99.0,89.0
76,272.0,26.0,90.0,4.0,6.0,99.0,88.0,91.0,85.0,96.0,98.0,92.0,98.0,91.0,90.0,97.0,94.0,84.0
76,266.0,24.0,57.0,1.0,5.0,94.0,79.0,92.0,87.0,87.0,97.0,89.0,87.0,96.0,83.0,92.0,94.0,84.0
77,295.0,33.0,108.0,4.0,7.0,93.0,71.0,71.0,68.0,94.0,99.0,94.0,95.0,75.0,95.0,93.0,99.0,92.0
76,347.0,27.0,45.0,0.0,2.0,93.0,68.0,73.0,72.0,98.0,93.0,89.0,90.0,73.0,92.0,90.0,95.0,89.0
75,300.0,27.0,50.0,0.0,2.0,92.0,71.0,76.0,70.0,93.0,97.0,95.0,91.0,76.0,85.0,88.0,97.0,80.0
75,250.0,33.0,104.0,3.0,8.0,92.0,85.0,86.0,87.0,84.0,92.0,90.0,91.0,89.0,92.0,95.0,91.0,89.0
76,287.0,33.0,106.0,1.0,8.0,91.0,77.0,79.0,79.0,92.0,98.0,91.0,90.0,77.0,88.0,92.0,98.0,85.0
78,300.0,28.0,0.0,0.0,0.0,91.0,69.0,79.0,72.0,92.0,95.0,84.0,96.0,88.0,86.0,90.0,93.0,81.0
78,300.0,28.0,10.0,0.0,0.0,91.0,69.0,79.0,72.0,92.0,95.0,84.0,96.0,88.0,86.0,90.0,93.0,81.0
78,300.0,28.0,0.0,0.0,0.0,91.0,69.0,79.0,72.0,92.0,95.0,84.0,96.0,88.0,86.0,90.0,93.0,81.0
78,300.0,28.0,0.0,0.0,0.0,91.0,69.0,79.0,72.0,92.0,95.0,84.0,96.0,88.0,86.0,90.0,93.0,81.0
78,300.0,28.0,14.0,0.0,0.0,91.0,69.0,79.0,72.0,92.0,95.0,84.0,96.0,88.0,86.0,90.0,93.0,81.0
78,300.0,28.0,88.0,3.0,6.0,91.0,69.0,79.0,72.0,92.0,95.0,84.0,96.0,88.0,86.0,90.0,93.0,81.0
79,295.0,28.0,73.0,1.0,3.0,90.0,72.0,76.0,82.0,91.0,96.0,89.0,82.0,91.0,87.0,92.0,95.0,87.0
75,265.0,30.0,68.0,0.0,4.0,90.0,80.0,85.0,80.0,88.0,93.0,88.0,85.0,91.0,89.0,93.0,96.0,84.0
75,314.0,26.0,0.0,0.0,0.0,89.0,68.0,75.0,63.0,96.0,94.0,85.0,83.0,69.0,91.0,86.0,95.0,82.0
75,314.0,26.0,60.0,0.0,3.0,89.0,68.0,75.0,63.0,96.0,94.0,85.0,83.0,69.0,91.0,86.0,95.0,82.0
76,310.0,31.0,95.0,1.0,6.0,88.0,76.0,80.0,78.0,94.0,87.0,91.0,85.0,69.0,83.0,87.0,91.0,80.0
76,301.0,25.0,51.0,0.0,3.0,88.0,73.0,79.0,75.0,97.0,95.0,84.0,88.0,77.0,88.0,94.0,94.0,88.0
72,345.0,29.0,0.0,0.0,0.0,88.0,70.0,80.0,66.0,94.0,86.0,86.0,81.0,63.0,90.0,87.0,93.0,77.0
80,300.0,36.0,112.0,1.0,6.0,87.0,71.0,73.0,76.0,92.0,92.0,91.0,78.0,68.0,89.0,90.0,93.0,85.0
75,319.0,25.0,0.0,0.0,0.0,87.0,76.0,83.0,64.0,95.0,90.0,87.0,79.0,60.0,84.0,85.0,92.0,77.0
77,288.0,33.0,110.0,5.0,5.0,87.0,76.0,76.0,82.0,95.0,93.0,85.0,88.0,84.0,85.0,89.0,92.0,87.0
79,292.0,28.0,41.0,0.0,0.0,86.0,73.0,71.0,70.0,93.0,97.0,87.0,86.0,74.0,87.0,88.0,97.0,80.0
77,249.0,24.0,42.0,0.0,2.0,86.0,89.0,92.0,88.0,76.0,89.0,78.0,70.0,89.0,72.0,86.0,85.0,79.0
77,264.0,23.0,23.0,0.0,1.0,86.0,87.0,91.0,86.0,86.0,86.0,89.0,73.0,82.0,83.0,87.0,83.0,84.0
75,303.0,24.0,51.0,1.0,3.0,86.0,78.0,84.0,79.0,89.0,89.0,88.0,84.0,75.0,83.0,88.0,88.0,84.0
72,305.0,29.0,56.0,0.0,2.0,85.0,69.0,77.0,69.0,91.0,96.0,84.0,86.0,74.0,86.0,89.0,94.0,86.0
76,270.0,27.0,56.0,1.0,4.0,85.0,84.0,89.0,82.0,81.0,88.0,81.0,76.0,88.0,69.0,87.0,87.0,83.0
76,347.0,32.0,54.0,0.0,1.0,84.0,62.0,69.0,65.0,93.0,92.0,85.0,89.0,68.0,90.0,90.0,93.0,82.0
75,347.0,28.0,43.0,0.0,0.0,84.0,61.0,64.0,59.0,88.0,91.0,87.0,76.0,61.0,88.0,88.0,94.0,79.0
74,305.0,29.0,53.0,0.0,2.0,84.0,73.0,81.0,68.0,87.0,88.0,92.0,74.0,88.0,75.0,87.0,84.0,80.0
74,261.0,27.0,20.0,0.0,0.0,83.0,82.0,88.0,80.0,88.0,85.0,82.0,80.0,87.0,71.0,84.0,82.0,76.0
76,275.0,28.0,41.0,0.0,0.0,83.0,83.0,89.0,76.0,83.0,89.0,84.0,84.0,72.0,77.0,87.0,87.0,83.0
77,302.0,28.0,0.0,0.0,0.0,83.0,72.0,74.0,71.0,90.0,88.0,88.0,85.0,68.0,86.0,88.0,86.0,81.0
77,302.0,28.0,66.0,0.0,2.0,83.0,72.0,74.0,71.0,90.0,88.0,88.0,85.0,68.0,86.0,88.0,86.0,81.0
76,250.0,32.0,69.0,1.0,3.0,83.0,80.0,78.0,81.0,84.0,95.0,83.0,85.0,81.0,74.0,86.0,94.0,82.0
76,315.0,28.0,37.0,0.0,0.0,82.0,66.0,75.0,60.0,91.0,85.0,86.0,75.0,60.0,82.0,86.0,88.0,75.0
77,255.0,29.0,62.0,0.0,3.0,82.0,84.0,88.0,84.0,84.0,80.0,83.0,83.0,74.0,83.0,90.0,81.0,85.0
78,265.0,25.0,20.0,0.0,0.0,82.0,85.0,88.0,76.0,82.0,87.0,84.0,83.0,74.0,79.0,85.0,83.0,78.0
75,304.0,35.0,45.0,0.0,0.0,82.0,71.0,74.0,68.0,87.0,91.0,85.0,74.0,53.0,81.0,83.0,94.0,83.0
74,246.0,27.0,50.0,0.0,1.0,82.0,81.0,86.0,81.0,80.0,87.0,82.0,81.0,84.0,64.0,85.0,85.0,82.0
77,320.0,24.0,28.0,0.0,1.0,81.0,70.0,74.0,70.0,94.0,81.0,86.0,77.0,61.0,80.0,85.0,78.0,84.0
73,287.0,24.0,42.0,0.0,0.0,81.0,83.0,87.0,85.0,89.0,83.0,87.0,80.0,72.0,75.0,85.0,81.0,81.0
76,292.0,25.0,32.0,0.0,0.0,81.0,79.0,83.0,72.0,90.0,86.0,86.0,77.0,83.0,80.0,83.0,84.0,83.0
76,310.0,27.0,35.0,0.0,0.0,81.0,73.0,81.0,70.0,86.0,86.0,90.0,72.0,53.0,83.0,83.0,90.0,76.0
74,265.0,34.0,59.0,0.0,1.0,80.0,76.0,80.0,78.0,87.0,86.0,80.0,82.0,76.0,81.0,86.0,86.0,88.0
76,300.0,29.0,43.0,0.0,0.0,80.0,68.0,81.0,70.0,89.0,85.0,81.0,85.0,68.0,78.0,82.0,82.0,81.0
76,315.0,27.0,26.0,0.0,0.0,80.0,62.0,73.0,69.0,91.0,86.0,81.0,75.0,54.0,80.0,83.0,89.0,81.0
77,265.0,25.0,33.0,0.0,1.0,80.0,85.0,90.0,83.0,78.0,78.0,85.0,75.0,81.0,71.0,83.0,74.0,77.0
78,260.0,25.0,42.0,0.0,1.0,80.0,91.0,93.0,82.0,80.0,76.0,81.0,73.0,79.0,81.0,86.0,78.0,80.0
75,303.0,26.0,32.0,0.0,0.0,79.0,72.0,76.0,71.0,89.0,78.0,87.0,78.0,65.0,79.0,84.0,79.0,81.0
77,285.0,32.0,0.0,0.0,0.0,79.0,69.0,72.0,68.0,83.0,94.0,83.0,85.0,72.0,77.0,86.0,92.0,73.0
76,342.0,24.0,0.0,0.0,0.0,79.0,73.0,75.0,67.0,93.0,85.0,87.0,79.0,65.0,79.0,85.0,85.0,82.0
74,254.0,34.0,0.0,0.0,0.0,79.0,80.0,80.0,81.0,77.0,91.0,77.0,69.0,85.0,74.0,88.0,87.0,66.0
76,330.0,35.0,34.0,0.0,0.0,78.0,67.0,70.0,64.0,93.0,83.0,85.0,73.0,50.0,79.0,80.0,82.0,67.0
76,315.0,26.0,35.0,0.0,0.0,78.0,72.0,75.0,73.0,86.0,83.0,82.0,78.0,65.0,82.0,86.0,85.0,80.0
77,271.0,28.0,0.0,0.0,0.0,78.0,74.0,78.0,69.0,85.0,84.0,88.0,76.0,64.0,78.0,84.0,83.0,81.0
74,252.0,31.0,23.0,0.0,1.0,78.0,84.0,84.0,85.0,83.0,84.0,79.0,74.0,79.0,70.0,84.0,79.0,76.0
73,312.0,26.0,34.0,0.0,0.0,78.0,62.0,68.0,55.0,88.0,86.0,82.0,71.0,59.0,81.0,83.0,88.0,79.0
75,260.0,29.0,49.0,0.0,3.0,78.0,82.0,89.0,79.0,88.0,84.0,74.0,79.0,74.0,67.0,82.0,80.0,82.0
78,341.0,22.0,16.0,0.0,0.0,78.0,80.0,87.0,58.0,96.0,71.0,83.0,68.0,58.0,75.0,80.0,76.0,82.0
75,310.0,28.0,25.0,0.0,0.0,78.0,69.0,71.0,68.0,95.0,83.0,82.0,80.0,76.0,73.0,83.0,79.0,75.0
75,290.0,25.0,37.0,0.0,0.0,77.0,73.0,77.0,67.0,87.0,79.0,87.0,76.0,64.0,80.0,85.0,80.0,77.0
76,310.0,23.0,10.0,0.0,0.0,77.0,73.0,74.0,64.0,88.0,84.0,82.0,73.0,77.0,76.0,83.0,83.0,82.0
75,325.0,28.0,46.0,0.0,0.0,77.0,65.0,67.0,60.0,88.0,82.0,85.0,76.0,61.0,79.0,84.0,85.0,82.0
75,264.0,27.0,17.0,0.0,0.0,77.0,79.0,80.0,81.0,82.0,80.0,84.0,68.0,79.0,76.0,84.0,79.0,81.0
73,312.0,26.0,0.0,0.0,0.0,77.0,71.0,70.0,61.0,87.0,81.0,81.0,76.0,55.0,80.0,83.0,83.0,83.0
73,312.0,26.0,17.0,0.0,0.0,77.0,71.0,70.0,61.0,87.0,81.0,81.0,76.0,55.0,80.0,83.0,83.0,83.0
75,263.0,25.0,27.0,0.0,1.0,77.0,79.0,81.0,80.0,77.0,81.0,82.0,70.0,81.0,72.0,83.0,82.0,81.0
74,261.0,23.0,26.0,0.0,0.0,77.0,85.0,86.0,88.0,86.0,67.0,84.0,78.0,63.0,77.0,83.0,67.0,82.0
74,290.0,31.0,39.0,0.0,0.0,77.0,73.0,78.0,67.0,84.0,83.0,85.0,63.0,75.0,80.0,86.0,85.0,77.0
72,305.0,27.0,40.0,0.0,0.0,76.0,70.0,73.0,74.0,87.0,81.0,81.0,75.0,58.0,78.0,82.0,80.0,78.0
79,266.0,22.0,0.0,0.0,0.0,76.0,83.0,90.0,79.0,78.0,74.0,86.0,75.0,68.0,78.0,85.0,71.0,81.0
76,315.0,32.0,63.0,0.0,0.0,76.0,69.0,67.0,70.0,89.0,88.0,82.0,74.0,61.0,78.0,85.0,89.0,79.0
71,310.0,26.0,0.0,0.0,0.0,76.0,67.0,71.0,64.0,86.0,84.0,85.0,66.0,78.0,79.0,83.0,86.0,79.0
75,245.0,27.0,36.0,0.0,0.0,76.0,85.0,89.0,81.0,83.0,72.0,83.0,62.0,75.0,72.0,80.0,69.0,83.0
78,281.0,31.0,39.0,0.0,0.0,76.0,72.0,72.0,73.0,85.0,86.0,83.0,79.0,59.0,75.0,82.0,88.0,84.0
76,330.0,27.0,35.0,0.0,0.0,75.0,64.0,69.0,59.0,85.0,85.0,83.0,71.0,58.0,81.0,83.0,87.0,82.0
75,255.0,24.0,0.0,0.0,0.0,75.0,83.0,89.0,80.0,72.0,77.0,79.0,63.0,76.0,62.0,80.0,75.0,80.0
76,322.0,30.0,57.0,0.0,0.0,75.0,59.0,65.0,64.0,88.0,80.0,82.0,75.0,58.0,79.0,81.0,83.0,78.0
78,296.0,28.0,38.0,0.0,0.0,75.0,75.0,78.0,71.0,86.0,77.0,84.0,78.0,66.0,73.0,81.0,75.0,79.0
75,281.0,25.0,27.0,0.0,0.0,75.0,72.0,77.0,74.0,78.0,84.0,84.0,68.0,78.0,77.0,83.0,83.0,80.0
75,307.0,26.0,30.0,0.0,0.0,75.0,65.0,70.0,74.0,93.0,82.0,84.0,70.0,63.0,75.0,81.0,83.0,78.0
77,319.0,24.0,22.0,0.0,0.0,75.0,72.0,79.0,73.0,91.0,75.0,82.0,77.0,73.0,74.0,83.0,72.0,80.0
75,300.0,24.0,0.0,0.0,0.0,75.0,78.0,77.0,72.0,89.0,80.0,83.0,66.0,72.0,74.0,83.0,79.0,79.0
75,305.0,28.0,44.0,0.0,0.0,75.0,74.0,74.0,73.0,89.0,85.0,78.0,77.0,65.0,74.0,82.0,81.0,79.0
77,265.0,27.0,40.0,0.0,0.0,75.0,77.0,79.0,84.0,76.0,88.0,77.0,67.0,76.0,76.0,84.0,86.0,75.0
75,263.0,25.0,10.0,0.0,0.0,75.0,83.0,87.0,79.0,79.0,74.0,80.0,69.0,78.0,70.0,79.0,72.0,81.0
76,314.0,28.0,28.0,0.0,0.0,74.0,60.0,62.0,58.0,88.0,78.0,83.0,75.0,59.0,77.0,82.0,81.0,80.0
77,300.0,28.0,17.0,0.0,0.0,74.0,76.0,86.0,77.0,83.0,74.0,83.0,76.0,63.0,75.0,83.0,72.0,80.0
75,261.0,28.0,0.0,0.0,0.0,74.0,84.0,87.0,82.0,73.0,75.0,77.0,66.0,76.0,63.0,82.0,71.0,83.0
75,311.0,27.0,45.0,0.0,0.0,74.0,63.0,67.0,59.0,84.0,80.0,83.0,61.0,73.0,78.0,83.0,82.0,76.0
75,259.0,26.0,26.0,0.0,0.0,74.0,75.0,75.0,76.0,85.0,81.0,79.0,76.0,64.0,75.0,83.0,79.0,85.0
76,263.0,21.0,0.0,0.0,0.0,74.0,80.0,86.0,80.0,84.0,71.0,80.0,78.0,74.0,75.0,78.0,72.0,83.0
77,260.0,23.0,0.0,0.0,0.0,74.0,85.0,88.0,83.0,82.0,66.0,83.0,73.0,71.0,77.0,84.0,68.0,84.0
