Height,Weight,Age,wAV,AP1,PB,POVR,PSPD,PACC,PAGI,PSTR,PAWR,PCTH,PMCV,PZCV,PPRS,PPRC,PJMP,PHTP
74,195.0,27.0,21.0,0.0,0.0,79.0,90.0,92.0,87.0,56.0,78.0,70.0,86.0,81.0,73.0,76.0,92.0,44.0
69,184.0,26.0,16.0,0.0,0.0,79.0,92.0,94.0,95.0,55.0,74.0,69.0,75.0,77.0,75.0,76.0,88.0,61.0
71,194.0,30.0,26.0,0.0,0.0,79.0,90.0,91.0,90.0,63.0,76.0,70.0,82.0,80.0,83.0,74.0,89.0,71.0
73,202.0,24.0,10.0,0.0,0.0,79.0,88.0,91.0,86.0,57.0,81.0,70.0,77.0,80.0,88.0,83.0,90.0,57.0
71,198.0,25.0,0.0,0.0,0.0,79.0,93.0,92.0,88.0,59.0,81.0,69.0,74.0,78.0,65.0,78.0,94.0,84.0
70,200.0,27.0,0.0,0.0,0.0,79.0,88.0,90.0,93.0,72.0,79.0,75.0,79.0,83.0,75.0,80.0,83.0,68.0
71,190.0,24.0,0.0,0.0,0.0,79.0,90.0,92.0,85.0,60.0,81.0,72.0,72.0,78.0,68.0,79.0,81.0,70.0
73,215.0,30.0,21.0,0.0,0.0,79.0,91.0,92.0,82.0,65.0,79.0,64.0,74.0,76.0,82.0,81.0,82.0,86.0
73,198.0,23.0,23.0,0.0,0.0,79.0,86.0,90.0,83.0,68.0,84.0,65.0,72.0,77.0,73.0,82.0,83.0,77.0
70,183.0,32.0,0.0,0.0,0.0,79.0,84.0,89.0,90.0,60.0,83.0,69.0,75.0,83.0,73.0,81.0,86.0,81.0
72,195.0,25.0,24.0,0.0,0.0,79.0,92.0,92.0,90.0,59.0,78.0,76.0,79.0,74.0,79.0,77.0,94.0,62.0
73,202.0,23.0,0.0,0.0,0.0,79.0,90.0,90.0,82.0,61.0,79.0,72.0,74.0,83.0,72.0,80.0,80.0,89.0
71,192.0,29.0,28.0,0.0,0.0,78.0,87.0,87.0,89.0,69.0,83.0,75.0,76.0,82.0,77.0,81.0,86.0,53.0
72,205.0,27.0,30.0,0.0,0.0,78.0,88.0,92.0,87.0,67.0,80.0,68.0,75.0,73.0,65.0,78.0,82.0,84.0
73,210.0,25.0,23.0,0.0,0.0,78.0,87.0,90.0,79.0,57.0,83.0,74.0,69.0,79.0,72.0,80.0,86.0,84.0
73,194.0,23.0,0.0,0.0,0.0,78.0,95.0,94.0,86.0,58.0,72.0,68.0,79.0,79.0,84.0,69.0,91.0,48.0
73,194.0,23.0,0.0,0.0,0.0,78.0,95.0,94.0,86.0,58.0,72.0,68.0,79.0,79.0,84.0,69.0,91.0,48.0
73,194.0,23.0,10.0,0.0,0.0,78.0,95.0,94.0,86.0,58.0,72.0,68.0,79.0,79.0,84.0,69.0,91.0,48.0
72,205.0,25.0,13.0,0.0,0.0,78.0,92.0,90.0,84.0,70.0,80.0,64.0,68.0,74.0,64.0,81.0,81.0,91.0
74,203.0,24.0,17.0,0.0,0.0,78.0,87.0,87.0,80.0,59.0,79.0,65.0,75.0,79.0,63.0,81.0,85.0,74.0
68,185.0,31.0,26.0,0.0,0.0,78.0,87.0,90.0,83.0,56.0,76.0,71.0,79.0,84.0,77.0,79.0,89.0,82.0
71,190.0,32.0,0.0,0.0,0.0,78.0,88.0,86.0,89.0,63.0,81.0,72.0,81.0,79.0,81.0,83.0,82.0,72.0
70,189.0,25.0,0.0,0.0,0.0,78.0,90.0,92.0,94.0,67.0,76.0,76.0,78.0,74.0,85.0,75.0,85.0,69.0
70,189.0,25.0,14.0,0.0,0.0,78.0,90.0,92.0,94.0,67.0,76.0,76.0,78.0,74.0,85.0,75.0,85.0,69.0
73,198.0,32.0,103.0,3.0,8.0,78.0,90.0,91.0,90.0,70.0,76.0,80.0,79.0,74.0,78.0,77.0,91.0,72.0
71,188.0,25.0,7.0,0.0,0.0,78.0,88.0,90.0,84.0,58.0,79.0,68.0,78.0,81.0,80.0,77.0,82.0,57.0
71,193.0,28.0,34.0,0.0,0.0,78.0,91.0,91.0,87.0,70.0,81.0,77.0,77.0,78.0,76.0,78.0,89.0,47.0
75,195.0,22.0,31.0,2.0,2.0,78.0,92.0,94.0,89.0,59.0,73.0,74.0,76.0,74.0,83.0,73.0,89.0,60.0
73,217.0,25.0,27.0,0.0,0.0,78.0,90.0,90.0,84.0,74.0,77.0,70.0,73.0,78.0,67.0,74.0,94.0,87.0
71,180.0,31.0,0.0,0.0,0.0,78.0,87.0,92.0,90.0,65.0,85.0,69.0,78.0,80.0,73.0,83.0,86.0,45.0
74,205.0,26.0,12.0,0.0,0.0,77.0,89.0,87.0,87.0,65.0,82.0,75.0,74.0,82.0,83.0,81.0,87.0,53.0
72,190.0,21.0,0.0,0.0,0.0,77.0,93.0,92.0,93.0,58.0,70.0,76.0,78.0,72.0,78.0,65.0,91.0,69.0
73,205.0,31.0,30.0,0.0,0.0,77.0,86.0,87.0,81.0,65.0,88.0,74.0,71.0,76.0,77.0,85.0,85.0,78.0
70,198.0,25.0,32.0,0.0,0.0,77.0,85.0,88.0,81.0,67.0,82.0,71.0,71.0,75.0,70.0,85.0,82.0,89.0
70,195.0,27.0,23.0,0.0,0.0,77.0,89.0,90.0,88.0,66.0,75.0,71.0,78.0,72.0,84.0,76.0,85.0,64.0
72,205.0,26.0,23.0,0.0,0.0,77.0,90.0,89.0,85.0,66.0,82.0,73.0,71.0,74.0,72.0,79.0,95.0,76.0
69,185.0,31.0,0.0,0.0,0.0,77.0,87.0,91.0,89.0,48.0,82.0,79.0,76.0,80.0,67.0,82.0,88.0,65.0
73,222.0,27.0,25.0,0.0,1.0,77.0,86.0,88.0,86.0,76.0,73.0,70.0,70.0,75.0,79.0,75.0,89.0,92.0
72,197.0,23.0,18.0,0.0,0.0,77.0,90.0,91.0,87.0,59.0,79.0,59.0,79.0,80.0,78.0,77.0,85.0,52.0
72,179.0,27.0,0.0,0.0,0.0,77.0,90.0,93.0,86.0,56.0,75.0,73.0,78.0,77.0,80.0,74.0,80.0,49.0
70,205.0,26.0,0.0,0.0,0.0,77.0,88.0,91.0,86.0,63.0,82.0,74.0,70.0,78.0,73.0,78.0,88.0,79.0
70,205.0,26.0,16.0,0.0,0.0,77.0,88.0,91.0,86.0,63.0,82.0,74.0,70.0,78.0,73.0,78.0,88.0,79.0
70,205.0,26.0,0.0,0.0,0.0,77.0,88.0,91.0,86.0,63.0,82.0,74.0,70.0,78.0,73.0,78.0,88.0,79.0
72,181.0,26.0,0.0,0.0,0.0,77.0,89.0,92.0,87.0,66.0,79.0,72.0,78.0,76.0,74.0,77.0,81.0,66.0
73,206.0,27.0,0.0,0.0,0.0,77.0,89.0,91.0,83.0,64.0,79.0,72.0,69.0,76.0,66.0,81.0,83.0,75.0
71,200.0,27.0,36.0,0.0,0.0,77.0,89.0,91.0,90.0,71.0,76.0,76.0,69.0,73.0,66.0,74.0,82.0,87.0
71,196.0,28.0,0.0,0.0,0.0,76.0,92.0,90.0,85.0,68.0,77.0,70.0,76.0,74.0,76.0,79.0,84.0,62.0
71,196.0,28.0,23.0,0.0,0.0,76.0,92.0,90.0,85.0,68.0,77.0,70.0,76.0,74.0,76.0,79.0,84.0,62.0
71,184.0,27.0,11.0,0.0,0.0,76.0,93.0,94.0,86.0,58.0,78.0,65.0,74.0,73.0,82.0,77.0,78.0,45.0
71,188.0,27.0,21.0,0.0,0.0,76.0,88.0,90.0,89.0,69.0,83.0,70.0,77.0,75.0,76.0,80.0,82.0,59.0
71,174.0,29.0,22.0,0.0,0.0,76.0,87.0,88.0,89.0,68.0,78.0,78.0,71.0,77.0,72.0,76.0,82.0,80.0
73,199.0,27.0,28.0,0.0,0.0,76.0,90.0,92.0,87.0,61.0,78.0,69.0,77.0,72.0,76.0,72.0,85.0,47.0
71,190.0,26.0,0.0,0.0,0.0,76.0,91.0,94.0,87.0,65.0,75.0,54.0,73.0,78.0,74.0,75.0,91.0,59.0
75,213.0,23.0,20.0,0.0,0.0,76.0,88.0,91.0,87.0,60.0,78.0,70.0,71.0,78.0,73.0,77.0,89.0,85.0
74,185.0,24.0,8.0,0.0,0.0,76.0,93.0,92.0,87.0,54.0,74.0,72.0,76.0,76.0,77.0,72.0,86.0,52.0
72,187.0,24.0,20.0,0.0,0.0,76.0,90.0,90.0,89.0,57.0,78.0,63.0,72.0,76.0,68.0,76.0,87.0,73.0
71,195.0,24.0,25.0,0.0,1.0,76.0,89.0,89.0,90.0,60.0,76.0,69.0,72.0,78.0,71.0,74.0,86.0,52.0
76,220.0,21.0,22.0,1.0,2.0,76.0,88.0,86.0,85.0,72.0,74.0,76.0,72.0,68.0,77.0,77.0,90.0,83.0
73,212.0,26.0,24.0,0.0,0.0,76.0,89.0,91.0,87.0,76.0,75.0,77.0,73.0,79.0,61.0,72.0,89.0,82.0
72,195.0,23.0,12.0,0.0,0.0,76.0,90.0,91.0,88.0,63.0,74.0,63.0,72.0,81.0,74.0,75.0,93.0,64.0
75,214.0,25.0,0.0,0.0,0.0,76.0,86.0,90.0,84.0,74.0,74.0,70.0,73.0,75.0,74.0,73.0,82.0,89.0
72,208.0,24.0,24.0,0.0,0.0,76.0,84.0,89.0,88.0,63.0,76.0,73.0,71.0,77.0,69.0,74.0,84.0,80.0
71,211.0,30.0,0.0,0.0,0.0,76.0,86.0,85.0,80.0,74.0,76.0,64.0,70.0,75.0,70.0,79.0,81.0,88.0
75,203.0,27.0,19.0,0.0,0.0,76.0,90.0,93.0,82.0,66.0,75.0,65.0,76.0,77.0,78.0,77.0,83.0,74.0
71,193.0,21.0,28.0,1.0,0.0,76.0,91.0,93.0,94.0,61.0,75.0,65.0,74.0,78.0,69.0,72.0,91.0,67.0
70,181.0,22.0,0.0,0.0,0.0,75.0,92.0,94.0,92.0,54.0,73.0,64.0,76.0,73.0,65.0,74.0,84.0,52.0
73,204.0,23.0,12.0,0.0,0.0,75.0,93.0,92.0,91.0,64.0,74.0,61.0,74.0,72.0,75.0,72.0,89.0,57.0
74,197.0,23.0,2.0,0.0,0.0,75.0,95.0,95.0,93.0,63.0,69.0,71.0,73.0,70.0,75.0,67.0,91.0,54.0
71,189.0,26.0,0.0,0.0,0.0,75.0,88.0,91.0,86.0,58.0,77.0,68.0,78.0,77.0,73.0,78.0,94.0,54.0
70,190.0,26.0,7.0,0.0,0.0,75.0,92.0,91.0,88.0,47.0,77.0,74.0,76.0,73.0,73.0,75.0,79.0,44.0
71,198.0,30.0,13.0,0.0,0.0,75.0,88.0,88.0,81.0,62.0,77.0,70.0,76.0,73.0,79.0,78.0,85.0,65.0
72,191.0,21.0,9.0,0.0,0.0,75.0,93.0,94.0,96.0,56.0,69.0,69.0,74.0,71.0,71.0,72.0,88.0,78.0
72,204.0,27.0,20.0,0.0,0.0,75.0,87.0,90.0,83.0,64.0,80.0,71.0,68.0,74.0,65.0,78.0,86.0,87.0
70,171.0,24.0,9.0,0.0,0.0,75.0,94.0,93.0,90.0,50.0,72.0,70.0,73.0,75.0,66.0,73.0,92.0,54.0
72,191.0,28.0,31.0,0.0,0.0,75.0,88.0,89.0,88.0,62.0,77.0,71.0,72.0,80.0,80.0,75.0,87.0,72.0
73,200.0,22.0,13.0,0.0,1.0,75.0,92.0,92.0,88.0,65.0,73.0,72.0,74.0,73.0,80.0,71.0,94.0,68.0
74,202.0,22.0,0.0,0.0,0.0,75.0,93.0,95.0,83.0,58.0,70.0,61.0,64.0,72.0,63.0,73.0,88.0,89.0
72,206.0,25.0,13.0,0.0,0.0,75.0,88.0,91.0,88.0,65.0,76.0,73.0,68.0,76.0,70.0,75.0,90.0,82.0
72,193.0,25.0,0.0,0.0,0.0,75.0,86.0,87.0,87.0,56.0,83.0,71.0,77.0,75.0,78.0,81.0,75.0,58.0
72,196.0,29.0,19.0,0.0,0.0,75.0,88.0,93.0,81.0,66.0,75.0,65.0,75.0,71.0,77.0,77.0,90.0,74.0
69,177.0,28.0,14.0,0.0,0.0,75.0,88.0,91.0,88.0,63.0,76.0,70.0,76.0,75.0,76.0,77.0,83.0,73.0
73,202.0,25.0,10.0,0.0,0.0,74.0,92.0,92.0,90.0,60.0,73.0,67.0,68.0,74.0,64.0,73.0,89.0,82.0
69,187.0,33.0,35.0,0.0,0.0,74.0,88.0,87.0,92.0,60.0,76.0,62.0,73.0,71.0,72.0,74.0,85.0,41.0
74,188.0,23.0,10.0,0.0,0.0,74.0,87.0,90.0,86.0,55.0,75.0,65.0,76.0,78.0,78.0,76.0,86.0,51.0
71,196.0,24.0,0.0,0.0,0.0,74.0,91.0,91.0,93.0,61.0,74.0,68.0,72.0,73.0,76.0,70.0,92.0,50.0
72,210.0,25.0,17.0,0.0,0.0,74.0,90.0,89.0,86.0,59.0,69.0,75.0,77.0,75.0,79.0,68.0,95.0,46.0
71,190.0,29.0,0.0,0.0,0.0,74.0,89.0,91.0,92.0,75.0,76.0,63.0,73.0,76.0,77.0,74.0,88.0,45.0
70,200.0,28.0,16.0,0.0,0.0,74.0,86.0,88.0,86.0,76.0,74.0,71.0,65.0,71.0,69.0,74.0,87.0,91.0
73,200.0,24.0,4.0,0.0,0.0,74.0,91.0,93.0,87.0,66.0,74.0,67.0,74.0,76.0,73.0,75.0,86.0,64.0
74,196.0,27.0,0.0,0.0,0.0,74.0,91.0,88.0,83.0,63.0,79.0,68.0,75.0,78.0,77.0,76.0,74.0,64.0
73,192.0,23.0,19.0,0.0,0.0,74.0,91.0,91.0,92.0,64.0,74.0,73.0,70.0,76.0,85.0,73.0,87.0,61.0
73,220.0,28.0,31.0,0.0,0.0,74.0,88.0,89.0,82.0,72.0,74.0,72.0,65.0,71.0,62.0,74.0,88.0,86.0
70,205.0,26.0,0.0,0.0,0.0,74.0,92.0,92.0,81.0,55.0,70.0,64.0,78.0,72.0,69.0,75.0,81.0,46.0
71,202.0,23.0,3.0,0.0,0.0,74.0,90.0,90.0,88.0,62.0,74.0,64.0,73.0,70.0,71.0,72.0,81.0,71.0
73,193.0,22.0,19.0,0.0,0.0,74.0,92.0,93.0,86.0,58.0,72.0,63.0,74.0,73.0,72.0,71.0,83.0,55.0
72,189.0,22.0,6.0,0.0,0.0,73.0,92.0,91.0,82.0,61.0,73.0,66.0,69.0,73.0,77.0,75.0,90.0,63.0
72,209.0,25.0,0.0,0.0,0.0,73.0,87.0,91.0,87.0,55.0,74.0,67.0,66.0,74.0,63.0,72.0,87.0,84.0
72,194.0,21.0,0.0,0.0,0.0,73.0,91.0,91.0,90.0,62.0,67.0,71.0,75.0,73.0,76.0,68.0,89.0,72.0
70,195.0,24.0,7.0,0.0,0.0,73.0,91.0,90.0,90.0,56.0,72.0,74.0,74.0,70.0,68.0,74.0,87.0,57.0
74,220.0,32.0,0.0,0.0,0.0,73.0,90.0,85.0,80.0,72.0,78.0,69.0,67.0,75.0,63.0,76.0,79.0,72.0
72,204.0,28.0,20.0,0.0,0.0,73.0,93.0,93.0,87.0,67.0,71.0,70.0,69.0,75.0,72.0,67.0,90.0,67.0
71,195.0,23.0,16.0,0.0,0.0,73.0,90.0,93.0,91.0,62.0,68.0,69.0,70.0,67.0,66.0,71.0,84.0,74.0
73,200.0,23.0,11.0,0.0,0.0,73.0,89.0,91.0,86.0,68.0,67.0,68.0,64.0,71.0,64.0,72.0,91.0,87.0
73,202.0,23.0,10.0,0.0,0.0,73.0,91.0,89.0,86.0,66.0,74.0,62.0,73.0,75.0,77.0,72.0,91.0,58.0
70,182.0,27.0,5.0,0.0,0.0,73.0,90.0,92.0,89.0,50.0,69.0,72.0,75.0,73.0,69.0,72.0,92.0,61.0
74,192.0,21.0,6.0,0.0,0.0,73.0,93.0,88.0,85.0,60.0,76.0,70.0,70.0,74.0,80.0,72.0,89.0,52.0
70,210.0,26.0,6.0,0.0,0.0,73.0,93.0,93.0,92.0,56.0,66.0,59.0,72.0,73.0,72.0,70.0,92.0,60.0
72,198.0,26.0,16.0,0.0,0.0,73.0,87.0,89.0,90.0,63.0,69.0,67.0,70.0,74.0,63.0,71.0,91.0,78.0
71,190.0,30.0,20.0,0.0,0.0,73.0,87.0,90.0,92.0,52.0,76.0,72.0,74.0,68.0,77.0,74.0,82.0,46.0
71,185.0,26.0,0.0,0.0,0.0,73.0,88.0,90.0,91.0,56.0,78.0,58.0,74.0,73.0,76.0,75.0,83.0,53.0
72,197.0,27.0,17.0,0.0,0.0,72.0,88.0,90.0,84.0,56.0,78.0,63.0,71.0,74.0,79.0,78.0,79.0,53.0
73,195.0,26.0,6.0,0.0,0.0,72.0,90.0,89.0,85.0,61.0,75.0,66.0,72.0,74.0,76.0,74.0,85.0,57.0
71,191.0,24.0,11.0,0.0,0.0,72.0,89.0,91.0,88.0,58.0,73.0,66.0,67.0,72.0,71.0,71.0,88.0,82.0
71,191.0,24.0,17.0,0.0,0.0,72.0,89.0,91.0,88.0,58.0,73.0,66.0,67.0,72.0,71.0,71.0,88.0,82.0
70,190.0,28.0,0.0,0.0,0.0,72.0,86.0,86.0,85.0,69.0,73.0,68.0,73.0,75.0,70.0,76.0,84.0,71.0
72,202.0,29.0,11.0,0.0,0.0,72.0,86.0,90.0,80.0,64.0,72.0,70.0,77.0,71.0,64.0,73.0,81.0,75.0
71,199.0,28.0,22.0,0.0,0.0,72.0,89.0,91.0,84.0,63.0,76.0,62.0,67.0,69.0,76.0,74.0,88.0,70.0
69,190.0,26.0,0.0,0.0,0.0,72.0,90.0,92.0,96.0,59.0,68.0,60.0,72.0,66.0,71.0,71.0,82.0,56.0
73,190.0,26.0,16.0,0.0,0.0,72.0,90.0,92.0,87.0,54.0,70.0,63.0,72.0,76.0,78.0,68.0,83.0,73.0
75,212.0,24.0,3.0,0.0,0.0,72.0,87.0,87.0,88.0,70.0,73.0,68.0,72.0,69.0,77.0,71.0,86.0,60.0
70,185.0,26.0,6.0,0.0,0.0,72.0,95.0,91.0,92.0,55.0,64.0,55.0,73.0,68.0,72.0,61.0,93.0,65.0
72,192.0,22.0,2.0,0.0,0.0,72.0,94.0,94.0,90.0,58.0,58.0,68.0,72.0,74.0,75.0,64.0,87.0,65.0
74,210.0,26.0,0.0,0.0,0.0,72.0,89.0,92.0,87.0,65.0,70.0,64.0,73.0,69.0,77.0,66.0,90.0,71.0
73,196.0,25.0,2.0,0.0,0.0,72.0,90.0,92.0,87.0,60.0,71.0,67.0,69.0,72.0,64.0,73.0,84.0,87.0
73,193.0,28.0,3.0,0.0,0.0,72.0,86.0,88.0,87.0,68.0,75.0,68.0,72.0,69.0,71.0,72.0,87.0,73.0
71,200.0,27.0,12.0,0.0,0.0,72.0,90.0,93.0,83.0,64.0,72.0,66.0,67.0,71.0,64.0,71.0,92.0,84.0
70,197.0,22.0,7.0,0.0,0.0,72.0,91.0,92.0,89.0,61.0,68.0,62.0,73.0,70.0,77.0,66.0,93.0,57.0
74,194.0,32.0,0.0,0.0,0.0,72.0,88.0,89.0,86.0,56.0,73.0,62.0,75.0,72.0,80.0,70.0,90.0,62.0
72,197.0,24.0,13.0,0.0,0.0,72.0,87.0,92.0,89.0,58.0,72.0,73.0,64.0,74.0,62.0,71.0,83.0,85.0
71,191.0,22.0,13.0,0.0,0.0,72.0,89.0,91.0,87.0,65.0,71.0,70.0,73.0,67.0,78.0,66.0,77.0,65.0
72,191.0,31.0,20.0,0.0,0.0,72.0,88.0,91.0,83.0,57.0,74.0,70.0,72.0,76.0,79.0,73.0,85.0,66.0
73,209.0,22.0,18.0,0.0,0.0,71.0,92.0,91.0,88.0,65.0,68.0,73.0,67.0,72.0,71.0,70.0,87.0,72.0
73,208.0,30.0,0.0,0.0,0.0,71.0,84.0,85.0,83.0,70.0,70.0,58.0,62.0,66.0,64.0,73.0,82.0,75.0
71,180.0,25.0,6.0,0.0,0.0,71.0,89.0,90.0,85.0,60.0,69.0,66.0,74.0,69.0,83.0,68.0,80.0,52.0
73,195.0,25.0,4.0,0.0,0.0,71.0,87.0,89.0,86.0,59.0,70.0,68.0,67.0,73.0,67.0,66.0,85.0,77.0
70,192.0,23.0,13.0,0.0,0.0,71.0,88.0,90.0,84.0,57.0,74.0,61.0,71.0,72.0,69.0,78.0,87.0,68.0
73,200.0,28.0,0.0,0.0,0.0,71.0,91.0,93.0,83.0,69.0,69.0,64.0,68.0,74.0,61.0,69.0,81.0,85.0
71,205.0,25.0,9.0,0.0,0.0,71.0,88.0,91.0,90.0,64.0,68.0,58.0,67.0,71.0,71.0,67.0,90.0,77.0
72,198.0,22.0,12.0,0.0,0.0,71.0,88.0,92.0,93.0,66.0,69.0,60.0,72.0,72.0,65.0,69.0,93.0,64.0
71,200.0,26.0,0.0,0.0,0.0,71.0,87.0,90.0,86.0,66.0,63.0,66.0,72.0,79.0,81.0,65.0,84.0,76.0
70,184.0,23.0,0.0,0.0,0.0,71.0,93.0,93.0,87.0,55.0,68.0,67.0,69.0,72.0,63.0,70.0,85.0,45.0
71,182.0,32.0,0.0,0.0,0.0,71.0,84.0,86.0,83.0,63.0,73.0,67.0,69.0,73.0,63.0,75.0,88.0,67.0
71,182.0,32.0,60.0,2.0,3.0,71.0,84.0,86.0,83.0,63.0,73.0,67.0,69.0,73.0,63.0,75.0,88.0,67.0
72,194.0,27.0,0.0,0.0,0.0,71.0,90.0,92.0,93.0,58.0,68.0,70.0,71.0,68.0,73.0,70.0,93.0,57.0
72,194.0,27.0,0.0,0.0,0.0,71.0,90.0,92.0,93.0,58.0,68.0,70.0,71.0,68.0,73.0,70.0,93.0,57.0
69,201.0,25.0,8.0,0.0,0.0,71.0,88.0,90.0,84.0,62.0,69.0,69.0,72.0,75.0,66.0,69.0,82.0,75.0
75,202.0,24.0,12.0,0.0,0.0,70.0,89.0,91.0,92.0,59.0,67.0,60.0,66.0,72.0,79.0,68.0,83.0,56.0
74,197.0,27.0,0.0,0.0,0.0,70.0,89.0,92.0,83.0,59.0,70.0,60.0,71.0,64.0,78.0,69.0,86.0,61.0
72,213.0,24.0,16.0,0.0,0.0,70.0,91.0,88.0,84.0,67.0,70.0,66.0,65.0,70.0,73.0,72.0,90.0,62.0
73,206.0,22.0,12.0,0.0,0.0,70.0,85.0,90.0,79.0,67.0,68.0,63.0,61.0,67.0,57.0,70.0,83.0,83.0
71,196.0,22.0,14.0,0.0,0.0,70.0,93.0,93.0,86.0,64.0,65.0,71.0,66.0,71.0,75.0,63.0,81.0,72.0
72,205.0,29.0,8.0,0.0,0.0,70.0,87.0,91.0,80.0,73.0,74.0,62.0,64.0,68.0,71.0,76.0,89.0,81.0
74,208.0,32.0,0.0,0.0,0.0,70.0,82.0,86.0,92.0,63.0,79.0,69.0,65.0,71.0,69.0,81.0,78.0,78.0
74,200.0,30.0,15.0,0.0,0.0,70.0,88.0,90.0,86.0,60.0,77.0,60.0,66.0,72.0,72.0,78.0,88.0,60.0
68,176.0,25.0,6.0,0.0,0.0,70.0,89.0,91.0,84.0,53.0,69.0,67.0,70.0,73.0,68.0,70.0,82.0,61.0
72,183.0,25.0,0.0,0.0,0.0,70.0,93.0,91.0,84.0,60.0,70.0,65.0,67.0,73.0,71.0,66.0,81.0,68.0
72,196.0,26.0,8.0,0.0,0.0,70.0,89.0,91.0,87.0,64.0,72.0,75.0,67.0,70.0,74.0,73.0,93.0,64.0
74,192.0,24.0,3.0,0.0,0.0,70.0,89.0,90.0,87.0,55.0,66.0,69.0,71.0,69.0,77.0,64.0,89.0,50.0
72,199.0,27.0,10.0,0.0,0.0,70.0,86.0,91.0,89.0,75.0,65.0,72.0,64.0,62.0,61.0,67.0,93.0,87.0
74,195.0,26.0,0.0,0.0,0.0,70.0,86.0,92.0,94.0,56.0,69.0,65.0,69.0,70.0,74.0,65.0,92.0,70.0
68,183.0,24.0,0.0,0.0,0.0,70.0,87.0,87.0,90.0,52.0,73.0,68.0,67.0,74.0,67.0,72.0,77.0,67.0
70,182.0,27.0,2.0,0.0,0.0,70.0,94.0,94.0,86.0,55.0,58.0,75.0,72.0,67.0,73.0,61.0,81.0,56.0
72,196.0,25.0,4.0,0.0,0.0,70.0,90.0,92.0,86.0,56.0,69.0,68.0,68.0,70.0,71.0,65.0,88.0,81.0
71,205.0,30.0,8.0,0.0,0.0,70.0,89.0,90.0,78.0,55.0,70.0,58.0,72.0,73.0,81.0,67.0,88.0,79.0
70,185.0,24.0,6.0,0.0,0.0,70.0,92.0,91.0,84.0,55.0,66.0,57.0,71.0,67.0,74.0,69.0,90.0,45.0
71,193.0,24.0,0.0,0.0,0.0,70.0,92.0,91.0,89.0,55.0,64.0,60.0,73.0,70.0,72.0,62.0,85.0,49.0
72,190.0,24.0,2.0,0.0,0.0,69.0,93.0,91.0,87.0,59.0,65.0,59.0,69.0,67.0,71.0,64.0,87.0,65.0
71,201.0,24.0,13.0,0.0,0.0,69.0,86.0,84.0,90.0,63.0,72.0,64.0,69.0,67.0,59.0,71.0,78.0,74.0
72,199.0,23.0,13.0,0.0,0.0,69.0,94.0,94.0,81.0,60.0,66.0,68.0,65.0,67.0,75.0,61.0,92.0,65.0
72,205.0,22.0,3.0,0.0,0.0,69.0,91.0,91.0,84.0,60.0,67.0,62.0,63.0,71.0,60.0,69.0,92.0,69.0
72,198.0,24.0,20.0,0.0,0.0,69.0,86.0,90.0,84.0,59.0,74.0,63.0,63.0,67.0,72.0,73.0,82.0,64.0
70,193.0,24.0,0.0,0.0,0.0,69.0,90.0,94.0,85.0,59.0,68.0,64.0,64.0,70.0,72.0,66.0,86.0,56.0
70,193.0,24.0,0.0,0.0,0.0,69.0,90.0,94.0,85.0,59.0,68.0,64.0,64.0,70.0,72.0,66.0,86.0,56.0
70,193.0,24.0,2.0,0.0,0.0,69.0,90.0,94.0,85.0,59.0,68.0,64.0,64.0,70.0,72.0,66.0,86.0,56.0
73,206.0,27.0,4.0,0.0,0.0,69.0,91.0,92.0,86.0,74.0,57.0,68.0,70.0,73.0,71.0,61.0,91.0,72.0
70,207.0,23.0,17.0,0.0,0.0,69.0,86.0,90.0,87.0,58.0,69.0,68.0,59.0,70.0,60.0,66.0,81.0,80.0
73,208.0,25.0,11.0,0.0,0.0,69.0,87.0,88.0,83.0,63.0,70.0,72.0,64.0,72.0,65.0,69.0,85.0,87.0
74,220.0,27.0,11.0,0.0,0.0,69.0,91.0,91.0,82.0,73.0,70.0,75.0,58.0,64.0,67.0,67.0,87.0,87.0
74,220.0,27.0,15.0,0.0,0.0,69.0,91.0,91.0,82.0,73.0,70.0,75.0,58.0,64.0,67.0,67.0,87.0,87.0
69,185.0,23.0,3.0,0.0,0.0,69.0,92.0,93.0,91.0,53.0,65.0,64.0,68.0,65.0,68.0,63.0,84.0,59.0
74,203.0,21.0,13.0,0.0,0.0,69.0,89.0,91.0,87.0,64.0,67.0,53.0,69.0,72.0,76.0,69.0,83.0,59.0
72,185.0,28.0,9.0,0.0,0.0,69.0,87.0,89.0,87.0,68.0,70.0,70.0,72.0,68.0,70.0,72.0,85.0,58.0
72,215.0,20.0,10.0,0.0,0.0,69.0,94.0,96.0,87.0,67.0,62.0,71.0,63.0,73.0,71.0,63.0,88.0,84.0
72,200.0,22.0,19.0,1.0,1.0,69.0,84.0,87.0,83.0,58.0,72.0,60.0,59.0,64.0,58.0,74.0,85.0,87.0
74,200.0,26.0,8.0,0.0,0.0,69.0,92.0,93.0,85.0,53.0,66.0,68.0,71.0,69.0,73.0,64.0,89.0,82.0
72,198.0,27.0,0.0,0.0,0.0,69.0,93.0,93.0,90.0,58.0,62.0,52.0,70.0,72.0,69.0,65.0,77.0,51.0
72,198.0,27.0,6.0,0.0,0.0,69.0,93.0,93.0,90.0,58.0,62.0,52.0,70.0,72.0,69.0,65.0,77.0,51.0
72,198.0,27.0,0.0,0.0,0.0,69.0,93.0,93.0,90.0,58.0,62.0,52.0,70.0,72.0,69.0,65.0,77.0,51.0
