2025-11-05 14:36:18 - Starting Chrome browser...
2025-11-05 14:36:20 - 
Processing 1970...
2025-11-05 14:36:20 -   Scraping: crd 1970...
2025-11-05 21:51:28 -     Found 57 players
2025-11-05 21:51:35 -     Found 59 players
2025-11-05 21:51:43 -     Found 60 players
2025-11-05 21:51:47 -     Found 63 players
2025-11-05 21:51:51 -     Found 57 players
2025-11-05 21:51:59 -     Found 54 players
2025-11-05 21:52:02 -     Found 65 players
2025-11-05 21:52:10 -     Found 59 players
2025-11-05 21:52:14 -     Found 53 players
2025-11-05 21:52:21 -     Found 59 players
2025-11-05 21:52:29 -     Found 59 players
2025-11-05 21:52:33 -     Found 55 players
2025-11-05 21:52:37 -     Found 51 players
2025-11-05 21:52:41 -     Found 59 players
2025-11-05 21:52:42 -   >> Checkpoint saved: 30191 players
2025-11-05 21:52:42 - 
Processing 1990...
2025-11-05 21:52:50 -     Found 55 players
2025-11-05 21:52:54 -     Found 56 players
2025-11-05 21:53:09 -     Found 57 players
2025-11-05 21:53:20 -     Found 54 players
2025-11-05 21:53:28 -     Found 52 players
2025-11-05 21:53:32 -     Found 58 players
2025-11-05 21:53:36 -     Found 60 players
2025-11-05 21:53:41 -     Found 60 players
2025-11-05 21:53:46 -     Found 56 players
2025-11-05 21:53:51 -     Found 54 players
2025-11-05 21:53:57 -     Found 52 players
2025-11-05 21:54:04 -     Found 57 players
2025-11-05 21:54:15 -     Found 54 players
2025-11-05 21:54:20 -     Found 62 players
2025-11-05 21:54:27 -     Found 57 players
2025-11-05 21:54:31 -     Found 56 players
2025-11-05 21:54:35 -     Found 59 players
2025-11-05 21:54:41 -     Found 60 players
2025-11-05 21:54:47 -     Found 63 players
2025-11-05 21:54:52 -     Found 49 players
2025-11-05 21:54:56 -     Found 53 players
2025-11-05 21:55:01 -     Found 56 players
2025-11-05 21:55:08 -     Found 58 players
2025-11-05 21:55:15 -     Found 52 players
2025-11-05 21:55:21 -     Found 55 players
2025-11-05 21:55:28 -     Found 55 players
2025-11-05 21:55:32 -     Found 56 players
2025-11-05 21:55:40 -     Found 52 players
2025-11-05 21:55:47 -     Found 61 players
2025-11-05 21:55:48 -   >> Checkpoint saved: 31820 players
2025-11-05 21:55:48 - 
Processing 1991...
2025-11-05 21:55:55 -     Found 58 players
2025-11-05 21:55:59 -     Found 59 players
2025-11-05 21:56:20 -     Found 56 players
2025-11-05 21:56:33 -     Found 53 players
2025-11-05 21:56:40 -     Found 63 players
2025-11-05 21:56:43 -     Found 65 players
2025-11-05 21:56:49 -     Found 56 players
2025-11-05 21:56:53 -     Found 55 players
2025-11-05 21:56:58 -     Found 59 players
2025-11-05 21:57:02 -     Found 57 players
2025-11-05 21:57:06 -     Found 53 players
2025-11-05 21:57:14 -     Found 66 players
2025-11-05 21:57:24 -     Found 56 players
2025-11-05 21:57:31 -     Found 59 players
2025-11-05 21:57:36 -     Found 61 players
2025-11-05 21:57:43 -     Found 53 players
2025-11-05 21:57:50 -     Found 61 players
2025-11-05 21:57:56 -     Found 53 players
2025-11-05 21:58:03 -     Found 57 players
2025-11-05 21:58:10 -     Found 58 players
2025-11-05 21:58:17 -     Found 53 players
2025-11-05 21:58:24 -     Found 53 players
2025-11-05 21:58:27 -     Found 54 players
2025-11-05 21:58:32 -     Found 57 players
2025-11-05 21:58:39 -     Found 55 players
2025-11-05 21:58:42 -     Found 57 players
2025-11-05 21:58:47 -     Found 56 players
2025-11-05 21:58:53 -     Found 53 players
2025-11-05 21:59:00 -     Found 54 players
2025-11-05 21:59:01 -   >> Checkpoint saved: 33470 players
2025-11-05 21:59:01 - 
Processing 1992...
2025-11-05 21:59:10 -     Found 58 players
2025-11-05 21:59:14 -     Found 53 players
2025-11-05 21:59:32 -     Found 53 players
2025-11-05 21:59:45 -     Found 55 players
2025-11-05 21:59:53 -     Found 58 players
2025-11-05 21:59:58 -     Found 62 players
2025-11-05 22:00:05 -     Found 55 players
2025-11-05 22:00:09 -     Found 58 players
2025-11-05 22:00:15 -     Found 62 players
2025-11-05 22:00:19 -     Found 63 players
2025-11-05 22:00:23 -     Found 54 players
2025-11-05 22:00:29 -     Found 55 players
2025-11-05 22:00:37 -     Found 60 players
2025-11-05 22:00:44 -     Found 56 players
2025-11-05 22:00:47 -     Found 57 players
2025-11-05 22:00:55 -     Found 54 players
2025-11-05 22:01:01 -     Found 59 players
2025-11-05 22:01:08 -     Found 56 players
2025-11-05 22:01:13 -     Found 54 players
2025-11-05 22:01:20 -     Found 55 players
2025-11-05 22:01:27 -     Found 58 players
2025-11-05 22:01:34 -     Found 63 players
2025-11-05 22:01:41 -     Found 53 players
2025-11-05 22:01:45 -     Found 55 players
2025-11-05 22:01:53 -     Found 58 players
2025-11-05 22:01:56 -     Found 60 players
2025-11-05 22:02:02 -     Found 73 players
2025-11-05 22:02:09 -     Found 54 players
2025-11-05 22:02:16 -     Found 64 players
2025-11-05 22:02:17 -   >> Checkpoint saved: 35145 players
2025-11-05 22:02:17 - 
Processing 1993...
2025-11-05 22:02:21 -     Found 56 players
2025-11-05 22:02:24 -     Found 58 players
2025-11-05 22:02:39 -     Found 56 players
2025-11-05 22:02:52 -     Found 61 players
2025-11-05 22:03:00 -     Found 63 players
2025-11-05 22:03:08 -     Found 58 players
2025-11-05 22:03:13 -     Found 59 players
2025-11-05 22:03:20 -     Found 54 players
2025-11-05 22:03:27 -     Found 59 players
2025-11-05 22:03:32 -     Found 65 players
2025-11-05 22:03:37 -     Found 60 players
2025-11-05 22:03:45 -     Found 54 players
2025-11-05 22:03:58 -     Found 64 players
2025-11-05 22:04:02 -     Found 57 players
2025-11-05 22:04:07 -     Found 63 players
2025-11-05 22:04:12 -     Found 53 players
2025-11-05 22:04:17 -     Found 60 players
2025-11-05 22:04:24 -     Found 58 players
2025-11-05 22:04:31 -     Found 60 players
2025-11-05 22:04:38 -     Found 58 players
2025-11-05 22:04:45 -     Found 58 players
2025-11-05 22:04:49 -     Found 57 players
2025-11-05 22:04:53 -     Found 62 players
2025-11-05 22:04:58 -     Found 58 players
2025-11-05 22:05:04 -     Found 62 players
2025-11-05 22:05:07 -     Found 55 players
2025-11-05 22:05:14 -     Found 62 players
2025-11-05 22:05:19 -     Found 60 players
2025-11-05 22:05:24 -     Found 64 players
2025-11-05 22:05:25 -   >> Checkpoint saved: 36859 players
2025-11-05 22:05:25 - 
Processing 1994...
2025-11-05 22:05:29 -     Found 60 players
2025-11-05 22:05:34 -     Found 58 players
2025-11-05 22:05:52 -     Found 54 players
2025-11-05 22:06:02 -     Found 57 players
2025-11-05 22:06:09 -     Found 63 players
2025-11-05 22:06:16 -     Found 54 players
2025-11-05 22:06:20 -     Found 54 players
2025-11-05 22:06:29 -     Found 57 players
2025-11-05 22:06:36 -     Found 50 players
2025-11-05 22:06:40 -     Found 58 players
2025-11-05 22:06:44 -     Found 53 players
2025-11-05 22:06:50 -     Found 58 players
2025-11-05 22:06:59 -     Found 64 players
2025-11-05 22:07:04 -     Found 55 players
2025-11-05 22:07:09 -     Found 57 players
2025-11-05 22:07:14 -     Found 55 players
2025-11-05 22:07:18 -     Found 62 players
2025-11-05 22:07:23 -     Found 56 players
2025-11-05 22:07:26 -     Found 56 players
2025-11-05 22:07:31 -     Found 57 players
2025-11-05 22:07:36 -     Found 54 players
2025-11-05 22:07:40 -     Found 55 players
2025-11-05 22:07:44 -     Found 53 players
2025-11-05 22:07:51 -     Found 57 players
2025-11-05 22:07:54 -     Found 58 players
2025-11-05 22:07:58 -     Found 62 players
2025-11-05 22:08:01 -     Found 57 players
2025-11-05 22:08:06 -     Found 53 players
2025-11-05 22:08:12 -     Found 60 players
2025-11-05 22:08:13 -   >> Checkpoint saved: 38506 players
2025-11-05 22:08:13 - 
Processing 1995...
2025-11-05 22:08:18 -     Found 67 players
2025-11-05 22:08:25 -     Found 54 players
2025-11-05 22:08:40 -     Found 56 players
2025-11-05 22:08:48 -     Found 62 players
2025-11-05 22:08:52 -     Found 60 players
2025-11-05 22:08:59 -     Found 58 players
2025-11-05 22:09:03 -     Found 58 players
2025-11-05 22:09:10 -     Found 59 players
2025-11-05 22:09:15 -     Found 61 players
2025-11-05 22:09:18 -     Found 53 players
2025-11-05 22:09:22 -     Found 58 players
2025-11-05 22:09:29 -     Found 58 players
2025-11-05 22:09:33 -     Found 60 players
2025-11-05 22:09:41 -     Found 66 players
2025-11-05 22:09:46 -     Found 53 players
2025-11-05 22:09:53 -     Found 54 players
2025-11-05 22:09:58 -     Found 60 players
2025-11-05 22:10:06 -     Found 55 players
2025-11-05 22:10:13 -     Found 57 players
2025-11-05 22:10:20 -     Found 54 players
2025-11-05 22:10:27 -     Found 58 players
2025-11-05 22:10:31 -     Found 56 players
2025-11-05 22:10:37 -     Found 53 players
2025-11-05 22:10:43 -     Found 62 players
2025-11-05 22:10:50 -     Found 64 players
2025-11-05 22:10:57 -     Found 57 players
2025-11-05 22:11:02 -     Found 62 players
2025-11-05 22:11:10 -     Found 53 players
2025-11-05 22:11:16 -     Found 57 players
2025-11-05 22:11:21 -     Found 58 players
2025-11-05 22:11:28 -     Found 59 players
2025-11-05 22:11:29 -   >> Checkpoint saved: 40308 players
2025-11-05 22:11:29 - 
Processing 1996...
2025-11-05 22:11:32 -     Found 61 players
2025-11-05 22:11:36 -     Found 58 players
2025-11-05 22:11:42 -     Found 58 players
2025-11-05 22:11:48 -     Found 54 players
2025-11-05 22:11:55 -     Found 56 players
2025-11-05 22:12:01 -     Found 60 players
2025-11-05 22:12:08 -     Found 57 players
2025-11-05 22:12:21 -     Found 57 players
2025-11-05 22:12:28 -     Found 53 players
2025-11-05 22:12:32 -     Found 56 players
2025-11-05 22:12:38 -     Found 62 players
2025-11-05 22:12:42 -     Found 55 players
2025-11-05 22:12:46 -     Found 63 players
2025-11-05 22:12:53 -     Found 61 players
2025-11-05 22:12:59 -     Found 55 players
2025-11-05 22:13:03 -     Found 57 players
2025-11-05 22:13:08 -     Found 64 players
2025-11-05 22:13:13 -     Found 59 players
2025-11-05 22:13:19 -     Found 58 players
2025-11-05 22:13:23 -     Found 58 players
2025-11-05 22:13:29 -     Found 60 players
2025-11-05 22:13:37 -     Found 59 players
2025-11-05 22:13:45 -     Found 56 players
2025-11-05 22:13:53 -     Found 63 players
2025-11-05 22:13:58 -     Found 58 players
2025-11-05 22:14:02 -     Found 57 players
2025-11-05 22:14:06 -     Found 59 players
2025-11-05 22:14:13 -     Found 57 players
2025-11-05 22:14:20 -     Found 64 players
2025-11-05 22:14:27 -     Found 55 players
2025-11-05 22:14:32 -     Found 58 players
2025-11-05 22:14:34 -   >> Checkpoint saved: 42116 players
2025-11-05 22:14:34 - 
Processing 1997...
2025-11-05 22:14:37 -     Found 58 players
2025-11-05 22:14:42 -     Found 61 players
2025-11-05 22:14:47 -     Found 57 players
2025-11-05 22:14:51 -     Found 57 players
2025-11-05 22:14:58 -     Found 55 players
2025-11-05 22:15:05 -     Found 65 players
2025-11-05 22:15:10 -     Found 59 players
2025-11-05 22:15:24 -     Found 55 players
2025-11-05 22:15:30 -     Found 56 players
2025-11-05 22:15:35 -     Found 57 players
2025-11-05 22:15:39 -     Found 61 players
2025-11-05 22:15:47 -     Found 59 players
2025-11-05 22:15:51 -     Found 60 players
2025-11-05 22:15:58 -     Found 59 players
2025-11-05 22:16:03 -     Found 62 players
2025-11-05 22:16:07 -     Found 64 players
2025-11-05 22:16:14 -     Found 61 players
2025-11-05 22:16:22 -     Found 54 players
2025-11-05 22:16:30 -     Found 59 players
2025-11-05 22:16:37 -     Found 58 players
2025-11-05 22:16:44 -     Found 58 players
2025-11-05 22:16:50 -     Found 62 players
2025-11-05 22:16:54 -     Found 57 players
2025-11-05 22:17:01 -     Found 58 players
2025-11-05 22:17:06 -     Found 64 players
2025-11-05 22:17:11 -     Found 56 players
2025-11-05 22:17:16 -     Found 56 players
2025-11-05 22:17:23 -     Found 62 players
2025-11-05 22:17:30 -     Found 56 players
2025-11-05 22:17:35 -     Found 59 players
2025-11-05 22:17:40 -     Found 61 players
2025-11-05 22:17:41 -   >> Checkpoint saved: 43942 players
2025-11-05 22:17:41 - 
Processing 1998...
2025-11-05 22:17:47 -     Found 57 players
2025-11-05 22:17:54 -     Found 56 players
2025-11-05 22:18:00 -     Found 57 players
2025-11-05 22:18:06 -     Found 58 players
2025-11-05 22:18:13 -     Found 63 players
2025-11-05 22:18:18 -     Found 57 players
2025-11-05 22:18:22 -     Found 65 players
2025-11-05 22:18:31 -     Found 56 players
2025-11-05 22:18:35 -     Found 53 players
2025-11-05 22:18:41 -     Found 61 players
2025-11-05 22:18:48 -     Found 62 players
2025-11-05 22:18:52 -     Found 57 players
2025-11-05 22:18:58 -     Found 62 players
2025-11-05 22:19:05 -     Found 64 players
2025-11-05 22:19:13 -     Found 61 players
2025-11-05 22:19:17 -     Found 59 players
2025-11-05 22:19:22 -     Found 60 players
2025-11-05 22:19:29 -     Found 59 players
2025-11-05 22:19:33 -     Found 59 players
2025-11-05 22:19:40 -     Found 59 players
2025-11-05 22:19:44 -     Found 58 players
2025-11-05 22:19:51 -     Found 60 players
2025-11-05 22:19:54 -     Found 56 players
2025-11-05 22:20:02 -     Found 55 players
2025-11-05 22:20:10 -     Found 63 players
2025-11-05 22:20:16 -     Found 58 players
2025-11-05 22:20:23 -     Found 59 players
2025-11-05 22:20:28 -     Found 57 players
2025-11-05 22:20:36 -     Found 56 players
2025-11-05 22:20:43 -     Found 57 players
2025-11-05 22:20:47 -     Found 67 players
2025-11-05 22:20:48 -   >> Checkpoint saved: 45773 players
2025-11-05 22:20:48 - 
Processing 1999...
2025-11-05 22:20:55 -     Found 59 players
2025-11-05 22:21:00 -     Found 60 players
2025-11-05 22:21:08 -     Found 57 players
2025-11-05 22:21:13 -     Found 54 players
2025-11-05 22:21:20 -     Found 56 players
2025-11-05 22:21:28 -     Found 56 players
2025-11-05 22:21:33 -     Found 61 players
2025-11-05 22:21:41 -     Found 65 players
2025-11-05 22:21:44 -     Found 65 players
2025-11-05 22:21:51 -     Found 60 players
2025-11-05 22:21:58 -     Found 63 players
2025-11-05 22:22:04 -     Found 61 players
2025-11-05 22:22:11 -     Found 55 players
2025-11-05 22:22:14 -     Found 58 players
2025-11-05 22:22:19 -     Found 57 players
2025-11-05 22:22:26 -     Found 57 players
2025-11-05 22:22:32 -     Found 59 players
2025-11-05 22:22:39 -     Found 58 players
2025-11-05 22:22:45 -     Found 54 players
2025-11-05 22:22:49 -     Found 59 players
2025-11-05 22:22:53 -     Found 61 players
2025-11-05 22:22:57 -     Found 56 players
2025-11-05 22:23:03 -     Found 60 players
2025-11-05 22:23:06 -     Found 61 players
2025-11-05 22:23:14 -     Found 63 players
2025-11-05 22:23:18 -     Found 64 players
2025-11-05 22:23:24 -     Found 56 players
2025-11-05 22:23:31 -     Found 64 players
2025-11-05 22:23:36 -     Found 61 players
2025-11-05 22:23:43 -     Found 58 players
2025-11-05 22:23:47 -     Found 55 players
2025-11-05 22:23:51 -     Found 61 players
2025-11-05 22:23:52 -   >> Checkpoint saved: 47667 players
2025-11-05 22:23:52 - 
Processing 2000...
2025-11-05 22:23:58 -     Found 59 players
2025-11-05 22:24:02 -     Found 61 players
2025-11-05 22:24:08 -     Found 57 players
2025-11-05 22:24:11 -     Found 54 players
2025-11-05 22:24:17 -     Found 59 players
2025-11-05 22:24:21 -     Found 60 players
2025-11-05 22:24:29 -     Found 56 players
2025-11-05 22:24:33 -     Found 64 players
2025-11-05 22:24:37 -     Found 63 players
2025-11-05 22:24:44 -     Found 60 players
2025-11-05 22:24:50 -     Found 57 players
2025-11-05 22:24:55 -     Found 61 players
2025-11-05 22:25:02 -     Found 55 players
2025-11-05 22:25:09 -     Found 54 players
2025-11-05 22:25:15 -     Found 67 players
2025-11-05 22:25:21 -     Found 57 players
2025-11-05 22:25:28 -     Found 61 players
2025-11-05 22:25:34 -     Found 58 players
2025-11-05 22:25:41 -     Found 52 players
2025-11-05 22:25:46 -     Found 58 players
2025-11-05 22:25:49 -     Found 57 players
2025-11-05 22:25:56 -     Found 66 players
2025-11-05 22:26:04 -     Found 59 players
2025-11-05 22:26:08 -     Found 56 players
2025-11-05 22:26:12 -     Found 58 players
2025-11-05 22:26:19 -     Found 53 players
2025-11-05 22:26:25 -     Found 58 players
2025-11-05 22:26:30 -     Found 59 players
2025-11-05 22:26:38 -     Found 54 players
2025-11-05 22:26:44 -     Found 54 players
2025-11-05 22:26:49 -     Found 55 players
2025-11-05 22:26:56 -     Found 64 players
2025-11-05 22:26:57 -   >> Checkpoint saved: 49533 players
2025-11-05 22:26:57 - 
Processing 2001...
2025-11-05 22:27:03 -     Found 58 players
2025-11-05 22:27:10 -     Found 58 players
2025-11-05 22:27:17 -     Found 56 players
2025-11-05 22:27:22 -     Found 58 players
2025-11-05 22:27:25 -     Found 62 players
2025-11-05 22:27:29 -     Found 58 players
2025-11-05 22:27:33 -     Found 58 players
2025-11-05 22:27:39 -     Found 65 players
2025-11-05 22:27:44 -     Found 63 players
2025-11-05 22:27:52 -     Found 58 players
2025-11-05 22:27:57 -     Found 64 players
2025-11-05 22:28:04 -     Found 59 players
2025-11-05 22:28:07 -     Found 60 players
2025-11-05 22:28:12 -     Found 58 players
2025-11-05 22:28:20 -     Found 62 players
2025-11-05 22:28:23 -     Found 57 players
2025-11-05 22:28:28 -     Found 58 players
2025-11-05 22:28:35 -     Found 56 players
2025-11-05 22:28:40 -     Found 61 players
2025-11-05 22:28:46 -     Found 58 players
2025-11-05 22:28:49 -     Found 60 players
2025-11-05 22:28:54 -     Found 62 players
2025-11-05 22:29:02 -     Found 60 players
2025-11-05 22:29:10 -     Found 52 players
2025-11-05 22:29:16 -     Found 55 players
2025-11-05 22:29:21 -     Found 56 players
2025-11-05 22:29:26 -     Found 57 players
2025-11-05 22:29:30 -     Found 56 players
2025-11-05 22:29:35 -     Found 56 players
2025-11-05 22:29:40 -     Found 55 players
2025-11-05 22:29:44 -     Found 60 players
2025-11-05 22:29:50 -     Found 56 players
2025-11-05 22:29:51 -   >> Checkpoint saved: 51405 players
2025-11-05 22:29:51 - 
2025-11-05 22:29:51 - ================================================================================
2025-11-05 22:29:51 - SCRAPING COMPLETE
2025-11-05 22:29:51 - ================================================================================
2025-11-05 22:29:51 - Teams scraped: 879
2025-11-05 22:29:51 - Players extracted: 50086
2025-11-05 22:29:51 - Output file: data\lookups\ROSTER_lookup_historical.csv
2025-11-06 07:39:08 - ================================================================================
2025-11-06 07:39:08 - PRO FOOTBALL REFERENCE ROSTER SCRAPER - SIMPLE VERSION
2025-11-06 07:39:08 - ================================================================================
2025-11-06 07:39:08 - 
2025-11-06 07:39:08 - Loading existing data...
2025-11-06 07:39:08 - Found existing data through 2001
2025-11-06 07:39:08 - Resuming from 2002...
2025-11-06 07:39:10 - All years already scraped!
2025-11-06 07:40:57 - ================================================================================
2025-11-06 07:40:57 - PRO FOOTBALL REFERENCE ROSTER SCRAPER - SIMPLE VERSION
2025-11-06 07:40:57 - ================================================================================
2025-11-06 07:40:57 - 
2025-11-06 07:40:57 - Loading existing data...
2025-11-06 07:40:57 - Found existing data through 2001
2025-11-06 07:40:57 - Resuming from 2002...
2025-11-06 07:40:59 - Found gaps in data: [1971]
2025-11-06 07:40:59 - Starting from first gap: 1971
2025-11-06 07:41:01 - 
Processing 1971...
2025-11-06 07:41:06 -     Found 52 players
2025-11-06 07:41:12 -     Found 50 players
2025-11-06 07:41:28 -     Found 51 players
2025-11-06 07:41:44 -     Found 47 players
2025-11-06 07:41:50 -     Found 48 players
2025-11-06 07:41:55 -     Found 44 players
2025-11-06 07:42:01 -     Found 50 players
2025-11-06 07:42:07 -     Found 49 players
2025-11-06 07:42:13 -     Found 45 players
2025-11-06 07:42:19 -     Found 48 players
2025-11-06 07:42:24 -     Found 51 players
2025-11-06 07:42:29 -     Found 48 players
2025-11-06 07:42:44 -     Found 46 players
2025-11-06 07:42:48 -     Found 48 players
2025-11-06 07:42:51 -     Found 47 players
2025-11-06 07:42:57 -     Found 50 players
2025-11-06 07:43:02 -     Found 45 players
2025-11-06 07:43:07 -     Found 48 players
2025-11-06 07:43:12 -     Found 49 players
2025-11-06 07:43:18 -     Found 50 players
2025-11-06 07:43:26 -     Found 50 players
2025-11-06 07:43:29 -     Found 49 players
2025-11-06 07:43:36 -     Found 53 players
2025-11-06 07:43:44 -     Found 48 players
2025-11-06 07:43:51 -     Found 42 players
2025-11-06 07:44:07 -     Found 51 players
2025-11-06 07:44:13 -     Found 47 players
2025-11-06 07:44:14 -   >> Checkpoint saved: 52611 players
2025-11-06 07:44:14 - 
Processing 1972...
2025-11-06 07:44:19 -     Found 59 players
2025-11-06 07:44:27 -     Found 46 players
2025-11-06 07:44:42 -     Found 57 players
2025-11-06 07:44:52 -     Found 48 players
2025-11-06 07:44:58 -     Found 50 players
2025-11-06 07:45:03 -     Found 51 players
2025-11-06 07:45:08 -     Found 46 players
2025-11-06 07:45:16 -     Found 52 players
2025-11-06 07:45:22 -     Found 51 players
2025-11-06 07:45:29 -     Found 49 players
2025-11-06 07:45:35 -     Found 53 players
2025-11-06 07:45:42 -     Found 48 players
2025-11-06 07:45:54 -     Found 46 players
2025-11-06 07:46:02 -     Found 51 players
2025-11-06 07:46:08 -     Found 46 players
2025-11-06 07:46:16 -     Found 44 players
2025-11-06 07:46:20 -     Found 47 players
2025-11-06 07:46:25 -     Found 45 players
2025-11-06 07:46:32 -     Found 47 players
2025-11-06 07:46:38 -     Found 54 players
2025-11-06 07:46:43 -     Found 45 players
2025-11-06 07:46:51 -     Found 46 players
2025-11-06 07:46:58 -     Found 57 players
2025-11-06 07:47:05 -     Found 49 players
2025-11-06 07:47:12 -     Found 45 players
2025-11-06 07:47:27 -     Found 53 players
2025-11-06 07:47:31 -     Found 48 players
2025-11-06 07:47:31 -   >> Checkpoint saved: 53944 players
2025-11-06 07:47:31 - 
Processing 1973...
2025-11-06 07:47:35 -     Found 54 players
2025-11-06 07:47:39 -     Found 49 players
2025-11-06 07:47:54 -     Found 52 players
2025-11-06 07:48:04 -     Found 51 players
2025-11-06 07:48:09 -     Found 47 players
2025-11-06 07:48:15 -     Found 46 players
2025-11-06 07:48:21 -     Found 47 players
2025-11-06 07:48:29 -     Found 48 players
2025-11-06 07:48:36 -     Found 50 players
2025-11-06 07:48:42 -     Found 52 players
2025-11-06 07:48:46 -     Found 62 players
2025-11-06 07:48:53 -     Found 47 players
2025-11-06 07:49:01 -     Found 49 players
2025-11-06 07:49:06 -     Found 49 players
2025-11-06 07:49:09 -     Found 45 players
2025-11-06 07:49:17 -     Found 44 players
2025-11-06 07:49:21 -     Found 48 players
2025-11-06 07:49:27 -     Found 47 players
2025-11-06 07:49:32 -     Found 54 players
2025-11-06 07:49:39 -     Found 59 players
2025-11-06 07:49:45 -     Found 52 players
2025-11-06 07:49:49 -     Found 49 players
2025-11-06 07:49:53 -     Found 52 players
2025-11-06 07:49:57 -     Found 48 players
2025-11-06 07:50:01 -     Found 46 players
2025-11-06 07:50:22 -     Found 62 players
2025-11-06 07:50:30 -     Found 48 players
2025-11-06 07:50:32 -   >> Checkpoint saved: 55301 players
2025-11-06 07:50:32 - 
Processing 1974...
2025-11-06 07:50:35 -     Found 53 players
2025-11-06 07:50:42 -     Found 49 players
2025-11-06 07:50:58 -     Found 56 players
2025-11-06 07:51:09 -     Found 51 players
2025-11-06 07:51:13 -     Found 48 players
2025-11-06 07:51:21 -     Found 52 players
2025-11-06 07:51:25 -     Found 51 players
2025-11-06 07:51:33 -     Found 53 players
2025-11-06 07:51:38 -     Found 49 players
2025-11-06 07:51:45 -     Found 54 players
2025-11-06 07:51:49 -     Found 52 players
2025-11-06 07:51:56 -     Found 48 players
2025-11-06 07:52:04 -     Found 56 players
2025-11-06 07:52:07 -     Found 56 players
2025-11-06 07:52:15 -     Found 50 players
2025-11-06 07:52:22 -     Found 50 players
2025-11-06 07:52:29 -     Found 51 players
2025-11-06 07:52:37 -     Found 50 players
2025-11-06 07:52:42 -     Found 60 players
2025-11-06 07:52:49 -     Found 59 players
2025-11-06 07:52:52 -     Found 54 players
2025-11-06 07:53:00 -     Found 51 players
2025-11-06 07:53:03 -     Found 50 players
2025-11-06 07:53:09 -     Found 49 players
2025-11-06 07:53:14 -     Found 55 players
2025-11-06 07:53:32 -     Found 52 players
2025-11-06 07:53:37 -     Found 55 players
2025-11-06 07:53:38 -   >> Checkpoint saved: 56715 players
2025-11-06 07:53:38 - 
Processing 1975...
2025-11-06 07:53:43 -     Found 44 players
2025-11-06 07:53:48 -     Found 48 players
2025-11-06 07:54:04 -     Found 47 players
2025-11-06 07:54:14 -     Found 51 players
2025-11-06 07:54:21 -     Found 44 players
2025-11-06 07:54:25 -     Found 48 players
2025-11-06 07:54:29 -     Found 45 players
2025-11-06 07:54:33 -     Found 50 players
2025-11-06 07:54:39 -     Found 50 players
2025-11-06 07:54:45 -     Found 52 players
2025-11-06 07:54:53 -     Found 49 players
2025-11-06 07:55:01 -     Found 45 players
2025-11-06 07:55:12 -     Found 56 players
2025-11-06 07:55:16 -     Found 56 players
2025-11-06 07:55:23 -     Found 46 players
2025-11-06 07:55:28 -     Found 47 players
2025-11-06 07:55:33 -     Found 47 players
2025-11-06 07:55:40 -     Found 47 players
2025-11-06 07:55:44 -     Found 55 players
2025-11-06 07:55:48 -     Found 55 players
2025-11-06 07:55:53 -     Found 47 players
2025-11-06 07:56:01 -     Found 49 players
2025-11-06 07:56:04 -     Found 51 players
2025-11-06 07:56:10 -     Found 44 players
2025-11-06 07:56:13 -     Found 47 players
2025-11-06 07:56:27 -     Found 49 players
2025-11-06 07:56:34 -     Found 48 players
2025-11-06 07:56:35 -   >> Checkpoint saved: 58032 players
2025-11-06 07:56:35 - 
Processing 1976...
2025-11-06 07:56:43 -     Found 53 players
2025-11-06 07:56:51 -     Found 56 players
2025-11-06 07:57:05 -     Found 58 players
2025-11-06 07:57:15 -     Found 48 players
2025-11-06 07:57:19 -     Found 44 players
2025-11-06 07:57:26 -     Found 46 players
2025-11-06 07:57:31 -     Found 44 players
2025-11-06 07:57:39 -     Found 50 players
2025-11-06 07:57:46 -     Found 53 players
2025-11-06 07:57:54 -     Found 51 players
2025-11-06 07:57:59 -     Found 54 players
2025-11-06 07:58:06 -     Found 45 players
2025-11-06 07:58:18 -     Found 49 players
2025-11-06 07:58:22 -     Found 49 players
2025-11-06 07:58:25 -     Found 46 players
2025-11-06 07:58:31 -     Found 50 players
2025-11-06 07:58:36 -     Found 52 players
2025-11-06 07:58:40 -     Found 48 players
2025-11-06 07:58:47 -     Found 50 players
2025-11-06 07:58:50 -     Found 50 players
2025-11-06 07:58:54 -     Found 52 players
2025-11-06 07:58:57 -     Found 53 players
2025-11-06 07:59:00 -     Found 50 players
2025-11-06 07:59:05 -     Found 45 players
2025-11-06 07:59:09 -     Found 48 players
2025-11-06 07:59:17 -     Found 53 players
2025-11-06 07:59:23 -     Found 65 players
2025-11-06 07:59:28 -     Found 54 players
2025-11-06 07:59:34 -     Found 47 players
2025-11-06 07:59:35 -   >> Checkpoint saved: 59495 players
2025-11-06 07:59:35 - 
Processing 1977...
2025-11-06 07:59:39 -     Found 51 players
2025-11-06 07:59:44 -     Found 49 players
2025-11-06 08:00:05 -     Found 49 players
2025-11-06 08:00:14 -     Found 50 players
2025-11-06 08:00:20 -     Found 47 players
2025-11-06 08:00:25 -     Found 49 players
2025-11-06 08:00:30 -     Found 45 players
2025-11-06 08:00:35 -     Found 50 players
2025-11-06 08:00:39 -     Found 53 players
2025-11-06 08:00:43 -     Found 51 players
2025-11-06 08:00:50 -     Found 52 players
2025-11-06 08:00:55 -     Found 50 players
2025-11-06 08:01:05 -     Found 50 players
