Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,PhotoID,Player Assets ID,CommID,PresID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Hometown,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Mathis,Phidarian,Alabama,2,47,2022,DT,1826.0,MathisPhidarian_22167,,,plpo_MathisPhidarian,76.0,312.0,2022.0,2025.0,0.0,0.0,0.0,2.0,NFL,,,"Wisner, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Phidarian_Mathis_Preseason_Week_1-_Commanders_at_Jets_%28cropped%29.jpg/250px-Phidarian_Mathis_Preseason_Week_1-_Commanders_at_Jets_%28cropped%29.jpg,,False
Brisker,Jaquan,Penn St.,2,48,2022,S,1194.0,BriskerJaquan_22228,,,plpo_BriskerJaquan,73.0,204.0,2022.0,2025.0,0.0,0.0,2.0,11.0,NFL,,,"Pittsburgh, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Jaquan_Brisker.png/250px-Jaquan_Brisker.png,,False
Taylor,Alontae,Tennessee,2,49,2022,DB,1969.0,TaylorAlontae_22209,,,plpo_TaylorAlontae,72.0,199.0,2022.0,2025.0,0.0,0.0,3.0,13.0,NFL,,,"Winchester, Tennessee",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Alontae_Taylor_%2853018551183%29_%28cropped%29.jpg/250px-Alontae_Taylor_%2853018551183%29_%28cropped%29.jpg,,False
Ezeudu,Joshua,North Carolina,3,67,2022,OL,1571.0,EzeuduJoshua_22440,,,plpo_EzeuduJoshua,76.0,310.0,2022.0,2024.0,0.0,0.0,0.0,5.0,NFL,,,"Lawrenceville, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Injury_icon_2.svg/20px-Injury_icon_2.svg.png,,False
Emerson,Martin,Mississippi St.,3,68,2022,CB,22258.0,EmersonMartin_22258,,,,74.0,201.0,2022.0,2024.0,0.0,0.0,2.0,13.0,NFL,,,"Pensacola, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Martin_Emerson_%2852340507131%29_%28cropped%29.jpg/250px-Martin_Emerson_%2852340507131%29_%28cropped%29.jpg,,False
Pickett,Kenny,Pittsburgh,1,20,2022,QB,1889.0,pickettKenny_22046,,,plpo_PickettKenny,75.0,220.0,2022.0,2024.0,0.0,0.0,2.0,14.0,NFL,,,"Ocean Township, New",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3c/Kenny_Pickett_by_Gage_Skidmore.jpg/250px-Kenny_Pickett_by_Gage_Skidmore.jpg,,False
McDuffie,Trent,Washington,1,21,2022,CB,1844.0,McDuffieTrent_22265,,,plpo_McDuffieTrent,71.0,193.0,2022.0,2025.0,1.0,0.0,3.0,28.0,NFL,,,"Westminster, California",https://upload.wikimedia.org/wikipedia/commons/thumb/7/74/Big_Red_One_Attends_Kansas_City_Chiefs_Training_Camp_%287983487%29_%28cropped%29.jpg/250px-Big_Red_One_Attends_Kansas_City_Chiefs_Training_Camp_%287983487%29_%28cropped%29.jpg,,False
Jones Jr.,Velus,Tennessee,3,71,2022,WR,,,,,,72.0,200.0,2022.0,2025.0,0.0,0.0,0.0,3.0,NFL,,,"Mobile, Alabama",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Velus_Jones_Jr.jpg/250px-Velus_Jones_Jr.jpg,,False
McBride,Trey,Colorado St.,2,55,2022,TE,1830.0,McBrideTrey_22093,,,plpo_McBrideTrey,76.0,246.0,2022.0,2025.0,0.0,1.0,3.0,20.0,NFL,,,"Greeley, Colorado",https://upload.wikimedia.org/wikipedia/commons/thumb/0/05/2024_FanDuel_Interview_Trey_McBride_%28cropped%29.png/250px-2024_FanDuel_Interview_Trey_McBride_%28cropped%29.png,,False
Goedeke,Luke,Central Michigan,2,57,2022,OL,1734.0,GoedekeLuke_22112,,,plpo_GoedekeLuke,77.0,312.0,2022.0,2025.0,0.0,0.0,2.0,17.0,NFL,,,"Whitelaw, Wisconsin",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Luke_Goedeke_%2853988023297%29_%28cropped%29.jpg/250px-Luke_Goedeke_%2853988023297%29_%28cropped%29.jpg,,False
Andersen,Troy,Montana St.,2,58,2022,LB,1133.0,AndersenTroy_22194,,,plpo_AndersenTroy,76.0,245.0,2022.0,2024.0,0.0,0.0,0.0,6.0,NFL,,,"Dillon, Montana",https://upload.wikimedia.org/wikipedia/commons/thumb/4/45/Troy_Andersen_interview.jpg/250px-Troy_Andersen_interview.jpg,,False
Wilson,Garrett,Ohio St.,1,10,2022,WR,2040.0,wilsonGarrett_22376,,,plpo_WilsonGarrett,72.0,183.0,2022.0,2025.0,0.0,0.0,3.0,24.0,NFL,,,"Chicago, Illinois",https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/2025_NYJ_offseason_-_Garrett_Wilson_interview_%28cropped%29.png/250px-2025_NYJ_offseason_-_Garrett_Wilson_interview_%28cropped%29.png,,False
Olave,Chris,Ohio St.,1,11,2022,WR,1870.0,olaveChris_22072,,,plpo_OlaveChris,72.0,187.0,2022.0,2025.0,0.0,0.0,3.0,20.0,NFL,,,"San Ysidro, California",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ca/IX8A4137_%2845339431234%29_%28cropped%29.jpg/250px-IX8A4137_%2845339431234%29_%28cropped%29.jpg,,False
Wyatt,Devonte,Georgia,1,28,2022,DT,2059.0,WyattDevonte_22166,,,plpo_WyattDevonte,75.0,304.0,2022.0,2025.0,0.0,0.0,0.0,6.0,NFL,,,"Decatur, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5f/Devonte_Wyatt.png/250px-Devonte_Wyatt.png,,False
Strange,Cole,Chattanooga,1,29,2022,OL,1958.0,strangeCole_22137,,,plpo_StrangeCole,77.0,310.0,2022.0,2025.0,0.0,0.0,2.0,11.0,NFL,,,"Knoxville, Tennessee",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/New_England_Patriots_visit_USS_Constitution_%287468599%29_%28Strange_cropped%29.jpg/250px-New_England_Patriots_visit_USS_Constitution_%287468599%29_%28Strange_cropped%29.jpg,,False
Hamilton,Kyle,Notre Dame,1,14,2022,S,1753.0,HamiltonKyle_22226,,,plpo_HamiltonKyle,76.0,218.0,2022.0,2025.0,1.0,2.0,2.0,22.0,NFL,,,"Heraklion, Crete",https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Kyle_Hamilton_%2853880437431%29.jpg/250px-Kyle_Hamilton_%2853880437431%29.jpg,,False
Bonitto,Nik,Oklahoma,2,64,2022,OLB,1181.0,BonittoNik_22142,,,plpo_BonittoNik,75.0,240.0,2022.0,2025.0,0.0,1.0,1.0,21.0,NFL,,,"Fort Lauderdale, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b1/Nik_Bonitto.png/250px-Nik_Bonitto.png,,False
Fortner,Luke,Kentucky,3,65,2022,G,1647.0,FortnerLuke_22425,,,plpo_FortnerLuke,76.0,307.0,2022.0,2025.0,0.0,0.0,2.0,17.0,NFL,,,"Cleveland, Ohio",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Luke_Fortner.jpg/250px-Luke_Fortner.jpg,,False
Asamoah,Brian,Oklahoma,3,66,2022,LB,1145.0,,,,plpo_AsamoahBrian,72.0,226.0,2022.0,2024.0,0.0,0.0,0.0,3.0,NFL,,,"Newark, New",,,False
Burks,Treylon,Arkansas,1,18,2022,WR,1226.0,burksTreylon_22069,,,plpo_BurksTreylon,74.0,225.0,2022.0,2024.0,0.0,0.0,1.0,6.0,NFL,,,"Flint, Michigan",https://upload.wikimedia.org/wikipedia/commons/thumb/2/27/Treylon_Burks.jpg/250px-Treylon_Burks.jpg,,False
Penning,Trevor,Northern Iowa,1,19,2022,T,1881.0,penningTrevor_22103,,,plpo_PenningTrevor,79.0,325.0,2022.0,2025.0,0.0,0.0,1.0,12.0,NFL,,,"Clear Lake, Iowa",,,False
Hall,Breece,Iowa St.,2,36,2022,RB,1747.0,hallBreece_22326,,,plpo_HallBreece,71.0,217.0,2022.0,2025.0,0.0,0.0,2.0,20.0,NFL,,,"Omaha, Nebraska",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Breece_Hall_FanDuel_Interview_%28cropped%29.png/250px-Breece_Hall_FanDuel_Interview_%28cropped%29.png,,False
Pitre,Jalen,Baylor,2,37,2022,S,1893.0,PitreJalen_22230,,,plpo_PitreJalen,72.0,200.0,2022.0,2025.0,0.0,0.0,3.0,16.0,NFL,,,"Stafford, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Jalen_Pitre.png/250px-Jalen_Pitre.png,,False
Walker,Quay,Georgia,1,22,2022,LB,2006.0,WalkerQuay_22187,,,plpo_WalkerQuay,76.0,241.0,2022.0,2025.0,0.0,0.0,3.0,18.0,NFL,,,"Cordele, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/Luke_Doty_and_Quay_Walker_Crop.jpg/250px-Luke_Doty_and_Quay_Walker_Crop.jpg,,False
Ekwonu,Ikem,North Carolina St.,1,6,2022,T,,,,,,76.0,320.0,2022.0,2025.0,0.0,0.0,3.0,19.0,NFL,,,"Matthews, North",https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Ikem_Ekwonu.png/250px-Ikem_Ekwonu.png,,False
Neal,Evan,Alabama,1,7,2022,OL,1864.0,nealEvan_22441,,,plpo_NealEvan,79.0,340.0,2022.0,2024.0,0.0,0.0,1.0,11.0,NFL,,,"Okeechobee, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2c/Evan_Neal.png/250px-Evan_Neal.png,,False
London,Drake,USC,1,8,2022,WR,1813.0,londonDrake_22068,,,plpo_LondonDrake,76.0,215.0,2022.0,2025.0,0.0,0.0,3.0,25.0,NFL,,,"Moorpark, California",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Drake_London_Falcons_camp_2022.png/250px-Drake_London_Falcons_camp_2022.png,,False
Rhyan,Sean,UCLA,3,92,2022,OL,1911.0,RhyanSean_22443,,,plpo_RhyanSean,77.0,321.0,2022.0,2025.0,0.0,0.0,1.0,10.0,NFL,,,"Laguna Hills, California",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2a/Sean_Rhyan_%28221018-O-QS269-1232%29_%28cropped%29.jpg/250px-Sean_Rhyan_%28221018-O-QS269-1232%29_%28cropped%29.jpg,,False
Davis-Price,Tyrion,LSU,3,93,2022,RB,,,,,,72.0,211.0,2022.0,2024.0,0.0,0.0,0.0,1.0,NFL,,,"Baton Rouge, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/0/01/LSUvsGASouth_051_%2849078986231%29.jpg/250px-LSUvsGASouth_051_%2849078986231%29.jpg,,False
Faalele,Daniel,Minnesota,4,110,2022,T,1574.0,FaaleleDaniel_22104,,,plpo_FaaleleDaniel,80.0,370.0,2022.0,2025.0,0.0,0.0,1.0,12.0,NFL,,,"Melbourne, Victoria",,,False
Mitchell,Max,Louisiana,4,111,2022,T,1854.0,MitchellMax_22106,,,plpo_MitchellMax,78.0,307.0,2022.0,2025.0,0.0,0.0,0.0,5.0,NFL,,,"Monroe, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8e/2025_NYJ_Training_Camp_Question_-_OT_Max_Mitchell.png/250px-2025_NYJ_Training_Camp_Question_-_OT_Max_Mitchell.png,,False
Cross,Nick,Maryland,3,96,2022,DB,1319.0,CrossNick_22398,,,plpo_CrossNick,72.0,212.0,2022.0,2025.0,0.0,0.0,1.0,10.0,NFL,,,"Bowie, Maryland",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f3/Nick_Cross_Colts-Commanders_OCT2022_%28cropped%29.jpg/250px-Nick_Cross_Colts-Commanders_OCT2022_%28cropped%29.jpg,,False
Dulcich,Greg,UCLA,3,80,2022,TE,1550.0,dulcichGreg_22344,,,plpo_DulcichGreg,76.0,245.0,2022.0,2024.0,0.0,0.0,0.0,3.0,NFL,,,"Glendale, California",,,False
Flott,Cordale,LSU,3,81,2022,CB,1580.0,FlottCordale_22259,,,plpo_FlottCordale,,,2022.0,2025.0,0.0,0.0,1.0,9.0,NFL,,,,,,False
Malone,DeAngelo,Western Kentucky,3,82,2022,DE,1824.0,MaloneDeangelo_22152,,,plpo_MaloneDeangelo,75.0,235.0,2022.0,2025.0,0.0,0.0,0.0,3.0,NFL,,,"Atlanta, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/f/fa/DeAngelo_Malone_2022.jpg/250px-DeAngelo_Malone_2022.jpg,,False
Sanders,Myjai,Cincinnati,3,100,2022,DE,1939.0,SandersMyjai_22144,,,plpo_SandersMyjai,77.0,248.0,2022.0,2023.0,0.0,0.0,0.0,3.0,NFL,,,"Jacksonville, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/e/eb/Myjai_Sanders_%28211023-N-SM112-0169%29_%28cropped%29.jpg/250px-Myjai_Sanders_%28211023-N-SM112-0169%29_%28cropped%29.jpg,,False
Ruckert,Jeremy,Ohio St.,3,101,2022,TE,1932.0,RuckertJeremy_22090,,,plpo_RuckertJeremy,77.0,250.0,2022.0,2025.0,0.0,0.0,1.0,2.0,NFL,,,"Lindenhurst, New",https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/2025_NYJ_Training_Camp_Question_-_Jeremy_Ruckert.png/250px-2025_NYJ_Training_Camp_Question_-_Jeremy_Ruckert.png,,False
Pickens,George,Georgia,2,52,2022,WR,1888.0,PickensGeorge_22365,,,plpo_PickensGeorge,75.0,200.0,2022.0,2025.0,0.0,0.0,3.0,24.0,NFL,,,"Hoover, Alabama",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/George_Pickens.png/250px-George_Pickens.png,,False
Pierce,Alec,Cincinnati,2,53,2022,WR,1890.0,pierceAlec_22085,,,plpo_PierceAlec,75.0,211.0,2022.0,2025.0,0.0,0.0,3.0,15.0,NFL,,,"Glen Ellyn, Illinois",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Alec_Pierce_Commanders_vs_Colts_OCT2022_%28cropped%29.jpg/250px-Alec_Pierce_Commanders_vs_Colts_OCT2022_%28cropped%29.jpg,,False
Bruss,Logan,Wisconsin,3,104,2022,OL,1218.0,BrussLogan_22463,,,plpo_BrussLogan,77.0,317.0,2022.0,2024.0,0.0,0.0,0.0,2.0,NFL,,,"Kimberly, Wisconsin",,,False
Bernard,Terrel,Baylor,3,89,2022,LB,1173.0,BernardTerrel_22192,,,plpo_BernardTerrel,73.0,224.0,2022.0,2025.0,0.0,0.0,2.0,19.0,NFL,,,"La Porte, Texas",,,False
Parham,Dylan,Memphis,3,90,2022,OL,1876.0,ParhamDylan_22128,,,plpo_ParhamDylan,75.0,332.0,2022.0,2025.0,0.0,0.0,3.0,16.0,NFL,,,"Carrollton, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Dylan_Parham.jpg/250px-Dylan_Parham.jpg,,False
White,Rachaad,Arizona St.,3,91,2022,RB,2028.0,whiteRachaad_22056,,,plpo_WhiteRachaad,72.0,214.0,2022.0,2025.0,0.0,0.0,2.0,21.0,NFL,,,"Kansas City, Missouri",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Buccaneers_RB_Rachaad_White_-_Front_Office_Sports_Interview.png/250px-Buccaneers_RB_Rachaad_White_-_Front_Office_Sports_Interview.png,,False
Booth,Andrew,Clemson,2,42,2022,CB,1187.0,,,,plpo_BoothAndrew,,,2022.0,2024.0,0.0,0.0,0.0,3.0,NFL,,,,,,False
Robinson,Wan'Dale,Kentucky,2,43,2022,WR,1924,RobinsonWanDale_22368,,,plpo_RobinsonWanDale,68.0,185.0,2022.0,2025.0,0.0,0.0,0.0,11.0,NFL,,,"Frankfort, Kentucky",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Wan%27Dale_Robinson_%28cropped%29.jpg/250px-Wan%27Dale_Robinson_%28cropped%29.jpg,,False
Jackson,Drake,USC,2,61,2022,OLB,1776.0,JacksonDrake_22310,,,plpo_JacksonDrake,76.0,273.0,2022.0,2023.0,0.0,0.0,0.0,3.0,NFL,,,"Corona, California",https://upload.wikimedia.org/wikipedia/commons/thumb/3/38/Drake_Jackson.png/250px-Drake_Jackson.png,,False
Cook,Bryan,Cincinnati,2,62,2022,S,1303.0,CookBryan_22234,,,plpo_CookBryan,73.0,206.0,2022.0,2025.0,0.0,0.0,2.0,12.0,NFL,,,"Cincinnati, Ohio",https://upload.wikimedia.org/wikipedia/commons/a/aa/Bryan_Cook-Chiefs_warmup_before_Rams_at_Chiefs_%2852531028370%29_%28cropped%29.jpg,,False
Paschal,Josh,Kentucky,2,46,2022,DE,,,,,,75.0,275.0,2022.0,2024.0,0.0,0.0,0.0,9.0,NFL,,,"Washington, D",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Injury_icon_2.svg/20px-Injury_icon_2.svg.png,,False
Joseph,Kerby,Illinois,3,97,2022,DB,1792.0,josephKerby_22227,,,plpo_JosephKerby,72.0,210.0,2022.0,2025.0,1.0,0.0,3.0,23.0,NFL,,,"Orlando, Florida",,,False
Robinson Jr.,Brian,Alabama,3,98,2022,RB,1918,RobinsonJrBrian_22055,,,plpo_RobinsonBrian,73.0,225.0,2022.0,2025.0,0.0,0.0,3.0,16.0,NFL,,,"Tuscaloosa, Alabama",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Brian_Robinson_Commanders_vs_Texans_NOV2022_%28cropped%29.jpg/250px-Brian_Robinson_Commanders_vs_Texans_NOV2022_%28cropped%29.jpg,,False
Bell,David,Purdue,3,99,2022,WR,1159.0,BellDavid_22070,,,plpo_BellDavid,73.0,212.0,2022.0,2024.0,0.0,0.0,0.0,3.0,NFL,,,"Indianapolis, Indiana",https://upload.wikimedia.org/wikipedia/commons/thumb/1/1e/David_Bell_%2853142586244%29_%28cropped%29.jpg/250px-David_Bell_%2853142586244%29_%28cropped%29.jpg,,False
Thornton,Tyquan,Baylor,2,50,2022,WR,1985.0,ThorntonTyquan_22371,,,plpo_ThorntonTyquan,74.0,185.0,2022.0,2025.0,0.0,0.0,1.0,3.0,NFL,,,"Miami, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Tyquan_Thornton_answering_press_questions_after_a_practice_during_2023_Patriots_Training_Camp.jpg/250px-Tyquan_Thornton_answering_press_questions_after_a_practice_during_2023_Patriots_Training_Camp.jpg,,False
Jurgens,Cam,Nebraska,2,51,2022,OL,1793.0,JurgensCam_22273,,,plpo_JurgensCam,75.0,303.0,2022.0,2025.0,0.0,1.0,2.0,14.0,NFL,,,"Beatrice, Nebraska",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Cam_Jurgens_-_Philadelphia_Eagles_Visit_ANC_April_2025_%28cropped%29.jpg/250px-Cam_Jurgens_-_Philadelphia_Eagles_Visit_ANC_April_2025_%28cropped%29.jpg,,False
Petit-Frere,Nicholas,Ohio St.,3,69,2022,T,,,,,,77.0,316.0,2022.0,2024.0,0.0,0.0,1.0,11.0,NFL,,,"Lucie, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Nicholas_Petit-Frere_2022.jpg/250px-Nicholas_Petit-Frere_2022.jpg,,False
Muma,Chad,Wyoming,3,70,2022,LB,1860.0,MumaChad_22186,,,plpo_MumaChad,75.0,239.0,2022.0,2025.0,0.0,0.0,0.0,6.0,NFL,,,"Denver, Colorado",https://upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Chad_Muma_2023_%28cropped%29.jpg/250px-Chad_Muma_2023_%28cropped%29.jpg,,False
Moore,Skyy,Western Michigan,2,54,2022,WR,1858.0,mooreSkyy_22362,,,plpo_MooreSkyy,70.0,195.0,2022.0,2025.0,0.0,0.0,0.0,4.0,NFL,,,"New Kensington, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/b/b6/Skyy_Moore_P20230605AS-1323_%28cropped%29.jpg,,False
Gordon,Kyler,Washington,2,39,2022,CB,1738.0,GordonKyler_22261,,,plpo_GordonKyler,71.0,200.0,2022.0,2025.0,0.0,0.0,2.0,12.0,NFL,,,"Mukilteo, Washington",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Kyler_Gordon.png/250px-Kyler_Gordon.png,,False
Mafe,Boye,Minnesota,2,40,2022,DE,1821.0,MafeBoye_22153,,,plpo_MafeBoye,76.0,261.0,2022.0,2025.0,0.0,0.0,1.0,14.0,NFL,,,"Golden Valley, Minnesota",,,False
Walker III,Kenneth,Michigan St.,2,41,2022,RB,2005.0,WalkerIIIKenneth_22338,,,plpo_WalkerIIIKenny,69.0,211.0,2022.0,2025.0,0.0,0.0,3.0,20.0,NFL,,,"Arlington, Tennessee",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/KennethWalkerIII.jpg/250px-KennethWalkerIII.jpg,,False
Ezukanma,Erik,Texas Tech,4,125,2022,WR,1572.0,EzukanmaErik_22358,,,plpo_EzukanmaErik,74.0,210.0,2022.0,2024.0,0.0,0.0,0.0,0.0,NFL,,,"Fort Worth, Texas",,,False
Farrell,Neil,LSU,4,126,2022,DT,1576.0,FarrellJrNeil_22297,,,plpo_FarrellNeil,,,2022.0,2024.0,0.0,0.0,0.0,2.0,NFL,,,,,,False
Okonkwo,Chigoziem,Maryland,4,143,2022,TE,1869.0,OkonkwoChigoziem_22347,,,plpo_OkonkwoChigoziem,75.0,238.0,2022.0,2025.0,0.0,0.0,1.0,12.0,NFL,,,"Powder Springs, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/9/98/Chigoziem_Okonkwo_Music_City_Football_Episode_2_%28cropped%29.png/250px-Chigoziem_Okonkwo_Music_City_Football_Episode_2_%28cropped%29.png,,False
Howell,Sam,North Carolina,5,144,2022,QB,1770.0,HowellSam_22380,,,plpo_HowellSam,73.0,220.0,2022.0,2024.0,0.0,0.0,1.0,12.0,NFL,,,"Waynesville, North",https://upload.wikimedia.org/wikipedia/commons/thumb/c/cc/Sam_Howell_2022_-_3_%28cropped%29.jpg/250px-Sam_Howell_2022_-_3_%28cropped%29.jpg,,False
Ferguson,Jake,Wisconsin,4,129,2022,TE,1577.0,FergusonJake_22094,,,plpo_FergusonJake,77.0,244.0,2022.0,2025.0,0.0,1.0,2.0,15.0,NFL,,,"Rapid City, South",https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/84_Jake_Ferguson_%28cropped%29.jpg/250px-84_Jake_Ferguson_%28cropped%29.jpg,,False
Butler,Percy,Louisiana,4,113,2022,S,1239.0,ButlerPercy_22450,,,plpo_ButlerPercy,72.0,190.0,2022.0,2025.0,0.0,0.0,1.0,6.0,NFL,,,"Plaquemine, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Commanders_2025_Training_Camp_-_Percy_Butler_%28cropped%29.jpg/250px-Commanders_2025_Training_Camp_-_Percy_Butler_%28cropped%29.jpg,,False
Belton,Dane,Iowa,4,114,2022,DB,1172.0,BeltonDane_22396,,,plpo_BeltonDane,73.0,190.0,2022.0,2025.0,0.0,0.0,0.0,8.0,NFL,,,"Tampa, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Dane_Belton_%2851727926037%29_%28cropped%29.jpg/250px-Dane_Belton_%2851727926037%29_%28cropped%29.jpg,,False
Mathis,Damarri,Pittsburgh,4,115,2022,DB,1825.0,MathisDamarri_22236,,,plpo_MathisDamarri,71.0,195.0,2022.0,2024.0,0.0,0.0,1.0,7.0,NFL,,,"Lakeland, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Injury_icon_2.svg/20px-Injury_icon_2.svg.png,,False
Camarda,Jake,Georgia,4,133,2022,P,1243.0,CamardaJake_22252,,,plpo_CamardaJake,73.0,193.0,2022.0,2024.0,0.0,0.0,2.0,8.0,NFL,,,"Norcross, Georgia",,,False
Burford,Spencer,Texas-San Antonio,4,134,2022,OL,1225.0,BurfordSpencer_22136,,,plpo_BurfordSpencer,76.0,300.0,2022.0,2025.0,0.0,0.0,2.0,14.0,NFL,,,"San Antonio, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ae/Spencer_Burford_2024_49ers_Bears.jpg/250px-Spencer_Burford_2024_49ers_Bears.jpg,,False
Willis,Malik,Liberty,3,86,2022,QB,2039.0,willisMalik_22048,,,plpo_WillisMalik,73.0,225.0,2022.0,2024.0,0.0,0.0,0.0,4.0,NFL,,,"College Park, Georgia",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Malik_Willis_interview.jpg/250px-Malik_Willis_interview.jpg,,False
Thomas,Cameron,San Diego St.,3,87,2022,DE,5054.0,ThomasCameron_22312,,,plpo_ThomasCameron,76.0,265.0,2022.0,2025.0,0.0,0.0,0.0,3.0,NFL,,,"San Diego, California",https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Cameron_Thomas_%287507993%29_%28cropped%29.jpg/250px-Cameron_Thomas_%287507993%29_%28cropped%29.jpg,,False
Zappe,Bailey,Western Kentucky,4,137,2022,QB,2065.0,zappeBailey_22049,,,plpo_ZappeBailey,73.0,215.0,2022.0,2024.0,0.0,0.0,0.0,2.0,NFL,,,"Victoria, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Bailey_Zappe_Tennessee_Titans_Pro_Day_%28cropped%29.png/250px-Bailey_Zappe_Tennessee_Titans_Pro_Day_%28cropped%29.png,,False
White,Zamir,Georgia,4,122,2022,RB,2030.0,WhiteZamir_22340,,,plpo_WhiteZamir,72.0,227.0,2022.0,2025.0,0.0,0.0,0.0,5.0,NFL,,,"Laurinburg, North",https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Zamir_White.jpg/250px-Zamir_White.jpg,,False
Spiller,Isaiah,Texas A&M,4,123,2022,RB,1954.0,SpillerIsaiah_22337,,,plpo_SpillerIsaiah,73.0,215.0,2022.0,2023.0,0.0,0.0,0.0,1.0,NFL,,,"Spring, Texas",,,False
York,Cade,LSU,4,124,2022,K,2063.0,,,,plpo_YorkCade,73.0,206.0,2022.0,2024.0,0.0,0.0,1.0,1.0,NFL,,,"Kinney, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/2/24/Cade_York_8_15_2022.jpg/250px-Cade_York_8_15_2022.jpg,,False
Harris,Christian,Alabama,3,75,2022,LB,1756.0,HarrisChristian_22405,,,plpo_HarrisChristian,73.0,226.0,2022.0,2025.0,0.0,0.0,2.0,13.0,NFL,,,"Baton Rouge, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/f/f7/Christian_Harris_Texans_2022_%28cropped%29.jpg/250px-Christian_Harris_Texans_2022_%28cropped%29.jpg,,False
Jones,Travis,Connecticut,3,76,2022,DT,1790.0,JonesTravis_22179,,,plpo_JonesTravis,76.0,341.0,2022.0,2025.0,0.0,0.0,1.0,9.0,NFL,,,"New Haven, Connecticut",https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Travis_Jones_Ravens_Training_Camp_AUG2023_%28cropped%29.jpg/250px-Travis_Jones_Ravens_Training_Camp_AUG2023_%28cropped%29.jpg,,False
Corral,Matt,Mississippi,3,94,2022,QB,1317.0,CorralMatt_22045,,,plpo_CorralMatt,73.0,215.0,2022.0,,0.0,0.0,0.0,,NFL,,,"Ventura, California",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Matt_Corral_2021.png/250px-Matt_Corral_2021.png,,False
