Last Name,First Name,College/Univ,Round,Pick,Draft Class,Position,Jersey,PhotoID,Player Assets ID,CommID,PLPO,Height,Weight,From,To,AP1,PB,St,wAV,League,Race,Home State,Wiki_Image_URL,PFR_Image_URL,isHOF
Wallow,Garret,TCU,5,170,2021,MLB,32,1238,WallowGarret_21683,21683,plpo_WallowGarret,74,230,2021,2025,0,0,0,4,NFL,7,"New Orleans, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Injury_icon_2.svg/20px-Injury_icon_2.svg.png,,FALSE
Hayes,Daelin,Notre Dame,5,171,2021,DL,59,990,HayesDaelin_21285,21285,plpo_HayesDaelin,76,253,2021,2021,0,0,0,0,NFL,7,"Detroit, Michigan",https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Daelin_Hayes.jpg/250px-Daelin_Hayes.jpg,,FALSE
Lenoir,Deommodore,Oregon,5,172,2021,CB,2,1205,LenoirDeommodore_21454,21454,plpo_LenoirDeommodore,70,200,2021,2025,0,0,3,15,NFL,7,"Los Angeles, California",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/Deommodore_Lenoir.png/250px-Deommodore_Lenoir.png,,FALSE
Slaton,Tedarrell,Florida,5,173,2021,DL,93,,,,,76,330,2021,2025,0,0,2,17,NFL,,"Fort Lauderdale, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/f/ff/Tedarrell_Slaton_%2851631872313%29_%28cropped%29.jpg/250px-Tedarrell_Slaton_%2851631872313%29_%28cropped%29.jpg,,FALSE
Brown IV,Earnest,Northwestern,5,174,2021,LE,51,885,,21868,,,,2021,2024,0,0,0,1,NFL,7,,,,FALSE
Pinnock,Jason,Pittsburgh,5,175,2021,CB,27,1013,PinnockJason_21701,21701,plpo_PinnockJason,72,200,2021,2025,0,0,2,13,NFL,7,"Windsor, Connecticut",,,FALSE
Britt,K.J.,Auburn,5,176,2021,MLB,52,982,BrittKJ_21676,21676,plpo_BrittKJ,72,240,2021,2025,0,0,1,10,NFL,7,,,,FALSE
McGrone,Cameron,Michigan,5,177,2021,MLB,59,1048,McGroneCameron_21499,21499,plpo_McGroneCameron,73,236,2021,2025,0,0,0,2,NFL,7,"Indianapolis, Indiana",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Cameron_McGrone_PSU_vs._UM_%28cropped%29.jpg/250px-Cameron_McGrone_PSU_vs._UM_%28cropped%29.jpg,,FALSE
Jean-Charles,Shemar,Appalachian St.,5,178,2021,CB,22,1340,,21699,plpo_Jean,70,184,2021,2024,0,0,0,2,NFL,7,"Miramar, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/Shemar_Jean-Charles_%2851631516293%29_%28cropped%29.jpg/250px-Shemar_Jean-Charles_%2851631516293%29_%28cropped%29.jpg,,FALSE
Fehoko,Simi,Stanford,5,179,2021,WR,81,1130,FehokoSimi_21742,21742,plpo_FehokoSimi,76,218,2021,2025,0,0,0,1,NFL,7,"Salt Lake City, Utah",https://upload.wikimedia.org/wikipedia/commons/thumb/2/29/Simi_Fehoko_%2852479577872%29_%28cropped%29.jpg/250px-Simi_Fehoko_%2852479577872%29_%28cropped%29.jpg,,FALSE
Hufanga,Talanoa,USC,5,180,2021,SS,29,1164,HufangaTalanoa_21488,21488,plpo_HufangaTalanoa,72,200,2021,2025,1,1,2,19,NFL,7,"Corvallis, Oregon",https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Talanoa_Hufanga_%28180106-A-JG268-009%29_%28cropped%29.jpg/250px-Talanoa_Hufanga_%28180106-A-JG268-009%29_%28cropped%29.jpg,,FALSE
Powell,Cornell,Clemson,5,181,2021,WR,14,1052,PowellCornell_21616,21616,plpo_PowellCornell,72,204,2021,2022,0,0,0,0,NFL,7,"Greenville, North",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e8/Cornell_Powell.jpg/250px-Cornell_Powell.jpg,,FALSE
Ogundeji,Adetokunbo,Notre Dame,5,182,2021,DL,92,951,OgundejiAdetokunbo_21686,21686,plpo_OgundejiAdetokunbo,76,268,2021,2024,0,0,2,10,NFL,7,"West Bloomfield, Michigan",https://upload.wikimedia.org/wikipedia/commons/thumb/1/11/Adetokunbo_Ogundeji.jpg/250px-Adetokunbo_Ogundeji.jpg,,FALSE
Williams,Avery,Boise St.,5,183,2021,CB,35,1277,WilliamsAvery_21709,21709,plpo_WilliamsAvery,69,195,2021,2025,0,0,0,2,NFL,7,"Pasadena, California",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Avery_Williams_Falcons_2022_%28cropped%29.png/250px-Avery_Williams_Falcons_2022_%28cropped%29.png,,FALSE
Mason,Ben,Michigan,5,184,2021,FB,38,1034,MasonBen_21633,21633,plpo_MasonBen,75,265,2021,2023,0,0,0,0,NFL,7,"Newtown, Connecticut",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d9/Ben_Mason_%2851410298117%29_%28cropped%29.jpg/250px-Ben_Mason_%2851410298117%29_%28cropped%29.jpg,,FALSE
Niemann,Nick,Iowa,6,185,2021,MLB,31,1054,NiemannNick_21904,21904,plpo_NiemannNick,75,234,2021,2025,0,0,0,5,NFL,7,"Waterloo, Iowa",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Nick_Niemann.jpg/250px-Nick_Niemann.jpg,,FALSE
Nasirildeen,Hamsah,Florida St.,6,186,2021,CB,45,1023,NasirildeenHamsah_21472,21472,plpo_NasirildeenHamsah,75,215,2021,2022,0,0,0,2,NFL,7,"Concord, North",,,FALSE
Darby,Frank,Arizona St.,6,187,2021,WR,88,1079,,21589,plpo_DarbyFrank,73,200,2021,2023,0,0,0,0,NFL,7,"Jersey City, New",https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Frank_Darby.jpg/250px-Frank_Darby.jpg,,FALSE
Bledsoe,Joshuah,Missouri,6,188,2021,SS,24,1135,BledsoeJoshuah_21664,21664,plpo_BledsoeJoshuah,71,207,2021,2023,0,0,0,0,NFL,7,"Houston, Texas",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,FALSE
Tuipulotu,Marlon,USC,6,189,2021,DL,95,796,tuipulotuMarlon_21528,21528,plpo_TuipulotuMarlon,74,307,2021,2025,0,0,0,2,NFL,7,"Independence, Oregon",,,FALSE
Hill,Trey,Georgia,6,190,2021,LG,63,1599,HillTrey_21927,21927,plpo_HillTrey,76,319,2021,2024,0,0,0,3,NFL,7,"Warner Robins, Georgia",,,FALSE
Jackson,Tarron,Coastal Carolina,6,191,2021,LE,75,876,JacksonTarron_21505,21505,plpo_JacksonTarron,74,254,2021,2024,0,0,0,1,NFL,7,"Aiken, South",https://upload.wikimedia.org/wikipedia/commons/thumb/4/47/Tarron_Jackson_-_51769811932_%28cropped%29.jpg/250px-Tarron_Jackson_-_51769811932_%28cropped%29.jpg,,FALSE
Bohanna,Quinton,Kentucky,6,192,2021,DT,98,1598,BohannaQuinton_21928,21928,plpo_QuintonBohanna,76,355,2021,2025,0,0,1,8,NFL,7,"Memphis, Tennessee",,,FALSE
Brown,Deonte,Alabama,6,193,2021,LG,77,1632,BrownDeonte_21914,21914,plpo_BrownDeonte,75,344,2021,2021,0,0,0,0,NFL,7,"Decatur, Alabama",,,FALSE
Mitchell,Elijah,Louisiana,6,194,2021,HB,25,1177,mitchellElijah_21629,21629,plpo_MitchellElijah,70,200,2021,2023,0,0,0,11,NFL,7,"Erath, Louisiana",,,FALSE
Lopez,Roy,Arizona,6,195,2021,DL,91,1623,LopezRoy_21929,21929,plpo_LopezRoy,74,312,2021,2025,0,0,3,21,NFL,7,"Tempe, Arizona",https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Roy_Lopez_%28cropped%29.jpg/250px-Roy_Lopez_%28cropped%29.jpg,,FALSE
Brightwell,Gary,Arizona,6,196,2021,HB,23,1183,,21567,plpo_BrightwellGary,73,218,2021,2024,0,0,0,1,NFL,7,"Chester, Pennsylvania",,,FALSE
Sherman,William,Colorado,6,197,2021,LG,78,,,21930,,76,300,2021,2021,0,0,0,0,NFL,,,,,FALSE
Rountree,Larry,Missouri,6,198,2021,HB,35,,,,,70,210,2021,2022,0,0,0,1,NFL,,,,,FALSE
Twyman,Jaylen,Pittsburgh,6,199,2021,DL,97,758,,21529,plpo_TwymanJaylen,74,285,2021,,0,0,0,,NFL,7,"Washington, D",https://upload.wikimedia.org/wikipedia/commons/thumb/7/72/Jaylen_Twyman_%288437930%29_%28cropped%29.jpg/250px-Jaylen_Twyman_%288437930%29_%28cropped%29.jpg,,FALSE
Echols,Brandin,Kentucky,6,200,2021,CB,26,1358,EcholsBrandin_21786,21786,plpo_EcholsBrandin,70,179,2021,2025,0,0,1,10,NFL,7,"Memphis, Tennessee",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,FALSE
Williams,Rodarius,Oklahoma St.,6,201,2021,CB,25,1129,,21662,plpo_WilliamsRodarius,72,195,2021,2022,0,0,0,1,NFL,7,"Shreveport, Louisiana",,,FALSE
Evans,Chris,Michigan,6,202,2021,HB,25,1064,EvansChris_21722,21722,plpo_EvansChris,71,215,2021,2023,0,0,0,2,NFL,7,"Indianapolis, Indiana",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Chris_Evans_%28American_football%29.jpg/250px-Chris_Evans_%28American_football%29.jpg,,FALSE
Stevenson,Marquez,Houston,6,203,2021,WR,5,1332,StevensonMarquez_21607,21607,plpo_StevensonMarquez,70,180,2021,2021,0,0,0,0,NFL,7,"Shreveport, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/0/0f/Marquez_Stevenson_%2853727316832%29_%28cropped%29.jpg/250px-Marquez_Stevenson_%2853727316832%29_%28cropped%29.jpg,,FALSE
Smith,Shi,South Carolina,6,204,2021,WR,12,1337,SmithShi_21618,21618,plpo_SmithShi,70,190,2021,2022,0,0,0,4,NFL,7,"Union, South",https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Shi_Smith_%40_Senior_Bowl.jpg/250px-Shi_Smith_%40_Senior_Bowl.jpg,,FALSE
McMath,Racey,LSU,6,205,2021,WR,81,1167,,21612,plpo_McMathRacey,74,211,2021,2022,0,0,0,0,NFL,7,"New Orleans, Louisiana",https://upload.wikimedia.org/wikipedia/commons/thumb/e/ea/Racey_McMath_2021_09-19.jpg/250px-Racey_McMath_2021_09-19.jpg,,FALSE
Young,Landon,Kentucky,6,206,2021,LT,67,1634,,21851,plpo_YoungLandon,79,321,2021,2024,0,0,0,9,NFL,7,"Caneyville, Kentucky",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Injury_icon_2.svg/20px-Injury_icon_2.svg.png,,FALSE
Marshall,Jonathan,Arkansas,6,207,2021,DL,96,1585,MarshallJonathan_21931,21931,plpo_MarshallJonathan,75,310,2021,2021,0,0,0,0,NFL,7,"Shepherd, Texas",,,FALSE
Forsythe,Stone,Florida,6,208,2021,LG,78,765,,21828,plpo_ForsytheStone,80,307,2021,2025,0,0,0,10,NFL,7,"Winter Garden, Florida",,,FALSE
Camp,Jalen,Georgia Tech,6,209,2021,WR,17,1220,,21739,plpo_CampJalen,74,220,2021,2022,0,0,0,0,NFL,7,"Cumming, Georgia",,,FALSE
Dimukeje,Victor,Duke,6,210,2021,LE,52,2708,,21869,plpo_DimukejeVictor,74,262,2021,2024,0,0,0,6,NFL,7,"Lagos, Nigeria",https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Injury_icon_2.svg/20px-Injury_icon_2.svg.png,,FALSE
Felton,Demetric,UCLA,6,211,2021,HB,25,1078,,,plpo_FeltonDemetric,69,190,2021,2022,0,0,0,2,NFL,7,"Memphis, Tennessee",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Demetric_Felton_%2851654223983%29.jpg/250px-Demetric_Felton_%2851654223983%29.jpg,,FALSE
Hamlin,Damar,Pittsburgh,6,212,2021,CB,3,1254,HamlinDamar_21663,21663,plpo_HamlinDamar,72,200,2021,2025,0,0,2,11,NFL,7,"Kees Rocks, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/thumb/e/e1/President_Joe_Biden_met_Buffalo_Bills_safety_Damar_Hamlin_on_March_30%2C_2023_in_the_Oval_Office_of_the_White_House_%28cropped%29.jpg/250px-President_Joe_Biden_met_Buffalo_Bills_safety_Damar_Hamlin_on_March_30%2C_2023_in_the_Oval_Office_of_the_White_House_%28cropped%29.jpg,,FALSE
Wildgoose,Rachad,Wisconsin,6,213,2021,CB,37,1339,,21463,plpo_WildgooseRachad,70,191,2021,2022,0,0,0,2,NFL,7,"Miami, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Rachad_Wildgoose_Commanders-Eagles_SEPT2022_%28cropped%29.jpg/250px-Rachad_Wildgoose_Commanders-Eagles_SEPT2022_%28cropped%29.jpg,,FALSE
Lanen,Cole Van,Wisconsin,6,214,2021,LG,70,1590,,21932,,,,2021,2025,0,0,0,3,NFL,7,,,,FALSE
Breeze,Brady,Oregon,6,215,2021,SS,15,1003,BreezeBrady_21465,21465,plpo_BreezeBrady,72,205,2021,2022,0,0,0,0,NFL,7,"Medford, Oregon",https://upload.wikimedia.org/wikipedia/commons/thumb/1/14/Brady_Breeze.png/250px-Brady_Breeze.png,,FALSE
Roche,Quincy,Miami (FL),6,216,2021,DL,95,1083,RocheQuincy_21516,21516,plpo_RocheQuincy,75,245,2021,2022,0,0,0,2,NFL,7,"Randallstown, Maryland",https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Quincy_Roche_WFT%40NYG_JAN2022_%28cropped%29.jpg/250px-Quincy_Roche_WFT%40NYG_JAN2022_%28cropped%29.jpg,,FALSE
Herbert,Khalil,Virginia Tech,6,217,2021,HB,24,1245,herbertKhalil_21628,21628,plpo_HerbertKhalil,69,212,2021,2025,0,0,1,13,NFL,7,"Fort Lauderdale, Florida",https://upload.wikimedia.org/wikipedia/en/thumb/8/8a/OOjs_UI_icon_edit-ltr-progressive.svg/20px-OOjs_UI_icon_edit-ltr-progressive.svg.png,,FALSE
Ehlinger,Sam,Texas,6,218,2021,QB,4,937,EhlingerSam_21554,21554,plpo_EhlingerSam,73,222,2021,2023,0,0,0,2,NFL,7,"Austin, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Sam_Ehlinger_Commanders-Colts_2022_%28cropped%29.jpg/250px-Sam_Ehlinger_Commanders-Colts_2022_%28cropped%29.jpg,,FALSE
Williams,Seth,Auburn,6,219,2021,WR,19,1639,WilliamsSeth_21919,21919,plpo_WilliamsSeth,75,211,2021,2021,0,0,0,0,NFL,7,"Tuscaloosa, Alabama",,,FALSE
McDuffie,Isaiah,Boston Col.,6,220,2021,MLB,58,1046,McDuffieIsaiah_21903,21903,plpo_McDuffieIsaiah,73,227,2021,2025,0,0,1,14,NFL,7,"Buffalo, New",,,FALSE
Newsome,Dazz,North Carolina,6,221,2021,WR,83,1360,,21601,plpo_NewsomeDazz,70,184,2021,2021,0,0,0,0,NFL,7,"Hampton, Virginia",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Dazz_Newsome.jpg/250px-Dazz_Newsome.jpg,,FALSE
Fletcher,Thomas,Alabama,6,222,2021,LS,46,918,,21635,plpo_FletcherThomas,73,235,2021,,0,0,0,,NFL,7,"Georgetown, Texas",,,FALSE
Gowan,Tay,Central Florida,6,223,2021,CB,30,1253,,21469,plpo_GowanTay,74,185,2021,2023,0,0,0,0,NFL,7,"Covington, Georgia",,,FALSE
Stevens,JaCoby,LSU,6,224,2021,SS,30,1091,,21671,plpo_StevensJaCoby,73,212,2021,2021,0,0,0,0,NFL,7,"Murfreesboro, Tennessee",https://upload.wikimedia.org/wikipedia/commons/thumb/6/65/SELU_LSU_9718_102.jpg/250px-SELU_LSU_9718_102.jpg,,FALSE
Cheeseman,Camaron,Michigan,6,225,2021,LS,54,816,,21634,plpo_CheesemanCamaron,76,237,2021,2023,0,0,0,3,NFL,7,"New Albany, Ohio",https://upload.wikimedia.org/wikipedia/commons/thumb/5/5d/Camaron_Cheeseman_Commanders-Packers_OCT2022_%28cropped%29.jpg/250px-Camaron_Cheeseman_Commanders-Packers_OCT2022_%28cropped%29.jpg,,FALSE
Smith,Trey,Tennessee,6,226,2021,LG,65,753,smithTrey_21648,21648,plpo_SmithTrey,78,321,2021,2025,0,1,4,31,NFL,7,"Humboldt, Tennessee",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c7/Trey_Smith_%2851608431671%29_%28cropped%29.jpg/250px-Trey_Smith_%2851608431671%29_%28cropped%29.jpg,,FALSE
Mukuamu,Israel,South Carolina,6,227,2021,CB,24,1166,MukuamuIsrael_21456,21456,plpo_MukuamuIsrael,76,215,2021,2024,0,0,0,4,NFL,7,"Charlotte, North",https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Israel_Mukuamu.jpg/250px-Israel_Mukuamu.jpg,,FALSE
Graham,Thomas,Oregon,6,228,2021,CB,31,,,,,70,196,2021,2024,0,0,0,0,NFL,,,,,FALSE
Strachan,Mike,Charleston (WV),7,229,2021,WR,17,1143,,21756,plpo_StrachanMike,72,199,2021,2023,0,0,0,0,NFL,7,"Miami, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/7/7b/Mike_Strachan_run_during_1972_Oklahoma_at_Iowa_State_game.jpg/250px-Mike_Strachan_run_during_1972_Oklahoma_at_Iowa_State_game.jpg,,FALSE
Morrissey,Jimmy,Pittsburgh,7,230,2021,LG,79,821,MorrisseyJimmy_21843,21843,plpo_MorrisseyJimmy,76,305,2021,2023,0,0,0,1,NFL,7,"Huntingdon Valley, Pennsylvania",,,FALSE
Coleman,Larnel,Massachusetts,7,231,2021,LT,74,1583,,21933,plpo_ColemanLarnel,78,310,2021,2022,0,0,0,0,NFL,7,"Malden, Massachusetts",,,FALSE
Hoskins,Phil,Kentucky,7,232,2021,DT,71,1624,HoskinsPhil_21934,21934,plpo_HoskinsPhil,77,280,2021,2023,0,0,0,1,NFL,7,"Toledo, Ohio",,,FALSE
Funk,Jake,Maryland,7,233,2021,HB,37,1063,FunkJake_21723,21723,plpo_FunkJake,70,205,2021,2023,0,0,0,0,NFL,7,"Gaithersburg, Maryland",https://upload.wikimedia.org/wikipedia/commons/thumb/2/25/Jake_Funk.png/250px-Jake_Funk.png,,FALSE
Johnson,Patrick,Tulane,7,234,2021,LE,48,946,JohnsonPatrick_21879,21879,plpo_JohnsonPatrick,74,248,2021,2025,0,0,0,5,NFL,7,"Chattanooga, Tennessee",,,FALSE
Hubert,Wyatt,Kansas St.,7,235,2021,LE,56,906,,21504,plpo_HubertWyatt,75,265,2021,,0,0,0,,NFL,7,"Shawnee, Kansas",https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Wyatt_Hubert.png/250px-Wyatt_Hubert.png,,FALSE
Anderson,Jack,Texas Tech,7,236,2021,LG,76,1629,AndersonJack_21543,21543,plpo_AndersonJack,76,314,2021,2023,0,0,0,2,NFL,7,"Plano, Texas",,,FALSE
Vincent Jr.,Kary,LSU,7,237,2021,CB,,1312,,21461,,,,2021,2021,0,0,0,0,NFL,7,,,,FALSE
Farniok,Matt,Nebraska,7,238,2021,LG,68,732,FarniokMatt_21826,21826,plpo_FarniokMatt,77,316,2021,2022,0,0,0,2,NFL,7,"Sioux Falls, South",,,FALSE
Cooper,Jonathon,Ohio St.,7,239,2021,LE,0,910,CooperJonathon_21684,21684,plpo_CooperJonathon,76,257,2021,2025,0,0,3,25,NFL,7,"Gahanna, Ohio",https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Jonathon_Cooper_%2851651273515%29_%28cropped%29.jpg/250px-Jonathon_Cooper_%2851651273515%29_%28cropped%29.jpg,,FALSE
Bradley-King,William,Baylor,7,240,2021,OLB,56,1043,BradleyKingWilliam_21689,21689,plpo_Bradley,75,265,2021,2022,0,0,0,0,NFL,7,"Kansas City, Missouri",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a9/William_Bradley-King_WFT-Eagles_JAN2022_%28cropped%29.jpg/250px-William_Bradley-King_WFT-Eagles_JAN2022_%28cropped%29.jpg,,FALSE
Webb,Mark,Georgia,7,241,2021,CB,29,,,,,73,207,2021,2021,0,0,0,0,NFL,,"Philadelphia, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/thumb/8/81/Mark_Webb_Cropped.jpg/250px-Mark_Webb_Cropped.jpg,,FALSE
Nixon,Tre,Central Florida,7,242,2021,WR,82,1202,,21602,plpo_NixonTre,74,190,2021,,0,0,0,,NFL,7,"Viera, Florida",https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/Tre_Nixon-FAMU_at_UCF_%2848655629491%29_%28cropped%29.jpg/250px-Tre_Nixon-FAMU_at_UCF_%2848655629491%29_%28cropped%29.jpg,,FALSE
Wiggins,James,Cincinnati,7,243,2021,SS,38,1204,,21673,plpo_WigginsJames,71,209,2021,2021,0,0,0,0,NFL,7,"Miami, Florida",,,FALSE
Doaks,Gerrid,Cincinnati,7,244,2021,HB,23,1053,,21569,plpo_DoaksGerrid,71,228,2021,,0,0,0,,NFL,7,"Indianapolis, Indiana",,,FALSE
Norwood,Tre,Oklahoma,7,245,2021,CB,21,1176,,21482,plpo_NorwoodTre,72,194,2021,2022,0,0,0,3,NFL,7,"Fort Smith, Arkansas",https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Tre_Norwood_%2854469968166%29_%28cropped%29.jpg/250px-Tre_Norwood_%2854469968166%29_%28cropped%29.jpg,,FALSE
Toney,Shaka,Penn St.,7,246,2021,LE,58,1049,ToneyShaka_21693,21693,plpo_ToneyShaka,74,238,2021,2022,0,0,0,2,NFL,7,"Philadelphia, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Shaka_Toney_Commanders-Titans_OCT2022.jpg/250px-Shaka_Toney_Commanders-Titans_OCT2022.jpg,,FALSE
Menet,Michal,Penn St.,7,247,2021,LG,72,748,MenetMichal_21645,21645,plpo_MenetMichal,76,301,2021,,0,0,0,,NFL,7,"Reading, Pennsylvania",https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Michael_Menet_%2848930893468%29_%28cropped%29.jpg/250px-Michael_Menet_%2848930893468%29_%28cropped%29.jpg,,FALSE
Fries,Will,Penn St.,7,248,2021,LG,75,762,FriesWill_21831,21831,plpo_FriesWill,78,321,2021,2025,0,0,2,12,NFL,7,"Staten Island, New",https://upload.wikimedia.org/wikipedia/commons/thumb/d/d1/Will_Fries_%2844809979255%29_%28cropped%29.jpg/250px-Will_Fries_%2844809979255%29_%28cropped%29.jpg,,FALSE
Skowronek,Ben,Notre Dame,7,249,2021,WR,18,1188,SkowronekBen_21611,21611,plpo_SkowronekBen,75,224,2021,2025,0,0,1,7,NFL,7,"Fort Wayne, Indiana",https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Skrownek_Ben.jpg/250px-Skrownek_Ben.jpg,,FALSE
Tonga,Khyiris,BYU,7,250,2021,DL,95,861,TongaKhyiris_21891,21891,plpo_TongaKhyiris,74,335,2021,2025,0,0,0,6,NFL,7,"West Valley City, Utah",,,FALSE
Wilcox,Chris,BYU,7,251,2021,CB,40,1112,WilcoxChris_21707,21707,plpo_WilcoxChris,74,195,2021,,0,0,0,,NFL,7,"Fontana, California",,,FALSE
Garrett,Chris,Concordia-St.Paul (MN),7,252,2021,LE,48,959,GarrettChris_21873,21873,plpo_GarrettChris,76,245,2021,2021,0,0,0,0,NFL,7,"Milwaukee, Wisconsin",,,FALSE
Spencer,Marquiss,Mississippi St.,7,253,2021,LE,51,862,,21890,plpo_SpencerMarquiss,76,300,2021,2021,0,0,0,0,NFL,7,"Greenwood, Mississippi",,,FALSE
Harvin III,Pressley,Georgia Tech,7,254,2021,P,5,840,,21854,,,,2021,2023,0,0,2,4,NFL,7,,,,FALSE
Baker,Kawaan,South Alabama,7,255,2021,WR,80,1207,,21736,plpo_BakerKawaan,73,210,2021,2021,0,0,0,0,NFL,7,"East Point, Georgia",,,FALSE
Hill,Kylin,Mississippi St.,7,256,2021,HB,32,1191,,21573,plpo_HillKylin,70,214,2021,2022,0,0,0,0,NFL,7,"Columbus, Mississippi",https://upload.wikimedia.org/wikipedia/commons/thumb/2/23/Kylin_Hill_Mississippi_State_%28cropped%29.jpg/250px-Kylin_Hill_Mississippi_State_%28cropped%29.jpg,,FALSE
Jefferson,Jermar,Oregon St.,7,257,2021,HB,28,1279,JeffersonJermar_21576,21576,plpo_JeffersonJermar,70,212,2021,2024,0,0,0,1,NFL,7,"Los Angeles, California",,,FALSE
Milne,Dax,BYU,7,258,2021,WR,15,1213,,21751,plpo_MilneDax,73,200,2021,2022,0,0,0,1,NFL,7,"South Jordan, Utah",https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Dax_Milne_WFT-Bucs_NOV2021_%28cropped%29.jpg/250px-Dax_Milne_WFT-Bucs_NOV2021_%28cropped%29.jpg,,FALSE
Stuard,Grant,Houston,7,259,2021,MLB,41,1031,StuardGrant_21682,21682,plpo_StuardGrant,71,225,2021,2025,0,0,0,6,NFL,7,"Conroe, Texas",https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Grant_Stuard_-_Houston_Cougars_football_vs._Cincinnati_Bearcats_%28cropped%29.jpg/250px-Grant_Stuard_-_Houston_Cougars_football_vs._Cincinnati_Bearcats_%28cropped%29.jpg,,FALSE
Warren II,Michael,Cincinnati,UD,UD,2021,RB,,648,,20949,,,,2021,,,,,,,7,,,,FALSE
Franks,Feleipe,Arkansas,UD,UD,2021,TE,15,874,FranksFeleipe_21622,21622,,78,241,2021,,,,,,,7,,,,FALSE
Jackson,AJ,Iowa,UD,UD,2021,RT,,911,,21997,,,,2021,,,,,,,7,,,,FALSE
Jackson,Deon,Duke,UD,UD,2021,RB,35,912,,21575,,72,218,2021,,,,,,,7,,,,FALSE
Johnson,Caleb,Houston Baptist,UD,UD,2021,LOLB,57,919,,21985,,74,220,2021,,,,,,,7,,,,FALSE
Jones,Naquan,MSU,UD,UD,2021,DT,96,930,JonesNaquan_21880,21880,,75,313,2021,,,,,,,7,,,,FALSE
Jones,Robert,Middle Tennessee,UD,UD,2021,LG,65,933,JonesRobert_21644,21644,,75,245,2021,,,,,,,7,,,,FALSE
Kamara,Sam,Stony Brook,UD,UD,2021,DT,92,938,KamaraSam_22009,22009,,72,272,2021,,,,,,,7,,,,FALSE
Kraemer,Tommy,ND,UD,UD,2021,RG,78,966,KraemerTommy_21293,21293,,78,316,2021,,,,,,,7,,,,FALSE
McCloud,Nick,ND,UD,UD,2021,CB,44,976,McCloudNick_21992,21992,,73,190,2021,,,,,,,7,,,,FALSE
Fisher,Paddy,Northwestern,UD,UD,2021,LOLB,47,987,,21680,,,,2021,,,,,,,7,,,,FALSE
Ogbongbemiga,Amen,OSU,UD,UD,2021,ROLB,57,1001,OgbongbemigaAmen_21905,21905,,73,226,2021,,,,,,,7,,,,FALSE
Patterson,Jaret,Buffalo,UD,UD,2021,RB,32,1009,PattersonJaret_21579,21579,,68,195,2021,,,,,,,7,,,,FALSE
Prentice,Adam,SC,UD,UD,2021,FB,46,1016,PrenticeAdam_22002,22002,,72,245,2021,,,,,,,7,,,,FALSE
Snowden,Charles,Virginia,UD,UD,2021,LE,49,1066,SnowdenCharles_21477,21477,,78,250,2021,,,,,,,7,,,,FALSE
Stoll,Jack,Nebraska,UD,UD,2021,TE,89,1070,StollJack_21776,21776,,76,247,2021,,,,,,,7,,,,FALSE
