Last Name,First Name,College,Rank,Draft Class,Position,Jersey,Height,Weight,Class,wAV,Hometown,Homestate,Race,Photo
Brown,Josiah,Penn State,307,2027,WR,,,,,,,,,
Brown,Zabien,Alabama,476,2027,CB,,,,,,,,,
Brown,Damari,Miami,477,2027,CB,,,,,,,,,
Brown,Sammy,Clemson,478,2027,MLB,,,,,,,,,
Brown,Byrum,USF,479,2027,RB,,,,,,,,,
Brown-Shuler,Hevin,Clemson,355,2027,DL,,,,,,,,,
Brubaker,Ryan,SC,480,2027,C,,,,,,,,,
Brunner,Joe,Wisconsin,481,2027,LG,,,,,,,,,
Bryant III,Gary,SD,482,2027,MLB,,,,,,,,,
Buckley,Jalen,W. Mich,483,2027,RB,,,,,,,,,
Buffington,Cam,Iowa,340,2027,LB,,,,,,,,,
Buford,Mario,Nebraska,367,2027,CB,,,,,,,,,
Burhenn,George,Purdue,484,2027,TE,,,,,,,,,
Burks Jr.,Marvin,Missou,485,2027,SS,,,,,,,,,
Burns,Sully,Texas St.,486,2027,RT,,,,,,,,,
Burnside,Braylon,Mississippi State,274,2027,S,,,,,,,,,
Burt,Reily,Walsh,487,2027,C,54,74,261,,21,Canton,OH,,
Burt,Avantae,Central St.,488,2027,HB,51,74,266,,19,Canton ,OH,,
Bush Jr.,TJ,Liberty,489,2027,RE,,,,,,,,,
Bussey,Terry,Texas A&M,414,2027,WR,,,,,,,,,
Butler,Aaron,Texas,261,2027,WR,,,,,,,,,
Cain,Bryce,Auburn,66,2027,WR,,,,,,,,,
Calhoun,Daniel,Georgia,82,2027,OT,,,,,,,,,
Calloway,Ethan,North Carolina,351,2027,OT,,,,,,,,,
Campbell,Amare,NC,490,2027,MLB,,,,,,,,,
Canion,Isiah,Georgia Tech,292,2027,WR,,,,,,,,,
Carmac,Fisher,Virgina,491,2027,LE,,,,,,,,,
Carr,CJ,Notre Dame,70,2027,QB,,,,,23,,,,
Carr,Ny,Miami (FL),142,2027,WR,,,,,,,,,
Carreon,Ivan,Oklahoma,105,2027,WR,,,,,,,,,
Carreon,Roger,Boise St.,492,2027,RG,,,,,,,,,
Carter,Noah,Alabama,25,2027,EDGE,,,,,,,,,
Carter,Boo,Tennessee,27,2027,CB,,,,,,,,,
Carter,Dontae,Vanderbilt,89,2027,S,,,,,,,,,
Carter,DeAndre,Auburn,237,2027,IOL,,,,,,,,,
Carter,Arion,Tennesee,493,2027,ROLB,,,,,,,,,
Carter,Lewis,UCF,494,2027,ROLB,,,,,,,,,
Carter,Dontae,Vanderbilt,495,2027,SS,,,,,,,,,
Casey,Kage,Boise St.,496,2027,LT,,,,,,,,,
Castell,Jordan,Florida,497,2027,SS,,,,,,,,,
Chaplin,Xavier,Auburn,498,2027,LT,,,,,,,,,
Cherry,Tyler,Indiana,380,2027,QB,,,,,,,,,
Chiles,Aaron,Florida,415,2027,LB,,,,,,,,,
Chiles,Aaron,Florida,499,2027,MLB,,,,,,,,,
Chiles,Aidan,Mich St.,500,2027,QB,,,,,,,,,
Cisse,Brandon,SC,501,2027,FS,,,,,,,,,
Clark,Christian,Texas,341,2027,RB,,,,,,,,,
Clark,Stanquan,Louisville,502,2027,ROLB,,,,,,,,,
Clement,Hudson,Illinois,503,2027,WR,,,,,,,,,
Cobb,Jeremiah,Auburn,504,2027,RB,,,,,,,,,
Cobbins,Kolaj,LSU,313,2027,LB,,,,,,,,,
Cole,Chris,Georgia,44,2027,LB,,,,,,,,,
Coleman,Cam,Auburn,31,2027,WR,,,,,11,,,,
Coleman,Malachi,Minn,506,2027,WR,,,,,,,,,
Collins,Charlie,Arkansas,235,2027,DL,,,,,,,,,
Collins,Mekhi,NDSt.,507,2027,WR,,,,,,,,,
Concepcion,Kevin,TA&M,508,2027,WR,,,,,20,,,,
Cost,Kaleb,NC,509,2027,FS,,,,,,,,,
Cousins,Cooper,Penn State,77,2027,IOL,,,,,36,,,,
Crader,Fox,Oregon,403,2027,OT,,,,,,,,,
Craig,Ashton,Notre Dame,510,2027,C,,,,,,,,,
Craver,Mario,Mississippi State,230,2027,WR,,,,,,,,,
Crawford,Jay,Auburn,38,2027,CB,,,,,,,,,
Crawford,Jalyn,Auburn,296,2027,CB,,,,,,,,,
Craycraft,Matt,Duke,511,2027,C,,,,,,,,,
Crutchfield,Courtney,Missouri,80,2027,WR,,,,,,,,,
Cruz,Daniel,Texas,221,2027,IOL,,,,,,,,,
Cruz,Joe,Syracuse,513,2027,LG,,,,,,,,,
Cruz,Davion,Tiffin,514,2027,QB,1,69,205,,10,Canton ,OH,,
Curtis,Mason,Michigan,316,2027,LB,,,,,,,,,
Curtis,Tackett,Wisconsin,515,2027,MLB,,,,,,,,,
Cutter,Ben,WVU,516,2027,LOLB,,,,,,,,,
Damuni,Raider,BYU,517,2027,SS,,,,,,,,,
Daniels,Nyier,Georgia,144,2027,OT,,,,,,,,,
Daniels,KD,Florida,188,2027,RB,,,,,,,,,
Daniels,Jonathan,Florida State,227,2027,OT,,,,,,,,,
Danzy,Micahi,Florida State,137,2027,RB,,,,,,,,,
Dapaepe,Andrew,Indiana,518,2027,RE,,,,,,,,,
Davis,Jadyn,Michigan,107,2027,QB,,,,,,,,,
Davis,Weston,LSU,157,2027,OT,,,,,,,,,
Davis,Kam,Florida State,216,2027,RB,,,,,,,,,
Davis,Dermaricus,UCLA,346,2027,QB,,,,,,,,,
Davis,Myles,Texas Tech,374,2027,S,,,,,,,,,
Davis,Ellis,Texas Tech,389,2027,OT,,,,,,,,,
Davis-Swain,Brandon,Colorado,219,2027,EDGE,,,,,,,,,
Dawe,Sam,BYU,520,2027,C,,,,,,,,,
Degraaf,Decker,Washington,35,2027,TE,,,,,,,,,
Dennis,Andrew,Illinois,262,2027,IOL,,,,,,,,,
Dickey,Jurrion,Oregon,521,2027,WR,,,,,,,,,
Dixon,Noah,Clemson,321,2027,S,,,,,,,,,
Dixon,Sterling,Alabama,329,2027,EDGE,,,,,,,,,
Djabome,Dariel,Rutgers,522,2027,MLB,,,,,,,,,
Dooley,Cam,Kentucky,401,2027,S,,,,,,,,,
Dottery,TJ,Ole Miss,523,2027,MLB,,,,,,,,,
Dubose,Freddie,Texas,288,2027,WR,,,,,,,,,
Duff,KJ,Baylor,362,2027,TE,,,,,,,,,
Dunbar,Jambres,Boise St.,525,2027,RB,,,,,,,,,
Durham,Caden,LSU,276,2027,RB,,,,,,,,,
Dwyer,Jordan,TCU,527,2027,WR,,,,,,,,,
Early,Jaylen,FSU,528,2027,RG,,,,,,,,,
Easley,Marques,Georgia,135,2027,OT,,,,,,,,,
Ebosele,Alvin,Houston,529,2027,LT,,,,,,,,,
Echoles,William,Mississippi,160,2027,DL,,,,,,,,,
Echols,Coen,LSU,76,2027,IOL,,,,,,,,,
Echols,Jonathan,South Florida,304,2027,TE,,,,,,,,,
Eckley,Ryan,Mich St.,530,2027,P,,,,,,,,,
Edmond,Jo'Ziah,Michigan,186,2027,CB,,,,,,,,,
Edokpayi,Lugard,Michigan,192,2027,EDGE,,,,,,,,,
Edwards,King Joseph,Syracuse,312,2027,EDGE,,,,,,,,,
Edwards,Witt,Oklahoma,382,2027,TE,,,,,,,,,
Edwards,Scotty,Stanford,531,2027,SS,,,,,,,,,
Efford,Kyle,Georgia Tech,868,2027,Will,44,74,225,,39,,,,
Elzy,Malik,Illinois,532,2027,WR,,,,,,,,,
Endries,Jack,Cal,533,2027,TE,,,,,,,,,
Epps,Cameron,OSU,534,2027,SS,,,,,,,,,
Erb,Hunter,Tulsa,535,2027,RT,,,,,,,,,
Evans,Dealyn,Texas A&M,83,2027,DL,,,,,,,,,
Evans,Ondre,Georgia,198,2027,CB,,,,,,,,,
Evans III,Anthony,Miss. St.,536,2027,WR,,,,,,,,,
Eziomume,David,Clemson,345,2027,RB,,,,,,,,,
Fano,Logan,Utah,537,2027,RE,,,,,,,,,
Feagin,Tavoy,Clemson,233,2027,CB,,,,,,,,,
Feagin,Kaden,Illinois,538,2027,RB,,,,,,,,,
Ferrell,Amare,Indiana,539,2027,SS,,,,,,,,,
Fields,Dakoda,Oregon,172,2027,CB,,,,,,,,,
Fifita,Noah,Arizona,540,2027,RB,,,,,21,,,,
Filsaime,Xavier,Texas,158,2027,S,,,,,,,,,
Finau,Paki,Washington,324,2027,OT,,,,,,,,,
Finley,EJ,LA Tech,541,2027,TE,,,,,,,,,
Fisher,Perry,UAB,542,2027,CB,,,,,,,,,
Fite,C.J.,ASU,543,2027,DT,,,,,,,,,
Flanagan,Cooper,Notre Dame,544,2027,TE,,,,,,,,,
Fleming,Dorian,Maryland,545,2027,TE,,,,,,,,,
Flintoft,Aidan,Stanford,546,2027,P,,,,,,,,,
Flowers,Aaron,Oregon,165,2027,S,,,,,,,,,
Flynn Jr.,Waltclaire,UCF,334,2027,IOL,,,,,,,,,
Foster,Tra'Sean,JMU,547,2027,CB,29,75,201,,17,Canton ,OH,,
Foster,Bryan,John Carroll,548,2027,MLB,8,74,203,,29,Canton ,OH,,
Fountain,Kameryn,USC,124,2027,DL,,,,,21,,,,
Fouty-Koonce,Kam'Ron,Marrietta,550,2027,CB,1,72,185,,5,Massillon ,OH,,
Fox,Kylan,UCF,314,2027,TE,,,,,,,,,
Fraley,Trent,NDSt.,551,2027,C,,,,,,,,,
Franklin,Kam,Ole Miss,123,2027,DL,,,,,25,,,,
Frasier,Jaymir,Alabama St.,553,2027,DT,78,76,305,,18,Canton,OH,,
Frazier,Nate,Georgia,19,2027,RB,3,70,210,,,Compton,,,
Frazier,Blake,Michigan,167,2027,OT,,,,,,,,,
Frederique Jr.,OJ,Miami (FL),10,2027,CB,,,,,,,,,
Fuller,Matthew,Georgia,369,2027,RB,,,,,,,,,
Funk,Ashton,Texas A&M,270,2027,OT,,,,,,,,,
Gallegos,Marquis,USC,315,2027,S,,,,,,,,,
Galloway,Tayvion,Purdue,331,2027,TE,,,,,,,,,
Garcia,Isaiah,Utah,180,2027,OT,,,,,,,,,
Garrett,Lameir,Central St.,556,2027,RB,5,70,199,,16,Canton ,OH,,
Gentry,Andrew,BYU,557,2027,LT,,,,,,,,,
George,Logan,Bucks,558,2027,RE,,,,,,,,,
Gibson,Jerrick,Texas,205,2027,RB,,,,,,,,,
Gibson III,Ricky,Tennesee,560,2027,CB,,,,,,,,,
Gilbert,Micah,Notre Dame,319,2027,WR,,,,,,,,,
Gilmer,Kwazi,UCLA,364,2027,WR,,,,,,,,,
Gipson,Corian,Clemson,175,2027,CB,,,,,,,,,
Givens,Gunner,Vanderbilt,561,2027,DT,,,,,,,,,
Glasker,Isaiah,BYU,562,2027,ROLB,,,,,,,,,
Gosnell,Benji,V Tech,563,2027,TE,,,,,,,,,
Grace,Mi'Quise,Kentucky,564,2027,RE,,,,,,,,,
Graham,Myles,Florida,141,2027,LB,,,,,,,,,
Graham,Mylan,Ohio State,266,2027,WR,,,,,,,,,
Grant,Tarrion,Purdue,153,2027,CB,,,,,,,,,
Granville,Max,Penn State,370,2027,DL,,,,,,,,,
Greco,Trajen,Missouri,247,2027,S,,,,,,,,,
Green,Trey'Dez,LSU,202,2027,TE,,,,,,,,,
Green,Donovan,LSU,565,2027,TE,,,,,,,,,
Greene,Justin,Georgia,228,2027,EDGE,,,,,,,,,
Gregory,Wendell,South Carolina,396,2027,EDGE,,,,,,,,,
Gresham,Dillon,Oregon,222,2027,WR,,,,,,,,,
Griffin,Kylon,Clemson,566,2027,SS,,,,,,,,,
Grimsley,Jameer,Florida,297,2027,CB,,,,,,,,,
Groves,Elijah,NC State,176,2027,LB,,,,,,,,,
Grunkemeyer,Ethan,Penn State,179,2027,QB,,,,,11,,,,
Guy,Izaiah,Georgia St.,567,2027,CB,,,,,,,,,
Hale,Jalen,Alabama,568,2027,WR,,,,,,,,,
Hall,Jordan,Mich St.,569,2027,ROLB,,,,,,,,,
Halm,Nick,Miami (OH),570,2027,RT,,,,,9,,,,
Hammond,Will,Texas Tech,204,2027,QB,,,,,,,,,
Hammond,Jordan,Virgina,571,2027,DT,,,,,,,,,
Hampton,Ashton,Clemson,20,2027,CB,23,74,200,,,Tallahassee,FL,,
Hampton,Aeryn,Alabama,208,2027,WR,,,,,,,,,
Hansen,Hogan,Michigan,291,2027,TE,,,,,,,,,
Harbert,Joseph,SJSt.,572,2027,LG,,,,,,,,,
Harbour,Donovan,Penn State,286,2027,IOL,,,,,9,,,,
Hardy,Jaydan,Oklahoma,257,2027,S,,,,,,,,,
Hardy,Zavion,SC,574,2027,LE,,,,,,,,,
Harpring,Luke,Georgia Tech,134,2027,TE,,,,,,,,,
Harrell,JJ,Mississippi State,293,2027,WR,,,,,,,,,
Harris,A.J.,Penn St.,575,2027,CB,,,,,,,,,
Harris,Jaden,Georgia,576,2027,FS,,,,,,,,,
Harris,Knijeah,Florida,577,2027,LG,,,,,,,,,
Harris,E'Marion,Arkansas,578,2027,LT,,,,,,,,,
Harrison,Marcus,Georgia,241,2027,OT,,,,,,,,,
Hartford,Malik,Bucks,579,2027,FS,,,,,,,,,
Hastings,Isaiah,Syracuse,580,2027,DT,,,,,,,,,
Hasz,Luke,Ole Miss,581,2027,TE,,,,,,,,,
Hawkins,Gus,Kansas State,104,2027,OT,,,,,,,,,
Hawkins,Tank,Florida,152,2027,WR,,,,,,,,,
Hawkins,Michael,Oklahoma,371,2027,QB,,,,,,,,,
Hayden,Dallan,Colorado,582,2027,RB,,,,,,,,,
Hayes,Adarius,Miami (FL),268,2027,LB,,,,,,,,,
Hejny,Hauss,TCU,103,2027,QB,,,,,,,,,
Heldt,Will,Clemson,583,2027,LE,,,,,,,,,
Henderson,Kavion,Arkansas,309,2027,EDGE,,,,,,,,,
Henderson,Jacobie,Rutgers,584,2027,CB,,,,,,,,,
Herring,Caleb,Tennesee,585,2027,LOLB,,,,,,,,,
Heyward,Jaylen,UCF,299,2027,S,,,,,,,,,
Heywood,Kevin,Wisconsin,48,2027,OT,,,,,,,,,
Hicks,C.J.,Bucks,586,2027,ROLB,,,,,,,,,
Hight,Martel,Vanderbilt,587,2027,CB,,,,,,,,,
Hill,Daniel,Alabama,173,2027,RB,,,,,,,,,
Hill,Shaheem,UCF,588,2027,RG,,,,,,,,,
Hoffler,A.J.,G Tech,589,2027,RE,,,,,,,,,
Hoffman,Gavin,Iowa,178,2027,TE,,,,,,,,,
Hogan,Stephen,Walsh,590,2027,MLB,7,70,205,,3,Massillon ,OH,,
Holmes,Caleb,Pittsburgh,248,2027,IOL,,,,,,,,,
Holmes,DD,Florida State,279,2027,EDGE,,,,,,,,,
Holmes Jr.,Anthony,Texas Tech,591,2027,DT,,,,,,,,,
Hoover,Josh,TCU,592,2027,RB,,,,,,,,,
Hopper,Santana,Tulane,593,2027,LE,,,,,,,,,
Houston,Eddrick,Ohio State,90,2027,DL,,,,,,,,,
Howard,Jamari,Florida State,391,2027,CB,,,,,,,,,
Howard,Grayson,Florida,594,2027,MLB,,,,,,,,,
Hudson,Micah,Texas Tech,393,2027,WR,,,,,,,,,
Huff,Brian,Missouri,236,2027,LB,,,,,,,,,
Humphrey,Julian,TA&M,595,2027,CB,,,,,,,,,
Humphrey,Scottre,NMU,596,2027,RB,,,,,,,,,
Humphreys,London,Georgia,597,2027,WR,,,,,,,,,
Hunter,Kelvin,South Carolina,310,2027,S,,,,,,,,,
Hunter,Nyziah,Nebraska,598,2027,WR,,,,,,,,,
Hurley,Colin,LSU,343,2027,QB,,,,,,,,,
Hurst,Shadre,Tulane,599,2027,C,,,,,,,,,
Hussey,Conrad,FSU,600,2027,FS,,,,,,,,,
Inniss,Brandon,Bucks,602,2027,WR,,,,,12,,,,
Ioane,Olaivavega,Penn St.,603,2027,RG,,,,,,,,,
Itete,Manasse,Florida State,133,2027,IOL,,,,,,,,,
Ivory,Alvonte,Walsh,604,2027,LT,64,75,285,,11,Canton,OH,,
Ivy,Blake,Texas A&M,63,2027,OT,,,,,,,,,
Jackson,Jayden,Oklahoma State,12,2027,DL,,,,,,,,,
Jackson,CJ,LSU,275,2027,EDGE,,,,,,,,,
Jackson,Amir,Florida,397,2027,TE,,,,,,,,,
Jackson,Ja'Keem,LSU,605,2027,CB,,,,,,,,,
Jackson,Jam,Virgina,606,2027,CB,,,,,,,,,
Jackson,Jayden,Oklahoma,607,2027,DT,,,,,,,,,
Jacob,Brandon,Maryland,272,2027,S,,,,,,,,,
James,Daniel,Cincinnati,84,2027,CB,,,,,,,,,
James,Kamran,Florida,608,2027,RE,,,,,,,,,
Jarrett,Jamaal,USC,609,2027,DT,,,,,,,,,
Jefferson,Amari,Alabama,168,2027,WR,,,,,,,,,
Jenkins,Caden,Baylor,610,2027,CB,,,,,,,,,
Jennings,Kevin,SMU,611,2027,QB,,,,,,,,,
Johnson,Brauntae,Notre Dame,64,2027,S,,,,,,,,,
Johnson,Dillan,Wisconsin,87,2027,DL,,,,,,,,,
Johnson,Fred,South Carolina,97,2027,LB,,,,,,,,,
Johnson,Jericho,Oregon,114,2027,DL,,,,,,,,,
Johnson,Nasir,Georgia,140,2027,DL,,,,,,,,,
Johnson,Quintavius,Georgia,243,2027,EDGE,,,,,,,,,
Johnson,De'Myrion,LSU,282,2027,DL,,,,,,,,,
Johnson,Ju’Juan,LSU,361,2027,CB,,,,,,,,,
Johnson,Greg,Minn,612,2027,C,,,,,,,,,
Johnson,Lavon,Maryland,613,2027,DT,,,,,,,,,
Johnson,Tao,Utah,614,2027,FS,,,,,,,,,
Johnson,Avery,K St.,615,2027,QB,,,,,19,,,,
Johnson,Nate,Missou,616,2027,ROLB,,,,,,,,,
Johnson,Jamel,TCU,617,2027,SS,,,,,,,,,
Johnson,Jake,NC,618,2027,TE,,,,,,,,,
Johnson,Marquis,Missou,619,2027,WR,,,,,,,,,
Johnson-Rubell,Jordon,Texas,306,2027,CB,,,,,,,,,
Jonah-Ajonye,Joseph,Georgia,408,2027,DL,,,,,,,,,
Jones,Carlon,USC,74,2027,DL,,,,,,,,,
Jones,Dilin,Wisconsin,86,2027,RB,,,,,,,,,
Jones,Ricardo,Clemson,149,2027,S,,,,,,,,,
Jones,Artavius,Miami (FL),166,2027,DL,,,,,,,,,
Jones,Kris,Georgia,217,2027,LB,,,,,,,,,
Jones,Cayden,Alabama,220,2027,LB,,,,,,,,,
Jones,Demello,Georgia,249,2027,S,,,,,,,,,
Jones,Samaj,Cincinnati,328,2027,QB,,,,,,,,,
Jones,Peyton,Duke,620,2027,RB,,,,,,,,,
Jordan,Xavier,USC,159,2027,WR,,,,,,,,,
Jordan,Faison,Notre Dame,621,2027,WR,,,,,,,,,
Joyner,Dontay,Maryland,622,2027,CB,,,,,,,,,
Joyner,Quinten,Texas Tech,623,2027,RB,,,,,,,,,
Kanu,Hero,Texas,624,2027,DT,,,,,,,,,
Kasper,Kyler,Oregon,625,2027,WR,,,,,,,,,
Kearney,Zion,Oklahoma,164,2027,WR,,,,,,,,,
Kibble,Nate,Texas,320,2027,IOL,,,,,,,,,
Kilgore,Jalon,SC,626,2027,SS,,,,,,,,,
Kirks,Dominic,Ohio State,174,2027,DL,,,,,,,,,
Kirschke,Gabe,Wake,627,2027,LE,,,,,,,,,
Klein,Marlin,Michigan,629,2027,TE,,,,,,,,,
Klopfenstein,Matthew,Baylor,630,2027,TE,,,,,,,,,
Knapp,Anthonie,Notre Dame,5,2027,OT,54,76,296,,55,Roswell,,,
Knight III,Ricky,Florida State,376,2027,CB,,,,,,,,,
Knighten,Amariyun,Indiana,632,2027,CB,,,,,,,,,
Knox,Isaiah,Troy,633,2027,QB,3,71,199,,14,North Canton ,OH,,
Krogh,Kale,Iowa,634,2027,LT,,,,,,,,,
Kromenhoek,Luke,Florida State,37,2027,QB,,,,,25,,,,
Lagway,DJ,Florida,1,2027,QB,,,,,11,,,,
Laloulu,Iapani,Oregon,636,2027,RG,,,,,,,,,
Lambert,Guerby,Notre Dame,390,2027,OT,,,,,,,,,
Lane,Dejuan,Penn State,284,2027,S,,,,,,,,,
Lane,Ja'Kobi,USC,637,2027,WR,,,,,,,,,
Lane-Ganus,A'Mon,Auburn,267,2027,CB,,,,,,,,,
Lansing,Jimmy,SIU,638,2027,LT,,,,,,,,,
Laws,Emmett,Virginia Tech,224,2027,DL,,,,,,,,,
LeBlanc,Max,Ohio State,136,2027,TE,,,,,,,,,
Lee,Kayln,Auburn,639,2027,CB,,,,,,,,,
Lee,Cayden,Ole Miss,640,2027,WR,,,,,,,,,
Lefau,Liona,Texas,641,2027,ROLB,,,,,,,,,
Lemon,Josh,Akron,642,2027,RB,24,71,199,,17,Massillon ,OH,,
Lemon,Makai,USC,643,2027,WR,,,,,47,,,,
Lenhardt,Cameron,Nebraska,644,2027,RE,,,,,,,,,
Lester III,Charles,Florida State,75,2027,CB,,,,,,,,,
Letuli,Tano,SDSt.,646,2027,MLB,,,,,,,,,
Lew,Connor,Auburn,647,2027,C,,,,,,,,,
Lewis,Peyton,Tennessee,200,2027,RB,,,,,,,,,
Lewis,Shelton,Clemson,648,2027,CB,,,,,,,,,
Lewis,Chapman,Texas Tech,649,2027,FS,,,,,,,,,
Liebler,Zach,Mount Union,650,2027,MLB,,,,,,,,,
Lightfoot,Marquise,Miami (FL),195,2027,EDGE,,,,,,,,,
Limar,Jayden,Oregon,651,2027,RB,,,,,,,,,
Lindstrom,Kellen,Tennessee,363,2027,EDGE,,,,,,,,,
Link,Evan,Michigan,652,2027,RT,,,,,,,,,
Little II,Earl,FSU,653,2027,CB,,,,,,,,,
Livingston,Landen,WVU,654,2027,C,,,,,,,,,
Livingston,Tony,Florida,655,2027,TE,,,,,,,,,
Livingstone,Parker,Texas,325,2027,WR,,,,,,,,,
Lofton,Elija,Miami (FL),265,2027,TE,,,,,,,,,
Lopa,Kingston,Oregon,128,2027,S,,,,,,,,,
Lucas,Xavier,Miami (FL),384,2027,S,,,,,,,,,
Lucas,Hank,Wake,656,2027,C,,,,,,,,,
Luckie,Lawson,Georgia,657,2027,TE,,,,,,,,,
Lyle,Jordan,Miami (FL),119,2027,RB,,,,,11,,,,
Lynch,Kadin,W&M,658,2027,RG,,,,,,,,,
Lyons,Grant,Miami (OH),659,2027,LOLB,,,,,,,,,
Mack,Wardell,Texas,155,2027,CB,,,,,,,,,
Mack,Ryan,Miami (FL),244,2027,CB,,,,,,,,,
Mackenny,Ethan,G Tech,660,2027,RG,,,,,,,,,
Mackie,Trey,Tiffin,661,2027,RB,22,69,205,,14,Canton ,OH,,
Madden,C.J.,Purdue,662,2027,RE,,,,,,,,,
Maddox,Anthony,Mississippi,269,2027,QB,,,,,,,,,
Mandell,Emerson,Wisconsin,95,2027,IOL,,,,,,,,,
Manley,Brayden,G Tech,663,2027,LE,,,,,,,,,
Mann,Sam,Ohio,664,2027,RB,19,71,188,,9,Canton ,OH,,
Manning,Arch,Texas,2,2027,QB,16,76,219,,25,New Orleans,LA,,
Marsh,Nick,Michigan State,23,2027,WR,,,,,41,,,,
Marshall,Jordan,Michigan,118,2027,RB,,,,,,,,,
Marshall,Rico,Ohio,667,2027,RG,56,73,247,,,Massillon ,OH,,
Martin,Quinton,Penn State,386,2027,RB,,,,,,,,,
Martin,L.J.,BYU,668,2027,RB,,,,,,,,,
Mateer,John,Oklahoma,669,2027,QB,,,,,67,,,,
Matthews,Mike,Tennessee,138,2027,WR,,,,,,,,,
Matthews,Walter,USC,335,2027,TE,,,,,,,,,
Mayo,Darien,Clemson,85,2027,DL,,,,,,,,,
Mbakwe,Jaylen,Alabama,36,2027,WR,,,,,,,,,
Mboumoua,Steve,Alabama,378,2027,DL,,,,,,,,,
McBryde,Dashawn,LSU,209,2027,S,,,,,,,,,
McClain,Jaylen,Ohio State,211,2027,S,,,,,,,,,
McClellan,Jeremiah,Oregon,185,2027,WR,,,,,,,,,
McCole,Garrett,Tiffin,672,2027,LG,63,74,301,,,Canton ,OH,,
McCoy,Lawayne,Florida State,260,2027,WR,,,,,,,,,
McCoy,Jermond,Tennesee,673,2027,CB,,,,,,,,,
McCray,LJ,Florida,34,2027,EDGE,,,,,31,,,,
McCray,Deante,FSU,674,2027,LE,,,,,,,,,
McGahee IV,Willis,Nebraska,676,2027,ROLB,,,,,20,,,,
McKinley,Dominick,LSU,91,2027,DL,,,,,,,,,
McKinney,D.J.,Colorado,678,2027,CB,,,,,,,,,
McLaughlin,Alex,Washington,679,2027,SS,,,,,,,,,
McNally,Keanon,Old Dominion,680,2027,RT,,,,,,,,,
McPherson,Alex,Auburn,681,2027,K,,,,,,,,,
McRoy,Shaq,Oregon,201,2027,OT,,,,,,,,,
Melvin,Jeremiah,Wake Forest,116,2027,WR,,,,,,,,,
Mendoza,Fernando,Indiana,682,2026,QB,,,,,61,,,,
Merklinger,Jake,Tennessee,108,2027,QB,,,,,,,,,
Merriwether,Mason,Campbell,683,2027,LG,,,,,,,,,
Metcalf,TJ,Michigan,684,2027,FS,,,,,,,,,
Mikell,Kam,Colorado,409,2027,WR,,,,,,,,,
Miller,Dre'lon,Colorado,404,2027,WR,,,,,,,,,
Miller,Christian,Georgia,685,2027,DT,,,,,,,,,
Miller,Omarion,Colorado,686,2027,WR,,,,,,,,,
Mincey,Zavier,Alabama,45,2027,S,,,,,,,,,
Minor,Braylen,Central St.,687,2027,RE,25,72,244,,,Canton ,OH,,
Mitchell,Davon,Oklahoma,81,2027,TE,,,,,,,,,
Mitchell,Jon,Penn State,117,2027,CB,,,,,,,,,
Mitchell,Tony,Miss St.,688,2027,FS,,,,,,,,,
Montgomery,Isaiah,Pitt,689,2027,RG,,,,,,,,,
Mooney,Ryan,Harvard,690,2027,WR,,,,,,,,,
Moore,Leonard,Notre Dame,9,2027,CB,15,74,195,,50,Round Rock,TX,,
Moore,TJ,Clemson,15,2027,WR,,,,,,,,,
Moore,Ian,Ohio State,182,2027,IOL,,,,,11,,,,
Moore,Elijah,Maryland,350,2027,WR,,,,,,,,,
Moore,Brealin,LSU,691,2027,C,,,,,,,,,
Moore,Leonard,Notre Dame,692,2027,CB,,,,,,,,,
Moore,Dante,Oregon,693,2027,QB,,,,,,,,,
Moore,Conner,Mich St.,694,2027,RT,,,,,,,,,
Moore,T.J.,Clemson,695,2027,WR,,,,,,,,,
Moore Jr.,DeAndre,Texas,696,2027,WR,,,,,,,,,
Morgan,Peyton,Texas Tech,214,2027,S,,,,,,,,,
Morgan,Red,Alabama,375,2027,S,,,,,,,,,
Morgan,Grayson,Vanderbilt,697,2027,LG,,,,,,,,,
Morgan,Semaj,Michigan,698,2027,WR,,,,,,,,,
Moss,Jalen,ASU,699,2027,WR,,,,,,,,,
Mothudi,Kamar,Oregon,126,2027,LB,,,,,,,,,
Murdock,Red,Buffalo,700,2027,MLB,,,,,,,,,
Murphy,Maalik,OSU,701,2027,QB,,,,,,,,,
Nabou Jr.,Mark,TA&M,702,2027,C,,,,,,,,,
Nelson,Carter,Nebraska,72,2027,TE,,,,,,,,,
Nesta,James,Oklahoma,109,2027,LB,,,,,,,,,
Nestor,Josh,Iowa,703,2027,SS,,,,,,,,,
Newby,Elijah,USC,93,2027,LB,,,,,,,,,
Nichols,Terhyon,Kentucky,332,2027,CB,,,,,,,,,
Nichols,Addison,SMU,704,2027,C,,,,,,,,,
Noa,Alani,USC,705,2027,LG,,,,,,,,,
Nolan,Will,Iowa,203,2027,OT,,,,,,,,,
Noland,Air,South Carolina,55,2027,QB,,,,,11,,,,
Nwaneri,Williams,Nebraska,46,2027,DL,,,,,,,,,
O'Neill,Miles,Princeton,372,2027,QB,,,,,,,,,
Oakley,Garrett,K St.,707,2027,TE,,,,,,,,,
Obidegwu,Ify,Oregon,253,2027,CB,,,,,,,,,
Oden,Jacob,Michigan,225,2027,S,,,,,,,,,
Odom,Caleb,Alabama,69,2027,TE,,,,,,,,,
Ofili,Cheta,Texas Tech,264,2027,EDGE,,,,,,,,,
