Team,Position,First Name,Last Name,Jersey,Height,Weight,College,Draft Year,Draft Pick,Overall,Pro Bowls,All-Pro,HOF,Status
Los Angeles Rams,P,Bryan,Wagner,,74.0,200.0,Cal State Northridge,1985,UD,75,,,,Active
Miami Dolphins,QB,Alex,Tanney,11.0,76.0,220.0,Monmouth (IL),2012,UD,75,,,,Active
Miami Dolphins,QB,Case,Keenum,7.0,,,Houston,2012,UD,75,,,,Active
Miami Dolphins,QB,Chad,Martin,,,,WVU,2009,UD,75,,,,Active
Miami Dolphins,RB,Tony,Fisher,40.0,,,Notre Dame,2002,UD,75,,,,Active
Miami Dolphins,RB,Maurice,Hicks,43.0,71.0,205.0,North Carolina A&T,2002,UD,75,,,,Active
Miami Dolphins,RB,Jarmar,Julien,27.0,70.0,240.0,San Jose State,2002,UD,75,,,,Active
Miami Dolphins,RB,Eric,McCoo,22.0,70.0,209.0,Penn State,2002,UD,75,,,,Active
Miami Dolphins,FB,Bobby,Holly,41.0,,,LA Tech,2020,UD,75,,,,Active
Miami Dolphins,WR,Cameron,Meredith,81.0,75.0,207.0,Illinois St.,2015,UD,75,,,,Active
Miami Dolphins,WR,Lucky,Whitehead,13.0,,,FAU,2015,UD,75,,,,Active
Miami Dolphins,WR,Byron,Pringle,13.0,73.0,203.0,Kansas St.,2018,UD,75,,,,Active
Miami Dolphins,WR,Trent,Sherfield,16.0,73.0,206.0,Vanderbilt,2018,UD,75,,,,Active
Miami Dolphins,WR,Micheal,Spurlock,15.0,71.0,210.0,Ole Miss,2006,UD,75,,,,Active
Miami Dolphins,WR,Glenn,Holt,16.0,73.0,193.0,Kentucky,2006,UD,75,,,,Active
Miami Dolphins,TE,Ed,West,,,,Auburn,1984,UD,75,,,,Active
Miami Dolphins,TE,J.J.,Jansen,44.0,,,ND,2008,UD,75,,,,Active
Miami Dolphins,TE,Joey,Haynos,81.0,,,Maryland,2008,UD,75,,,,Active
Miami Dolphins,C,Sam,Manos,,,,Marshall,1987,UD,75,,,,Active
Miami Dolphins,C,Jon,Dorenbos,46.0,,,UTEP,2003,UD,75,,,,Active
Miami Dolphins,DT,Bilal,Nichols,98.0,76.0,313.0,Delaware,2018,145,75,0.0,0.0,False,Active
Miami Dolphins,DT,Josh,Tupou,68.0,,,Colorado,2017,UD,75,,,,Active
Miami Dolphins,DT,Kellen,Heard,72.0,78.0,339.0,Memphis,2010,UD,75,,,,Active
Miami Dolphins,DT,Darrington,Sentimore,,,,Tennessee,2013,UD,75,,,,Active
Miami Dolphins,CB,Andrew,Davison,39.0,71.0,185.0,Kansas,2002,UD,75,,,,Active
Miami Dolphins,CB,Isiah,Swann,,,,Dartmouth,2020,UD,75,,,,Active
Miami Dolphins,CB,Delrick,Abrams Jr.,,,,Colorado,2020,UD,75,,,,Active
Miami Dolphins,CB,Marlon,Forbes,,73.0,215.0,PSU,1995,UD,75,,,,Active
Miami Dolphins,CB,Kwame,Ellis,,70.0,188.0,Stanford,1996,UD,75,,,,Active
Miami Dolphins,K,Al,Del Greco,3.0,,,Auburn,1984,UD,75,,,,Active
Miami Dolphins,P,John,Warren,,72.0,207.0,Tennessee,1983,UD,75,,,,Active
Minnesota Vikings,QB,Devin,Gardner,,,,Michigan,2015,UD,75,,,,Active
Minnesota Vikings,QB,Taylor,Heinicke,4.0,73.0,210.0,Old Dominion,2015,UD,75,,,,Active
Minnesota Vikings,QB,Trevone,Boykin,2.0,72.0,213.0,TCU,2016,UD,75,,,,Active
Minnesota Vikings,RB,James,Mungro,23.0,69.0,214.0,Syracuse,2002,UD,75,,,,Active
Minnesota Vikings,RB,John,Simon,51.0,71.0,202.0,Louisiana Tech,2002,UD,75,,,,Active
Minnesota Vikings,RB,Ed,Stansbury,,,,UCLA,2002,UD,75,,,,Active
Minnesota Vikings,RB,Erik,Bickerstaff,46.0,72.0,230.0,Wisconsin,2003,UD,75,,,,Active
Minnesota Vikings,FB,Josh,Hokit,40.0,73.0,225.0,Fresno,2020,UD,75,,,,Active
Minnesota Vikings,WR,Ahmad,Merritt,81.0,70.0,195.0,Wisconsin,2000,UD,75,,,,Active
Minnesota Vikings,WR,Leland,Douglas,,72.0,179.0,Baylor,1987,UD,75,,,,Active
Minnesota Vikings,WR,Dennis,Gadbois,,73.0,183.0,Boston University,1987,UD,75,,,,Active
Minnesota Vikings,WR,Tony,Gladney,,,,UNLV,1987,UD,75,,,,Active
Minnesota Vikings,WR,Sam,Graddy,,,,Tennessee,1987,UD,75,,,,Active
Minnesota Vikings,WR,Kwante,Hampton,,73.0,182.0,Long Beach State,1987,UD,75,,,,Active
Minnesota Vikings,TE,Mitchell,Wilcox,84.0,76.0,250.0,USF,2020,UD,75,,,,Active
Minnesota Vikings,TE,Jeron,Mastrud,88.0,77.0,255.0,Kansas St.,2010,UD,75,,,,Active
Minnesota Vikings,TE,Logan,Paulsen,82.0,,,UCLA,2010,UD,75,,,,Active
Minnesota Vikings,C,Rudy,Niswanger,64.0,,,LSU,2006,UD,75,,,,Active
Minnesota Vikings,C,Coleman,Shelton,65.0,77.0,285.0,Washington,2018,UD,75,,,,Active
Minnesota Vikings,DT,Eli,Ankou,51.0,75.0,325.0,UCLA,2017,UD,75,,,,Active
Minnesota Vikings,DT,Jamarkus,McFarland,,,,Oklahoma,2013,UD,75,,,,Active
Minnesota Vikings,DT,Andrew,Billings,99.0,73.0,340.0,Baylor,2016,122,75,0.0,0.0,False,Active
Minnesota Vikings,DT,Lance,Legree,70.0,73.0,300.0,Notre Dame,2001,UD,75,,,,Active
Minnesota Vikings,CB,Emmanuel,Moseley,4.0,71.0,195.0,Tennessee,2018,UD,75,,,,Active
Minnesota Vikings,CB,Briean,Boddy-Calhoun,20.0,69.0,193.0,Minnesota,2016,UD,75,,,,Active
Minnesota Vikings,CB,Todd,McMillon,26.0,71.0,188.0,Northern Arizona,1996,UD,75,,,,Active
Minnesota Vikings,CB,Kevin,Mathis,23.0,69.0,185.0,Texas A&M–Commerce,1997,UD,75,,,,Active
Minnesota Vikings,CB,Billy,Austin,47.0,,,New Mexico,1998,UD,75,,,,Active
Minnesota Vikings,K,Mike,Clendenen,,,,Houston,1985,UD,75,,,,Active
Minnesota Vikings,P,Don,Bracken,,,,Michigan,1984,UD,75,,,,Active
New England Patriots,QB,Joe,Callahan,6.0,,,Wesley,2016,UD,75,,,,Active
New England Patriots,QB,Jake,Coker,6.0,,,FSU,2016,UD,75,,,,Active
New England Patriots,QB,Travis,Partridge,,,,Missouri Western,2014,UD,75,,,,Active
New England Patriots,RB,Cecil,Sapp,37.0,71.0,236.0,Colorado State,2003,UD,75,,,,Active
New England Patriots,RB,Kory,Chapman,31.0,,,Jacksonville State,2004,UD,75,,,,Active
New England Patriots,RB,Keylon,Kincade,27.0,71.0,204.0,SMU,2004,UD,75,,,,Active
New England Patriots,RB,Ryan,Grant,25.0,73.0,222.0,Notre Dame,2005,UD,75,,,,Active
New England Patriots,FB,Alan,Cross,45.0,,,Memphis,2016,UD,75,,,,Active
New England Patriots,WR,Naaman,Roosevelt,18.0,72.0,200.0,Buffalo,2010,UD,75,,,,Active
New England Patriots,WR,Max,Komar,18.0,71.0,202.0,Idaho,2010,UD,75,,,,Active
New England Patriots,WR,Dontrelle,Inman,15.0,75.0,205.0,Virginia,2011,UD,75,,,,Active
New England Patriots,WR,Ricardo,Lockette,83.0,74.0,211.0,Fort Valley State,2011,UD,75,,,,Active
New England Patriots,WR,Bryan,Walters,19.0,72.0,195.0,Cornell,2010,UD,75,,,,Active
New England Patriots,WR,Chris,Hogan,15.0,,,Monmouth,2011,UD,75,,,,Active
New England Patriots,TE,Don,Kindt Jr.,,,,Wisconsin–La Crosse,1985,UD,75,,,,Active
New England Patriots,TE,Jonathan,Stupar,88.0,75.0,254.0,Virginia,2008,UD,75,,,,Active
New England Patriots,TE,Matthew,Mulligan,82.0,76.0,267.0,Maine,2008,UD,75,,,,Active
New England Patriots,C,Keith,Kartz,,76.0,270.0,California,1986,UD,75,,,,Active
New England Patriots,C,B.J.,Finney,67.0,,,Kansas St.,2015,UD,75,,,,Active
New England Patriots,DT,Brian,Schaefering,91.0,76.0,295.0,Lindenwood,2008,UD,75,,,,Active
New England Patriots,DT,Antonio,Dixon,90.0,75.0,322.0,Miami (FL),2009,UD,75,,,,Active
New England Patriots,DT,Martin,Tevaseu,96.0,74.0,325.0,UNLV,2010,UD,75,,,,Active
New England Patriots,DT,Andre,Neblett,68.0,72.0,310.0,Temple,2010,UD,75,,,,Active
New England Patriots,CB,Dee,Delaney,30.0,,,Miami (FL),2018,UD,75,,,,Active
New England Patriots,CB,Kemah,Siverand,8.0,,,OkSU,2020,UD,75,,,,Active
New England Patriots,CB,Ken,Crawley,20.0,,,Colorado,2016,UD,75,,,,Active
New England Patriots,CB,Tim,Denton,22.0,,,Sam Houston State,1998,UD,75,,,,Active
New England Patriots,CB,Zebbie,Lethridge,37.0,72.0,190.0,Texas Tech,1998,UD,75,,,,Active
New England Patriots,K,Joaquin,Zendejas,,71.0,176.0,La Verne,1983,UD,75,,,,Active
New England Patriots,P,Bill,Renner,,,,Virginia Tech,1983,UD,75,,,,Active
New Orleans Saints,QB,Matt,McGloin,14.0,,,PSU,2013,UD,75,,,,Active
New Orleans Saints,QB,Reid,Sinnett,7.0,76.0,220.0,San Diego,2020,UD,75,,,,Active
New Orleans Saints,QB,Scott,Milanovich,,75.0,220.0,Maryland,1996,UD,75,,,,Active
New Orleans Saints,RB,P.J.,Pope,28.0,,,Bowling Green,2006,UD,75,,,,Active
New Orleans Saints,RB,Jackie,Battle,26.0,,,Houston,2007,UD,75,,,,Active
New Orleans Saints,RB,Stefan,Logan,11.0,66.0,180.0,South Dakota,2007,UD,75,,,,Active
New Orleans Saints,RB,Gary,Russell,33.0,71.0,215.0,Minnesota,2007,UD,75,,,,Active
New Orleans Saints,FB,Nikita,Whitlock,49.0,70.0,250.0,Wake,2014,UD,75,,,,Active
New Orleans Saints,WR,Willie,Snead IV,,,,Ball St.,2014,UD,75,,,,Active
New Orleans Saints,WR,Allen,Hurns,88.0,75.0,195.0,Miami (FL),2014,UD,75,,,,Active
New Orleans Saints,WR,Taylor,Gabriel,18.0,67.0,168.0,Abilene Christian,2014,UD,75,,,,Active
New Orleans Saints,WR,Jake,Kumerow,84.0,76.0,209.0,Wisconsin–Whitewater,2015,UD,75,,,,Active
New Orleans Saints,WR,Kevin,Ogletree,85.0,73.0,195.0,Virginia,2009,UD,75,,,,Active
New Orleans Saints,WR,Mitch,Aslakson,,,,Minn,2012,UD,75,,,,Active
New Orleans Saints,TE,Jerry,Diorio,,,,Michigan,1984,UD,75,,,,Active
New Orleans Saints,TE,Bob,Hayes,,,,Toledo,1941,177,75,0.0,0.0,True,Active
New Orleans Saints,TE,Jon,Condo,59.0,,,Maryland,2005,UD,75,,,,Active
New Orleans Saints,C,Keith,Radecic,,,,Penn State,1987,UD,75,,,,Active
New Orleans Saints,C,Austin,Schlottmann,71.0,78.0,300.0,TCU,2018,UD,75,,,,Active
New Orleans Saints,DT,Cedric,Killings,91.0,75.0,310.0,Carson–Newman,2000,UD,75,,,,Active
New Orleans Saints,DT,Norris,McCleary,71.0,78.0,305.0,East Carolina,2000,UD,75,,,,Active
New Orleans Saints,DT,Giradie,Mercer,61.0,74.0,285.0,Marshall,2000,UD,75,,,,Active
New Orleans Saints,DT,Buck,Gurley,90.0,,,Florida,2001,UD,75,,,,Active
New Orleans Saints,CB,Curtis,Deloatch,39.0,74.0,217.0,North Carolina A&T,2004,UD,75,,,,Active
New Orleans Saints,CB,Antonio,Hamilton,33.0,72.0,188.0,SC St.,2016,UD,75,,,,Active
New Orleans Saints,CB,Kenny,Moore ll,,,,Valdosta State,2017,UD,75,,,,Active
New Orleans Saints,CB,Duane,Hawthorne,38.0,70.0,175.0,Northern Illinois,1999,UD,75,,,,Active
New Orleans Saints,CB,Corey,Ivy,35.0,69.0,190.0,Oklahoma,1999,UD,75,,,,Active
New Orleans Saints,K,Todd,Schlopy,,,,Michigan,1985,UD,75,,,,Active
New Orleans Saints,P,Scott,Fulhage,,71.0,185.0,Kansas State,1985,UD,75,,,,Active
New York Giants,QB,Connor,Shaw,9.0,73.0,210.0,SC,2014,UD,75,,,,Active
New York Giants,QB,Mike,Kerrigan,,,,Northwestern,1982,UD,75,,,,Active
New York Giants,QB,Doug,Pederson,18.0,,,Northeast Louisiana,1991,UD,75,,,,Active
New York Giants,RB,Danny,Ware,28.0,72.0,225.0,Georgia,2007,UD,75,,,,Active
New York Giants,RB,Lance,Ball,35.0,69.0,215.0,Maryland,2008,UD,75,,,,Active
New York Giants,RB,BenJarvus,Green-Ellis,42.0,71.0,220.0,Ole Miss,2008,UD,75,,,,Active
New York Giants,RB,Danny,Woodhead,39.0,68.0,204.0,Chadron State,2008,UD,75,,,,Active
New York Giants,FB,Roosevelt,Nix,45.0,78.0,292.0,Kent State,2014,UD,75,,,,Active
New York Giants,WR,Carl,Bland,,71.0,182.0,Virginia Union,1984,UD,75,,,,Active
New York Giants,WR,Perry,Kemp,,71.0,170.0,California (PA),1984,UD,75,,,,Active
New York Giants,WR,Phil,McConkey,,,,Navy,1984,UD,75,,,,Active
New York Giants,WR,Clay,Pickering,,77.0,215.0,Maine,1984,UD,75,,,,Active
New York Giants,WR,Bobby,Riley,,,,Oklahoma State,1987,UD,75,,,,Active
New York Giants,WR,Donald,Snell,,74.0,177.0,Virginia Tech,1987,UD,75,,,,Active
New York Giants,TE,Zeke,Mowatt,,,,Florida State,1983,UD,75,,,,Active
New York Giants,TE,Jeff,Cumberland,86.0,,,Illinois,2010,UD,75,,,,Active
New York Giants,TE,Tom,Crabtree,83.0,76.0,245.0,Miami (OH),2009,UD,75,,,,Active
New York Giants,C,L.P.,Ladouceur,91.0,,,Cal,2005,UD,75,,,,Active
New York Giants,C,Bradley,Bozeman,77.0,77.0,325.0,Alabama,2018,215,75,0.0,0.0,False,Active
New York Giants,DT,Robert,Newkirk,62.0,75.0,290.0,Michigan State,1999,UD,75,,,,Active
New York Giants,DT,Ma'ake,Kemoeatu,92.0,77.0,345.0,Utah,2002,UD,75,,,,Active
New York Giants,DT,Matt,Mitrione,98.0,,,Purdue,2002,UD,75,,,,Active
New York Giants,DT,Earl,Cochran,96.0,77.0,287.0,Alabama State,2003,UD,75,,,,Active
New York Giants,CB,Brandon,Browner,39.0,76.0,221.0,Oregon St.,2005,UD,75,,,,Active
New York Giants,CB,Eric,Glover-Williams,,,,Slippery Rock,2019,UD,75,,,,Active
New York Giants,CB,Nik,Needham,40.0,,,UTEP,2019,UD,75,,,,Active
New York Giants,CB,Bashir,Levingston,24.0,69.0,180.0,Eastern Washington,1999,UD,75,,,,Active
New York Giants,CB,Tod,McBride,27.0,73.0,208.0,UCLA,1999,UD,75,,,,Active
New York Giants,K,Eric,Schubert,,68.0,185.0,Pittsburgh,1984,UD,75,,,,Active
New York Giants,P,Dave,Finzer,,,,DePauw,1982,UD,75,,,,Active
New York Jets,QB,Nathan,Rourke,13.0,73.0,210.0,Ohio,2020,UD,75,,,,Active
New York Jets,QB,Brian,Lewerke,68.0,75.0,216.0,MSU,2020,UD,75,,,,Active
New York Jets,QB,Tyler,Huntley,2.0,73.0,204.0,Utah,2020,UD,75,,,,Active
New York Jets,RB,Chris,Pressley,36.0,71.0,260.0,Wisconsin,2009,UD,75,,,,Active
New York Jets,RB,Marcus,Thigpen,34.0,69.0,200.0,Indiana,2009,UD,75,,,,Active
New York Jets,RB,Josh,Vaughan,32.0,72.0,225.0,Richmond,2009,UD,75,,,,Active
New York Jets,RB,LeGarrette,Blount,29.0,72.0,247.0,Oregon,2010,UD,75,,,,Active
New York Jets,FB,Ryan,Mahaffey,47.0,74.0,255.0,Northern Iowa,2011,UD,75,,,,Active
New York Jets,WR,Darius,Reynaud,82.0,69.0,208.0,WVU,2008,UD,75,,,,Active
New York Jets,WR,Dane,Sanzenbacher,11.0,71.0,184.0,Bucks,2011,UD,75,,,,Active
New York Jets,WR,Terrelle,Pryor Sr.,,,,Bucks,2011,UD,75,,,,Active
New York Jets,WR,Quan,Bray,11.0,,,Auburn,2015,UD,75,,,,Active
New York Jets,WR,Adam,Humphries,10.0,71.0,195.0,Clemson,2015,UD,75,,,,Active
New York Jets,WR,Griff,Whalen,17.0,,,Stanford,2012,UD,75,,,,Active
New York Jets,TE,Veno,Belk,,75.0,233.0,Michigan State,1986,UD,75,,,,Active
New York Jets,TE,Darnell,Dinkins,87.0,76.0,260.0,Pittsburgh,2000,UD,75,,,,Active
New York Jets,TE,Chris,Eitzmann,46.0,76.0,250.0,Harvard,2000,UD,75,,,,Active
New York Jets,C,Matt,Skura,68.0,,,Duke,2016,UD,75,,,,Active
New York Jets,C,Patrick,Mekari,65.0,76.0,305.0,Cal,2019,UD,75,,,,Active
New York Jets,DT,Bryan,Mone,90.0,75.0,345.0,Michigan,2019,UD,75,,,,Active
New York Jets,DT,Steve,McLendon,90.0,,,Troy,2009,UD,75,,,,Active
New York Jets,DT,Alfred,Malone,97.0,77.0,308.0,Troy,2005,UD,75,,,,Active
New York Jets,DT,Remi,Ayodele,92.0,,,Oklahoma,2006,UD,75,,,,Active
New York Jets,CB,Leigh,Torrence,24.0,71.0,179.0,Stanford,2005,UD,75,,,,Active
New York Jets,CB,Keisean,Nixon,25.0,70.0,200.0,SC,2019,UD,75,,,,Active
New York Jets,CB,Kyle,Shurmur,9.0,76.0,225.0,Vanderbilt,2019,UD,75,,,,Active
New York Jets,CB,Earthwind,Moreland,38.0,71.0,186.0,Georgia Southern,2000,UD,75,,,,Active
New York Jets,CB,Chidi,Iwuoma,29.0,69.0,184.0,California,2001,UD,75,,,,Active
New York Jets,K,Raúl,Allegre,,,,Texas,1983,UD,75,,,,Active
New York Jets,P,Joe,Prokop,,,,Cal Poly Pomona,1984,UD,75,,,,Active
Philadelphia Eagles,QB,Brock,Berlin,3.0,73.0,215.0,Miami (FL),2005,UD,75,,,,Active
Philadelphia Eagles,QB,Justin,Zwick,,,,Bucks,2006,UD,75,,,,Active
Philadelphia Eagles,QB,Caleb,Hanie,12.0,74.0,222.0,Colorado St.,2008,UD,75,,,,Active
Philadelphia Eagles,RB,Chris,Ivory,33.0,,,Tiffin,2010,UD,75,,,,Active
Philadelphia Eagles,RB,Javarris,James,42.0,72.0,208.0,Miami (FL),2010,UD,75,,,,Active
Philadelphia Eagles,RB,Dimitri,Nance,23.0,70.0,219.0,Arizona State,2010,UD,75,,,,Active
Philadelphia Eagles,RB,Matt,Asiata,44.0,,,Utah,2011,UD,75,,,,Active
Philadelphia Eagles,FB,Jamize,Olawale,49.0,73.0,242.0,North Texas,2012,UD,75,,,,Active
Philadelphia Eagles,WR,Willie,Sydnor,,,,Syracuse,1982,UD,75,,,,Active
Philadelphia Eagles,WR,Eric,Truvillion,,76.0,205.0,Florida A&M,1982,UD,75,,,,Active
Philadelphia Eagles,WR,Rodney,Tweet,,73.0,195.0,South Dakota,1986,UD,75,,,,Active
Philadelphia Eagles,WR,Sanjay,Beach,,72.0,189.0,Colorado State,1988,UD,75,,,,Active
Philadelphia Eagles,WR,Lyneal,Alston,,73.0,205.0,Southern Miss,1987,UD,75,,,,Active
Philadelphia Eagles,WR,Nick,Bruckner,,,,Syracuse,1983,UD,75,,,,Active
Philadelphia Eagles,TE,Andy,Gibler,,,,Missouri,1983,UD,75,,,,Active
Philadelphia Eagles,TE,Justin,Drescher,47.0,73.0,235.0,Colorado,2010,UD,75,,,,Active
Philadelphia Eagles,TE,Colin,Cloherty,83.0,74.0,252.0,Brown,2009,UD,75,,,,Active
Philadelphia Eagles,C,Jamie,Dukes,,73.0,285.0,Florida State,1986,UD,75,,,,Active
Philadelphia Eagles,C,Jake,Brendel,64.0,,,UCLA,2016,UD,75,,,,Active
Philadelphia Eagles,DT,Justin,Zimmer,92.0,75.0,292.0,Ferris St.,2016,UD,75,,,,Active
Philadelphia Eagles,DT,Brandon,Noble,75.0,74.0,305.0,Penn State,1997,UD,75,,,,Active
Philadelphia Eagles,DT,Mike,Teeter,,,,Michigan,1990,UD,75,,,,Active
Philadelphia Eagles,DT,Tony,Siragusa,98.0,,,Pittsburgh,1990,UD,75,,,,Active
Philadelphia Eagles,CB,Dre,Kirkpatrick,27.0,74.0,190.0,Alabama,2012,17,75,0.0,0.0,False,Active
Philadelphia Eagles,CB,Eli,Apple,20.0,73.0,203.0,Ohio St.,2016,10,75,0.0,0.0,False,Active
Philadelphia Eagles,CB,Nickell,Robey-Coleman,23.0,68.0,180.0,USC,2013,UD,75,,,,Active
Philadelphia Eagles,CB,Brian,Leigeb,40.0,74.0,207.0,Central Michigan,2001,UD,75,,,,Active
Philadelphia Eagles,CB,James,Whitley,27.0,71.0,185.0,Michigan,2001,UD,75,,,,Active
Philadelphia Eagles,K,Charlie,Baumann,,,,West Virginia,1989,UD,75,,,,Active
Philadelphia Eagles,P,George,Winslow,,76.0,205.0,Villanova,1987,UD,75,,,,Active
Pittsburgh Steelers,QB,Paul,Krause,,75.0,200.0,Dubuque,1967,243,75,0.0,0.0,True,Active
Pittsburgh Steelers,QB,Tory,Woodbury,11.0,74.0,208.0,Winston-Salem State,2001,UD,75,,,,Active
Pittsburgh Steelers,QB,Vinny,Bredenburg,,,,ND,2002,UD,75,,,,Active
Pittsburgh Steelers,RB,Noel,Devine,,,,West Virginia,2011,UD,75,,,,Active
Pittsburgh Steelers,RB,Shaun,Draughn,20.0,,,NC,2011,UD,75,,,,Active
Pittsburgh Steelers,RB,Brandon,Bolden,38.0,71.0,220.0,Ole Miss,2012,UD,75,,,,Active
Pittsburgh Steelers,RB,Travaris,Cadet,39.0,73.0,210.0,Appalachian St.,2012,UD,75,,,,Active
Pittsburgh Steelers,FB,Zach,Line,48.0,,,SMU,2013,UD,75,,,,Active
Pittsburgh Steelers,WR,Conner,Vernon,,72.0,192.0,Duke,2013,UD,75,,,,Active
Pittsburgh Steelers,WR,Ryan,Spadola,18.0,73.0,205.0,Lehigh,2013,UD,75,,,,Active
Pittsburgh Steelers,WR,Lanear,Sampson,,,,Baylor,2013,UD,75,,,,Active
Pittsburgh Steelers,WR,T.J.,Moe,,72.0,200.0,Mizz,2013,UD,75,,,,Active
Pittsburgh Steelers,WR,Alec,Lemon,,74.0,207.0,Syracuse,2013,UD,75,,,,Active
Pittsburgh Steelers,WR,Chad,Bumphis,,70.0,202.0,Mississippi State,2013,UD,75,,,,Active
Pittsburgh Steelers,TE,Mike,Tice,,,,Maryland,1981,UD,75,,,,Active
Pittsburgh Steelers,TE,Brad,Cieslak,48.0,75.0,260.0,Northern Illinois,2005,UD,75,,,,Active
Pittsburgh Steelers,TE,Jeff,Samardzija,,,,ND,2006,UD,75,,,,Active
Pittsburgh Steelers,C,James,Campen,,75.0,260.0,Tulane,1986,UD,75,,,,Active
Pittsburgh Steelers,C,Cameron,Tom,63.0,76.0,300.0,Southern Miss,2017,UD,75,,,,Active
Pittsburgh Steelers,DT,Eugene,Rowell,,73.0,180.0,Dubuque,1981,UD,75,,,,Active
Pittsburgh Steelers,DT,Nate,Hobgood-Chittick,94.0,75.0,290.0,North Carolina,1998,UD,75,,,,Active
Pittsburgh Steelers,DT,Sam,Rayburn,91.0,75.0,303.0,Tulsa,2003,UD,75,,,,Active
Pittsburgh Steelers,DT,Mark,Roopenian,,77.0,254.0,Boston College,1981,UD,75,,,,Active
Pittsburgh Steelers,CB,Marquice,Cole,34.0,70.0,195.0,Northwestern,2007,UD,75,,,,Active
Pittsburgh Steelers,CB,Chris,Lammons,30.0,,,SC,2018,UD,75,,,,Active
Pittsburgh Steelers,CB,Shawn,Byrdsong,25.0,,,Mississippi State,2002,UD,75,,,,Active
Pittsburgh Steelers,CB,Marcus,Floyd,30.0,69.0,180.0,Indiana,2002,UD,75,,,,Active
Pittsburgh Steelers,CB,Erwin,Swiney,26.0,72.0,195.0,Nebraska,2002,UD,75,,,,Active
Pittsburgh Steelers,K,Massimo,Manca,,70.0,195.0,Penn State,1987,UD,75,,,,Active
Pittsburgh Steelers,P,Steve,Superick,,,,West Virginia,1986,UD,75,,,,Active
San Francisco 49ers,QB,Graham,Harrell,6.0,74.0,215.0,Texas Tech,2009,UD,75,,,,Active
San Francisco 49ers,QB,Tim,Hasselbeck,8.0,,,Boston College,2001,UD,75,,,,Active
San Francisco 49ers,QB,Chad,Hutchinson,7.0,77.0,237.0,Stanford,2002,UD,75,,,,Active
San Francisco 49ers,RB,Lance,Dunbar,25.0,68.0,187.0,North Texas,2012,UD,75,,,,Active
San Francisco 49ers,RB,Bobby,Rainey,43.0,68.0,212.0,Western Kentucky,2012,UD,75,,,,Active
San Francisco 49ers,RB,Fozzy,Whittaker,43.0,,,Texas,2012,UD,75,,,,Active
San Francisco 49ers,RB,Eric,Breitenstein,,,,Wofford,2013,UD,75,,,,Active
San Francisco 49ers,FB,Khari,Blasingame,41.0,72.0,233.0,Vanderbilt,2019,UD,75,,,,Active
San Francisco 49ers,WR,Josh,Bellamy,11.0,,,Louisville,2012,UD,75,,,,Active
San Francisco 49ers,WR,Jermaine,Kearse,15.0,73.0,209.0,Washington,2012,UD,75,,,,Active
San Francisco 49ers,WR,Wallace,Miles,,,,North Carolina A&T,2012,UD,75,,,,Active
San Francisco 49ers,WR,Cole,Beasley,11.0,68.0,174.0,SMU,2012,UD,75,,,,Active
San Francisco 49ers,WR,Kenbrell,Thompkins,85.0,72.0,195.0,Cincinnati,2013,UD,75,,,,Active
San Francisco 49ers,WR,Trevor,Insley,1.0,72.0,190.0,Nevada,2000,UD,75,,,,Active
San Francisco 49ers,TE,Mike,Landrum,,,,Southern Miss,1984,UD,75,,,,Active
San Francisco 49ers,TE,Ben,Utecht,86.0,,,Minnesota,2004,UD,75,,,,Active
San Francisco 49ers,TE,Adam,Bergen,89.0,76.0,267.0,Lehigh,2005,UD,75,,,,Active
San Francisco 49ers,C,Greg,Mancz,65.0,,,Toledo,2015,UD,75,,,,Active
San Francisco 49ers,C,Preston,Stockton,,,,Wisconsin,2013,UD,75,,,,Active
San Francisco 49ers,DT,John,Randle‡,,73.0,287.0,Texas A&I,1990,UD,75,,,,Active
San Francisco 49ers,DT,Garry,Howe,,73.0,298.0,Colorado,1991,UD,75,,,,Active
San Francisco 49ers,DT,Chuck,Klingbeil,,,,Northern Michigan,1991,UD,75,,,,Active
San Francisco 49ers,DT,Robert,Francois,,,,BC,2009,UD,75,,,,Active
San Francisco 49ers,CB,Steve,Peiro,,,,Arizona,2007,UD,75,,,,Active
San Francisco 49ers,CB,Rashaan,Melvin,29.0,74.0,194.0,Northern Illinois,2013,UD,75,,,,Active
San Francisco 49ers,CB,Jacoby,Glenn,39.0,72.0,185.0,UCF,2015,UD,75,,,,Active
San Francisco 49ers,CB,Bashaud,Breeland,26.0,71.0,195.0,Clemson,2014,102,75,0.0,0.0,False,Active
San Francisco 49ers,CB,Leigh,Bodden,28.0,73.0,193.0,Duquesne,2003,UD,75,,,,Active
San Francisco 49ers,K,Ian,Howfield,,74.0,185.0,Tennessee,1987,UD,75,,,,Active
San Francisco 49ers,P,Al,Herline,,,,Vanderbilt,1987,UD,75,,,,Active
Seattle Seahawks,QB,Jeff,Van Raaphorst,,,,Arizona State,1987,UD,75,,,,Active
Seattle Seahawks,QB,Clint,Stoerner,5.0,,,Arkansas,2000,UD,75,,,,Active
Seattle Seahawks,QB,Billy,Volek,7.0,,,Fresno State,2000,UD,75,,,,Active
Seattle Seahawks,RB,Miguel,Maysonet,,70.0,210.0,Stony Brook,2013,UD,75,,,,Active
Seattle Seahawks,RB,Onterio,McCalebb,39.0,70.0,175.0,Auburn,2013,UD,75,,,,Active
Seattle Seahawks,RB,Lonnie,Pryor,45.0,72.0,224.0,FSU,2013,UD,75,,,,Active
